0 0.442188
1 2.47099
2 4.29353
3 8.76314
4 11.9891
5 18.8458
6 23.5127
7 32.7196
8 38.8575
9 50.383
10 58.017
11 71.809
12 80.9368
13 97.6079
14 107.88
15 119.73
16 133.075
17 195.528
18 197.73
19 199.806
20 318.262
