# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_wrt_M_17> 
0 0 
0.00125 -0.688657 
0.0025 -1.26952 
0.00375 -1.75219 
0.005 -2.14567 
0.00625 -2.4584 
0.0075 -2.69829 
0.00875 -2.87271 
0.01 -2.98858 
0.01125 -3.05232 
0.0125 -3.06993 
0.01375 -3.04696 
0.015 -2.9886 
0.01625 -2.89962 
0.0175 -2.78445 
0.01875 -2.64716 
0.02 -2.49151 
0.02125 -2.32095 
0.0225 -2.13864 
0.02375 -1.94745 
0.025 -1.75001 
0.02625 -1.5487 
0.0275 -1.34565 
0.02875 -1.14279 
0.03 -0.941862 
0.03125 -0.744383 
0.0325 -0.551711 
0.03375 -0.36503 
0.035 -0.18537 
0.03625 -0.0136108 
0.0375 0.149501 
0.03875 0.303346 
0.04 0.447424 
0.04125 0.581343 
0.0425 0.704809 
0.04375 0.817625 
0.045 0.919673 
0.04625 1.01092 
0.0475 1.09139 
0.04875 1.1612 
0.05 1.22049 
0.05125 1.26947 
0.0525 1.3084 
0.05375 1.33757 
0.055 1.35732 
0.05625 1.36801 
0.0575 1.37004 
0.05875 1.36382 
0.06 1.34979 
0.06125 1.32839 
0.0625 1.3001 
0.06375 1.26539 
0.065 1.22473 
0.06625 1.17862 
0.0675 1.12753 
0.06875 1.07195 
0.07 1.01236 
0.07125 0.949243 
0.0725 0.883056 
0.07375 0.814263 
0.075 0.743311 
0.07625 0.670639 
0.0775 0.59667 
0.07875 0.521815 
0.08 0.446469 
0.08125 0.371012 
0.0825 0.295805 
0.08375 0.221195 
0.085 0.147509 
0.08625 0.0750579 
0.0875 0.00413192 
0.08875 -0.0649961 
0.09 -0.132073 
0.09125 -0.196863 
0.0925 -0.259151 
0.09375 -0.318741 
0.095 -0.375453 
0.09625 -0.42913 
0.0975 -0.47963 
0.09875 -0.526829 
0.1 -0.570624 
0.10125 -0.610926 
0.1025 -0.647665 
0.10375 -0.680786 
0.105 -0.710252 
0.10625 -0.73604 
0.1075 -0.758143 
0.10875 -0.776566 
0.11 -0.791332 
0.11125 -0.802475 
0.1125 -0.81004 
0.11375 -0.814087 
0.115 -0.814685 
0.11625 -0.811917 
0.1175 -0.805871 
0.11875 -0.796649 
0.12 -0.78436 
0.12125 -0.76912 
0.1225 -0.751054 
0.12375 -0.730294 
0.125 -0.706976 
0.12625 -0.681244 
0.1275 -0.653244 
0.12875 -0.623129 
0.13 -0.591055 
0.13125 -0.557178 
0.1325 -0.521661 
0.13375 -0.484664 
0.135 -0.446353 
0.13625 -0.40689 
0.1375 -0.366441 
0.13875 -0.325169 
0.14 -0.283238 
0.14125 -0.240808 
0.1425 -0.19804 
0.14375 -0.155091 
0.145 -0.112116 
