# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_M_12> 
0 0 
0.00125 0.00597294 
0.0025 0.0154752 
0.00375 0.0287796 
0.005 0.046067 
0.00625 0.0674353 
0.0075 0.0929079 
0.00875 0.122442 
0.01 0.155935 
0.01125 0.193235 
0.0125 0.234142 
0.01375 0.278419 
0.015 0.325795 
0.01625 0.375971 
0.0175 0.428628 
0.01875 0.483424 
0.02 0.540009 
0.02125 0.598017 
0.0225 0.657082 
0.02375 0.71683 
0.025 0.776892 
0.02625 0.836897 
0.0275 0.896484 
0.02875 0.955297 
0.03 1.01299 
0.03125 1.06924 
0.0325 1.12371 
0.03375 1.1761 
0.035 1.22614 
0.03625 1.27353 
0.0375 1.31804 
0.03875 1.35942 
0.04 1.39746 
0.04125 1.43197 
0.0425 1.46276 
0.04375 1.48969 
0.045 1.51262 
0.04625 1.53144 
0.0475 1.54605 
0.04875 1.55637 
0.05 1.56237 
0.05125 1.56399 
0.0525 1.56123 
0.05375 1.55408 
0.055 1.54258 
0.05625 1.52676 
0.0575 1.50667 
0.05875 1.48239 
0.06 1.45401 
0.06125 1.42162 
0.0625 1.38535 
0.06375 1.34531 
0.065 1.30167 
0.06625 1.25455 
0.0675 1.20414 
0.06875 1.1506 
0.07 1.09412 
0.07125 1.03488 
0.0725 0.973083 
0.07375 0.908931 
0.075 0.842634 
0.07625 0.774406 
0.0775 0.704462 
0.07875 0.633025 
0.08 0.560317 
0.08125 0.486562 
0.0825 0.411984 
0.08375 0.336809 
0.085 0.26126 
0.08625 0.18556 
0.0875 0.109929 
0.08875 0.0345848 
0.09 -0.0402588 
0.09125 -0.114392 
0.0925 -0.187608 
0.09375 -0.259707 
0.095 -0.330495 
0.09625 -0.399782 
0.0975 -0.467386 
0.09875 -0.533132 
0.1 -0.596853 
0.10125 -0.658386 
0.1025 -0.717581 
0.10375 -0.774294 
0.105 -0.828389 
0.10625 -0.879739 
0.1075 -0.928227 
0.10875 -0.973746 
0.11 -1.0162 
0.11125 -1.05549 
0.1125 -1.09154 
0.11375 -1.12428 
0.115 -1.15366 
0.11625 -1.17962 
