# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <phi_10> 
0 0 
0.00125 0.00211455 
0.0025 0.00353733 
0.00375 0.00437819 
0.005 0.00473589 
0.00625 0.00469888 
0.0075 0.00434602 
0.00875 0.00374735 
0.01 0.00296467 
0.01125 0.00205226 
0.0125 0.00105741 
0.01375 2.10527e-05 
0.015 -0.00102178 
0.01625 -0.00204138 
0.0175 -0.00301296 
0.01875 -0.00391616 
0.02 -0.00473462 
0.02125 -0.00545566 
0.0225 -0.00606983 
0.02375 -0.00657062 
0.025 -0.0069541 
0.02625 -0.00721868 
0.0275 -0.00736477 
0.02875 -0.00739455 
0.03 -0.00731172 
0.03125 -0.0071213 
0.0325 -0.00682939 
0.03375 -0.00644302 
0.035 -0.00596994 
0.03625 -0.00541847 
0.0375 -0.00479738 
0.03875 -0.00411573 
0.04 -0.00338275 
0.04125 -0.00260774 
0.0425 -0.00179998 
0.04375 -0.00096862 
0.045 -0.000122628 
0.04625 0.000729299 
0.0475 0.00157879 
0.04875 0.00241783 
0.05 0.00323884 
0.05125 0.00403471 
0.0525 0.00479879 
0.05375 0.00552495 
0.055 0.0062076 
0.05625 0.00684169 
0.0575 0.00742272 
0.05875 0.00794675 
0.06 0.0084104 
0.06125 0.00881085 
0.0625 0.00914582 
0.06375 0.00941357 
0.065 0.00961289 
0.06625 0.00974308 
0.0675 0.00980393 
0.06875 0.00979571 
0.07 0.00971913 
0.07125 0.00957534 
0.0725 0.00936591 
0.07375 0.00909276 
0.075 0.00875821 
0.07625 0.00836486 
0.0775 0.00791565 
0.07875 0.00741379 
0.08 0.00686272 
0.08125 0.00626613 
0.0825 0.00562787 
0.08375 0.00495198 
0.085 0.00424265 
0.08625 0.00350415 
0.0875 0.00274086 
0.08875 0.00195722 
0.09 0.0011577 
0.09125 0.000346795 
0.0925 -0.000471013 
0.09375 -0.00129128 
0.095 -0.0021096 
0.09625 -0.00292166 
0.0975 -0.00372322 
0.09875 -0.00451017 
0.1 -0.00527849 
0.10125 -0.00602435 
0.1025 -0.00674405 
0.10375 -0.00743406 
0.105 -0.00809104 
0.10625 -0.00871185 
0.1075 -0.00929355 
0.10875 -0.00983341 
0.11 -0.0103289 
0.11125 -0.0107779 
0.1125 -0.0111781 
0.11375 -0.0115279 
0.115 -0.0118258 
0.11625 -0.0120703 
0.1175 -0.0122605 
0.11875 -0.0123954 
0.12 -0.0124747 
0.12125 -0.0124978 
0.1225 -0.0124648 
0.12375 -0.0123759 
0.125 -0.0122313 
0.12625 -0.0120319 
0.1275 -0.0117783 
0.12875 -0.0114717 
0.13 -0.0111134 
0.13125 -0.0107049 
0.1325 -0.0102478 
0.13375 -0.00974405 
0.135 -0.0091957 
0.13625 -0.00860498 
0.1375 -0.00797426 
0.13875 -0.00730607 
0.14 -0.00660307 
0.14125 -0.00586808 
0.1425 -0.00510397 
0.14375 -0.00431378 
0.145 -0.00350058 
0.14625 -0.00266757 
0.1475 -0.00181798 
0.14875 -0.000955098 
0.15 -8.22716e-05 
0.15125 0.000797139 
0.1525 0.00167975 
0.15375 0.00256218 
0.155 0.00344105 
0.15625 0.00431299 
0.1575 0.00517469 
0.15875 0.00602285 
0.16 0.00685424 
0.16125 0.00766569 
0.1625 0.00845411 
0.16375 0.0092165 
0.165 0.00994993 
0.16625 0.0106516 
0.1675 0.0113188 
0.16875 0.011949 
0.17 0.0125398 
0.17125 0.0130887 
0.1725 0.0135937 
0.17375 0.0140528 
0.175 0.0144642 
0.17625 0.014826 
0.1775 0.0151369 
0.17875 0.0153955 
0.18 0.0156006 
0.18125 0.0157512 
0.1825 0.0158466 
0.18375 0.0158861 
0.185 0.0158694 
0.18625 0.0157961 
0.1875 0.0156663 
0.18875 0.0154801 
0.19 0.0152378 
0.19125 0.0149401 
0.1925 0.0145875 
0.19375 0.014181 
0.195 0.0137217 
0.19625 0.0132109 
0.1975 0.01265 
0.19875 0.0120405 
0.2 0.0113844 
0.20125 0.0106834 
0.2025 0.00993983 
0.20375 0.00915578 
0.205 0.00833367 
0.20625 0.00747603 
0.2075 0.0065855 
0.20875 0.00566486 
0.21 0.00471699 
0.21125 0.00374487 
0.2125 0.00275159 
0.21375 0.0017403 
0.215 0.000714246 
0.21625 -0.00032326 
0.2175 -0.00136886 
0.21875 -0.00241914 
0.22 -0.00347065 
0.22125 -0.00451992 
0.2225 -0.00556347 
0.22375 -0.0065978 
0.225 -0.00761943 
0.22625 -0.00862488 
0.2275 -0.0096107 
0.22875 -0.0105735 
0.23 -0.0115099 
0.23125 -0.0124167 
0.2325 -0.0132905 
0.23375 -0.0141282 
0.235 -0.0149269 
0.23625 -0.0156834 
0.2375 -0.016395 
0.23875 -0.0170589 
0.24 -0.0176726 
0.24125 -0.0182335 
0.2425 -0.0187393 
0.24375 -0.0191879 
0.245 -0.0195772 
0.24625 -0.0199054 
0.2475 -0.0201709 
0.24875 -0.0203721 
0.25 -0.0205078 
0.25125 -0.0205769 
0.2525 -0.0205784 
0.25375 -0.0205117 
0.255 -0.0203763 
0.25625 -0.0201719 
0.2575 -0.0198984 
0.25875 -0.0195561 
0.26 -0.0191453 
0.26125 -0.0186666 
0.2625 -0.0181208 
0.26375 -0.017509 
0.265 -0.0168324 
0.26625 -0.0160926 
0.2675 -0.0152912 
0.26875 -0.0144302 
0.27 -0.0135116 
0.27125 -0.012538 
0.2725 -0.0115117 
0.27375 -0.0104356 
0.275 -0.00931264 
0.27625 -0.00814589 
0.2775 -0.00693871 
0.27875 -0.00569459 
0.28 -0.00441719 
0.28125 -0.00311032 
0.2825 -0.00177794 
0.28375 -0.000424162 
0.285 0.000946792 
0.28625 0.00233057 
0.2875 0.00372274 
0.28875 0.00511873 
0.29 0.00651394 
0.29125 0.00790367 
0.2925 0.00928318 
0.29375 0.0106477 
0.295 0.0119924 
0.29625 0.0133124 
0.2975 0.014603 
0.29875 0.0158593 
0.3 0.0170766 
0.30125 0.0182501 
0.3025 0.0193753 
0.30375 0.0204475 
0.305 0.0214622 
0.30625 0.0224152 
0.3075 0.0233021 
0.30875 0.0241189 
0.31 0.0248617 
0.31125 0.0255268 
0.3125 0.0261105 
0.31375 0.0266095 
0.315 0.0270208 
0.31625 0.0273414 
0.3175 0.0275687 
0.31875 0.0277004 
0.32 0.0277343 
0.32125 0.0276688 
0.3225 0.0275023 
0.32375 0.0272336 
0.325 0.026862 
0.32625 0.026387 
0.3275 0.0258084 
0.32875 0.0251265 
0.33 0.0243419 
0.33125 0.0234555 
0.3325 0.0224687 
0.33375 0.0213833 
0.335 0.0202014 
0.33625 0.0189255 
0.3375 0.0175585 
0.33875 0.0161039 
0.34 0.0145653 
0.34125 0.0129467 
0.3425 0.0112529 
0.34375 0.00948859 
0.345 0.00765911 
0.34625 0.00577012 
0.3475 0.00382763 
0.34875 0.00183803 
0.35 -0.000191967 
0.35125 -0.00225532 
0.3525 -0.00434466 
0.35375 -0.00645233 
0.355 -0.0085704 
0.35625 -0.0106907 
0.3575 -0.0128047 
0.35875 -0.0149039 
0.36 -0.0169793 
0.36125 -0.0190221 
0.3625 -0.021023 
0.36375 -0.0229729 
0.365 -0.0248625 
0.36625 -0.0266823 
0.3675 -0.0284231 
0.36875 -0.0300756 
0.37 -0.0316305 
0.37125 -0.0330786 
0.3725 -0.0344111 
0.37375 -0.0356191 
0.375 -0.036694 
0.37625 -0.0376277 
0.3775 -0.0384121 
0.37875 -0.0390396 
0.38 -0.0395031 
0.38125 -0.0397959 
0.3825 -0.0399117 
0.38375 -0.039845 
0.385 -0.0395906 
0.38625 -0.0391444 
0.3875 -0.0385024 
0.38875 -0.0376619 
0.39 -0.0366208 
0.39125 -0.0353777 
0.3925 -0.0339322 
0.39375 -0.0322851 
0.395 -0.0304377 
0.39625 -0.0283927 
0.3975 -0.0261538 
0.39875 -0.0237255 
