# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_B_4> 
0 0 
0.00125 -0.00578373 
0.0025 -0.0115655 
0.00375 -0.0173434 
0.005 -0.0231156 
0.00625 -0.0288802 
0.0075 -0.0346353 
0.00875 -0.0403792 
0.01 -0.0461099 
0.01125 -0.0518257 
0.0125 -0.0575247 
0.01375 -0.0632051 
0.015 -0.0688651 
0.01625 -0.0745029 
0.0175 -0.0801167 
0.01875 -0.0857048 
0.02 -0.0912654 
0.02125 -0.0967967 
0.0225 -0.102297 
0.02375 -0.107765 
0.025 -0.113198 
0.02625 -0.118596 
0.0275 -0.123955 
0.02875 -0.129276 
0.03 -0.134555 
0.03125 -0.139792 
0.0325 -0.144985 
0.03375 -0.150132 
0.035 -0.155231 
0.03625 -0.160282 
0.0375 -0.165283 
0.03875 -0.170232 
0.04 -0.175127 
0.04125 -0.179968 
0.0425 -0.184753 
0.04375 -0.18948 
0.045 -0.194148 
0.04625 -0.198756 
0.0475 -0.203302 
0.04875 -0.207786 
0.05 -0.212205 
0.05125 -0.216559 
0.0525 -0.220846 
0.05375 -0.225065 
0.055 -0.229215 
0.05625 -0.233295 
0.0575 -0.237303 
0.05875 -0.241239 
0.06 -0.245101 
0.06125 -0.248888 
0.0625 -0.2526 
0.06375 -0.256234 
0.065 -0.259792 
0.06625 -0.26327 
0.0675 -0.266669 
0.06875 -0.269987 
0.07 -0.273223 
0.07125 -0.276378 
0.0725 -0.279449 
0.07375 -0.282436 
0.075 -0.285338 
0.07625 -0.288155 
0.0775 -0.290886 
0.07875 -0.29353 
0.08 -0.296086 
0.08125 -0.298554 
0.0825 -0.300933 
0.08375 -0.303223 
0.085 -0.305422 
0.08625 -0.307531 
0.0875 -0.309549 
0.08875 -0.311476 
0.09 -0.31331 
0.09125 -0.315052 
0.0925 -0.316701 
0.09375 -0.318257 
0.095 -0.31972 
0.09625 -0.321088 
0.0975 -0.322363 
0.09875 -0.323543 
0.1 -0.324628 
0.10125 -0.325618 
0.1025 -0.326514 
0.10375 -0.327314 
0.105 -0.328019 
0.10625 -0.328628 
0.1075 -0.329142 
0.10875 -0.329561 
0.11 -0.329884 
0.11125 -0.330111 
0.1125 -0.330243 
0.11375 -0.330279 
0.115 -0.33022 
0.11625 -0.330065 
0.1175 -0.329816 
0.11875 -0.329471 
0.12 -0.329032 
0.12125 -0.328498 
0.1225 -0.32787 
0.12375 -0.327147 
0.125 -0.326331 
0.12625 -0.325422 
0.1275 -0.324419 
0.12875 -0.323324 
0.13 -0.322136 
0.13125 -0.320856 
0.1325 -0.319485 
0.13375 -0.318023 
0.135 -0.31647 
0.13625 -0.314827 
0.1375 -0.313095 
0.13875 -0.311274 
0.14 -0.309365 
0.14125 -0.307367 
0.1425 -0.305283 
0.14375 -0.303112 
0.145 -0.300856 
0.14625 -0.298514 
0.1475 -0.296088 
0.14875 -0.293579 
0.15 -0.290986 
0.15125 -0.288312 
0.1525 -0.285556 
0.15375 -0.28272 
0.155 -0.279805 
0.15625 -0.276811 
0.1575 -0.273738 
0.15875 -0.27059 
0.16 -0.267365 
0.16125 -0.264065 
0.1625 -0.260691 
0.16375 -0.257244 
0.165 -0.253725 
0.16625 -0.250135 
0.1675 -0.246475 
0.16875 -0.242746 
0.17 -0.238949 
0.17125 -0.235086 
0.1725 -0.231157 
0.17375 -0.227163 
0.175 -0.223106 
0.17625 -0.218987 
0.1775 -0.214807 
0.17875 -0.210567 
0.18 -0.206269 
0.18125 -0.201913 
0.1825 -0.197501 
0.18375 -0.193034 
0.185 -0.188514 
0.18625 -0.183941 
0.1875 -0.179318 
0.18875 -0.174644 
0.19 -0.169922 
0.19125 -0.165153 
0.1925 -0.160339 
0.19375 -0.15548 
0.195 -0.150577 
0.19625 -0.145634 
0.1975 -0.14065 
0.19875 -0.135627 
0.2 -0.130567 
0.20125 -0.12547 
0.2025 -0.12034 
0.20375 -0.115176 
0.205 -0.10998 
0.20625 -0.104754 
0.2075 -0.099499 
0.20875 -0.0942168 
0.21 -0.0889087 
0.21125 -0.0835763 
0.2125 -0.0782209 
0.21375 -0.0728441 
0.215 -0.0674474 
0.21625 -0.0620322 
0.2175 -0.0566002 
0.21875 -0.0511527 
0.22 -0.0456913 
0.22125 -0.0402176 
0.2225 -0.034733 
0.22375 -0.029239 
0.225 -0.0237373 
0.22625 -0.0182293 
0.2275 -0.0127165 
0.22875 -0.00720047 
0.23 -0.00168277 
0.23125 0.00383508 
0.2325 0.00935156 
0.23375 0.0148651 
0.235 0.0203743 
0.23625 0.0258775 
0.2375 0.0313731 
0.23875 0.0368598 
0.24 0.0423359 
0.24125 0.0477999 
0.2425 0.0532504 
0.24375 0.0586857 
0.245 0.0641045 
0.24625 0.0695051 
0.2475 0.0748861 
0.24875 0.0802459 
0.25 0.0855832 
0.25125 0.0908963 
0.2525 0.0961838 
0.25375 0.101444 
0.255 0.106676 
0.25625 0.111878 
0.2575 0.117049 
0.25875 0.122186 
0.26 0.127289 
0.26125 0.132357 
0.2625 0.137387 
0.26375 0.142378 
0.265 0.14733 
0.26625 0.15224 
0.2675 0.157108 
0.26875 0.161931 
0.27 0.166708 
0.27125 0.171439 
0.2725 0.176122 
0.27375 0.180754 
0.275 0.185336 
0.27625 0.189866 
0.2775 0.194343 
0.27875 0.198764 
0.28 0.20313 
0.28125 0.207438 
0.2825 0.211688 
0.28375 0.215878 
0.285 0.220007 
0.28625 0.224073 
0.2875 0.228077 
0.28875 0.232016 
0.29 0.235889 
0.29125 0.239696 
0.2925 0.243434 
0.29375 0.247104 
0.295 0.250704 
0.29625 0.254232 
0.2975 0.257688 
0.29875 0.261071 
0.3 0.264379 
0.30125 0.267613 
0.3025 0.27077 
0.30375 0.27385 
0.305 0.276851 
0.30625 0.279774 
0.3075 0.282617 
0.30875 0.285378 
0.31 0.288058 
0.31125 0.290656 
0.3125 0.29317 
0.31375 0.2956 
0.315 0.297945 
0.31625 0.300204 
0.3175 0.302376 
0.31875 0.304461 
0.32 0.306459 
0.32125 0.308367 
0.3225 0.310187 
0.32375 0.311916 
0.325 0.313555 
0.32625 0.315103 
0.3275 0.316559 
0.32875 0.317923 
0.33 0.319194 
0.33125 0.320372 
0.3325 0.321456 
0.33375 0.322446 
0.335 0.323341 
0.33625 0.324141 
0.3375 0.324845 
0.33875 0.325454 
0.34 0.325966 
0.34125 0.326382 
0.3425 0.326701 
0.34375 0.326923 
0.345 0.327048 
0.34625 0.327075 
0.3475 0.327004 
0.34875 0.326835 
0.35 0.326568 
0.35125 0.326203 
0.3525 0.325739 
0.35375 0.325177 
0.355 0.324516 
0.35625 0.323757 
0.3575 0.322899 
0.35875 0.321942 
0.36 0.320887 
0.36125 0.319734 
0.3625 0.318482 
0.36375 0.317131 
0.365 0.315683 
0.36625 0.314136 
0.3675 0.312492 
0.36875 0.310749 
0.37 0.30891 
0.37125 0.306973 
0.3725 0.304939 
0.37375 0.302809 
0.375 0.300582 
0.37625 0.298259 
0.3775 0.29584 
0.37875 0.293327 
0.38 0.290718 
0.38125 0.288015 
0.3825 0.285218 
0.38375 0.282328 
0.385 0.279344 
0.38625 0.276268 
0.3875 0.2731 
0.38875 0.269841 
0.39 0.266491 
0.39125 0.263051 
0.3925 0.259521 
0.39375 0.255902 
0.395 0.252196 
0.39625 0.248401 
0.3975 0.24452 
0.39875 0.240553 
0.4 0.2365 
0.40125 0.232363 
0.4025 0.228143 
0.40375 0.223839 
0.405 0.219453 
0.40625 0.214986 
0.4075 0.210439 
0.40875 0.205812 
0.41 0.201107 
0.41125 0.196324 
0.4125 0.191465 
0.41375 0.186529 
0.415 0.18152 
0.41625 0.176436 
0.4175 0.17128 
0.41875 0.166052 
0.42 0.160753 
0.42125 0.155385 
0.4225 0.149949 
0.42375 0.144445 
0.425 0.138875 
0.42625 0.133239 
0.4275 0.12754 
0.42875 0.121778 
0.43 0.115954 
0.43125 0.11007 
0.4325 0.104126 
0.43375 0.0981244 
0.435 0.0920657 
0.43625 0.0859513 
0.4375 0.0797824 
0.43875 0.0735603 
0.44 0.0672862 
0.44125 0.0609613 
0.4425 0.0545869 
0.44375 0.0481642 
0.445 0.0416946 
0.44625 0.0351793 
0.4475 0.0286196 
0.44875 0.0220168 
0.45 0.015372 
0.45125 0.00868677 
0.4525 0.00196221 
0.45375 -0.00480034 
0.455 -0.0115996 
0.45625 -0.0184343 
0.4575 -0.0253031 
0.45875 -0.0322048 
0.46 -0.039138 
0.46125 -0.0461016 
0.4625 -0.0530942 
0.46375 -0.0601146 
0.465 -0.0671615 
0.46625 -0.0742338 
0.4675 -0.08133 
0.46875 -0.0884492 
0.47 -0.09559 
0.47125 -0.102751 
0.4725 -0.109932 
0.47375 -0.11713 
0.475 -0.124346 
0.47625 -0.131577 
0.4775 -0.138823 
0.47875 -0.146083 
0.48 -0.153355 
0.48125 -0.160639 
0.4825 -0.167933 
0.48375 -0.175237 
0.485 -0.18255 
0.48625 -0.18987 
0.4875 -0.197197 
0.48875 -0.20453 
0.49 -0.211868 
0.49125 -0.219211 
0.4925 -0.226556 
0.49375 -0.233905 
0.495 -0.241256 
0.49625 -0.248609 
0.4975 -0.255963 
0.49875 -0.263317 
