# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:32
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_M_11> 
0 0 
0.00125 -0.0226676 
0.0025 -0.0384721 
0.00375 -0.048321 
0.005 -0.0530522 
0.00625 -0.0534376 
0.0075 -0.0501869 
0.00875 -0.0439506 
0.01 -0.0353232 
0.01125 -0.0248462 
0.0125 -0.0130114 
0.01375 -0.00026336 
0.015 0.0129978 
0.01625 0.0264138 
0.0175 0.0396653 
0.01875 0.0524702 
0.02 0.0645806 
0.02125 0.0757813 
0.0225 0.0858869 
0.02375 0.0947403 
0.025 0.102211 
0.02625 0.108192 
0.0275 0.112599 
0.02875 0.11537 
0.03 0.116461 
0.03125 0.115845 
0.0325 0.113513 
0.03375 0.10947 
0.035 0.103733 
0.03625 0.0963342 
0.0375 0.0873144 
0.03875 0.0767251 
0.04 0.0646269 
0.04125 0.0510876 
0.0425 0.0361821 
0.04375 0.0199911 
0.045 0.00260031 
0.04625 -0.0159003 
0.0475 -0.0354174 
0.04875 -0.055855 
0.05 -0.0771147 
0.05125 -0.0990972 
0.0525 -0.121702 
0.05375 -0.144828 
0.055 -0.168375 
0.05625 -0.192244 
0.0575 -0.216334 
0.05875 -0.24055 
0.06 -0.264796 
0.06125 -0.288979 
0.0625 -0.313007 
0.06375 -0.336793 
0.065 -0.360253 
0.06625 -0.383304 
0.0675 -0.405869 
0.06875 -0.427873 
0.07 -0.449244 
0.07125 -0.469917 
0.0725 -0.489827 
0.07375 -0.508917 
0.075 -0.527132 
0.07625 -0.54442 
0.0775 -0.560736 
0.07875 -0.576038 
0.08 -0.590287 
0.08125 -0.60345 
0.0825 -0.615497 
0.08375 -0.626404 
0.085 -0.636149 
0.08625 -0.644714 
0.0875 -0.652088 
0.08875 -0.658259 
0.09 -0.663224 
0.09125 -0.66698 
0.0925 -0.669529 
0.09375 -0.670877 
0.095 -0.671032 
0.09625 -0.670006 
0.0975 -0.667815 
0.09875 -0.664476 
0.1 -0.660011 
0.10125 -0.654444 
0.1025 -0.647801 
0.10375 -0.64011 
0.105 -0.631403 
0.10625 -0.621714 
0.1075 -0.611077 
0.10875 -0.59953 
0.11 -0.587112 
0.11125 -0.573864 
0.1125 -0.559827 
0.11375 -0.545044 
0.115 -0.529561 
0.11625 -0.513422 
0.1175 -0.496674 
0.11875 -0.479364 
0.12 -0.46154 
0.12125 -0.443249 
0.1225 -0.42454 
0.12375 -0.405462 
0.125 -0.386063 
0.12625 -0.366392 
0.1275 -0.346497 
0.12875 -0.326426 
0.13 -0.306227 
0.13125 -0.285948 
0.1325 -0.265635 
0.13375 -0.245333 
0.135 -0.225089 
0.13625 -0.204945 
0.1375 -0.184946 
0.13875 -0.165133 
0.14 -0.145547 
0.14125 -0.126228 
0.1425 -0.107214 
0.14375 -0.0885431 
0.145 -0.07025 
0.14625 -0.052369 
0.1475 -0.0349328 
0.14875 -0.0179722 
0.15 -0.00151679 
0.15125 0.0144058 
0.1525 0.0297697 
0.15375 0.0445504 
0.155 0.0587256 
0.15625 0.0722745 
0.1575 0.0851781 
0.15875 0.0974194 
0.16 0.108983 
0.16125 0.119856 
0.1625 0.130025 
0.16375 0.139483 
0.165 0.148219 
0.16625 0.156229 
0.1675 0.163508 
0.16875 0.170053 
0.17 0.175864 
0.17125 0.18094 
0.1725 0.185286 
0.17375 0.188904 
0.175 0.191801 
0.17625 0.193985 
0.1775 0.195464 
0.17875 0.19625 
0.18 0.196353 
0.18125 0.195788 
0.1825 0.194569 
0.18375 0.192713 
0.185 0.190237 
0.18625 0.18716 
0.1875 0.183502 
0.18875 0.179283 
0.19 0.174525 
0.19125 0.169253 
0.1925 0.163489 
0.19375 0.157258 
0.195 0.150586 
0.19625 0.1435 
0.1975 0.136025 
0.19875 0.128191 
0.2 0.120024 
0.20125 0.111554 
0.2025 0.102809 
0.20375 0.0938188 
0.205 0.0846128 
0.20625 0.0752208 
0.2075 0.0656724 
0.20875 0.0559978 
0.21 0.0462266 
0.21125 0.0363888 
0.2125 0.0265139 
0.21375 0.0166315 
0.215 0.0067706 
0.21625 -0.00303989 
0.2175 -0.0127715 
0.21875 -0.0223964 
0.22 -0.0318871 
0.22125 -0.0412166 
0.2225 -0.0503588 
0.22375 -0.0592882 
0.225 -0.0679798 
0.22625 -0.0764098 
0.2275 -0.0845549 
0.22875 -0.0923929 
0.23 -0.0999024 
0.23125 -0.107063 
0.2325 -0.113856 
0.23375 -0.120262 
0.235 -0.126264 
0.23625 -0.131847 
0.2375 -0.136995 
0.23875 -0.141695 
0.24 -0.145934 
0.24125 -0.149701 
0.2425 -0.152986 
0.24375 -0.155781 
0.245 -0.158077 
0.24625 -0.15987 
0.2475 -0.161153 
0.24875 -0.161925 
0.25 -0.162182 
0.25125 -0.161925 
0.2525 -0.161153 
0.25375 -0.15987 
0.255 -0.158077 
0.25625 -0.155781 
0.2575 -0.152986 
0.25875 -0.149701 
0.26 -0.145934 
0.26125 -0.141695 
0.2625 -0.136995 
0.26375 -0.131847 
0.265 -0.126264 
0.26625 -0.120262 
0.2675 -0.113856 
0.26875 -0.107063 
0.27 -0.0999024 
0.27125 -0.0923929 
0.2725 -0.0845549 
0.27375 -0.0764098 
0.275 -0.0679798 
0.27625 -0.0592882 
0.2775 -0.0503588 
0.27875 -0.0412166 
0.28 -0.0318871 
0.28125 -0.0223964 
0.2825 -0.0127715 
0.28375 -0.00303989 
0.285 0.0067706 
0.28625 0.0166315 
0.2875 0.0265139 
0.28875 0.0363888 
0.29 0.0462266 
0.29125 0.0559978 
0.2925 0.0656724 
0.29375 0.0752208 
0.295 0.0846128 
0.29625 0.0938188 
0.2975 0.102809 
0.29875 0.111554 
0.3 0.120024 
0.30125 0.128191 
0.3025 0.136025 
0.30375 0.1435 
0.305 0.150586 
0.30625 0.157258 
0.3075 0.163489 
0.30875 0.169253 
0.31 0.174525 
0.31125 0.179283 
0.3125 0.183502 
0.31375 0.18716 
0.315 0.190237 
0.31625 0.192713 
0.3175 0.194569 
0.31875 0.195788 
0.32 0.196353 
0.32125 0.19625 
0.3225 0.195464 
0.32375 0.193985 
0.325 0.191801 
0.32625 0.188904 
0.3275 0.185286 
0.32875 0.18094 
0.33 0.175864 
0.33125 0.170053 
0.3325 0.163508 
0.33375 0.156229 
0.335 0.148219 
0.33625 0.139483 
0.3375 0.130025 
0.33875 0.119856 
0.34 0.108983 
0.34125 0.0974194 
0.3425 0.0851781 
0.34375 0.0722745 
0.345 0.0587256 
0.34625 0.0445504 
0.3475 0.0297697 
0.34875 0.0144058 
0.35 -0.00151679 
0.35125 -0.0179722 
0.3525 -0.0349328 
0.35375 -0.052369 
0.355 -0.07025 
0.35625 -0.0885431 
0.3575 -0.107214 
0.35875 -0.126228 
0.36 -0.145547 
0.36125 -0.165133 
0.3625 -0.184946 
0.36375 -0.204945 
0.365 -0.225089 
0.36625 -0.245333 
0.3675 -0.265635 
0.36875 -0.285948 
0.37 -0.306227 
0.37125 -0.326426 
0.3725 -0.346497 
0.37375 -0.366392 
0.375 -0.386063 
0.37625 -0.405462 
0.3775 -0.42454 
0.37875 -0.443249 
0.38 -0.46154 
0.38125 -0.479364 
0.3825 -0.496674 
0.38375 -0.513422 
0.385 -0.529561 
0.38625 -0.545044 
0.3875 -0.559827 
0.38875 -0.573864 
0.39 -0.587112 
0.39125 -0.59953 
0.3925 -0.611077 
0.39375 -0.621714 
0.395 -0.631403 
0.39625 -0.64011 
0.3975 -0.647801 
0.39875 -0.654444 
0.4 -0.660011 
0.40125 -0.664476 
0.4025 -0.667815 
0.40375 -0.670006 
0.405 -0.671032 
0.40625 -0.670877 
0.4075 -0.669529 
0.40875 -0.66698 
0.41 -0.663224 
0.41125 -0.658259 
0.4125 -0.652088 
0.41375 -0.644714 
0.415 -0.636149 
0.41625 -0.626404 
0.4175 -0.615497 
0.41875 -0.60345 
0.42 -0.590287 
0.42125 -0.576038 
0.4225 -0.560736 
0.42375 -0.54442 
0.425 -0.527132 
0.42625 -0.508917 
0.4275 -0.489827 
0.42875 -0.469917 
0.43 -0.449244 
0.43125 -0.427873 
0.4325 -0.405869 
0.43375 -0.383304 
0.435 -0.360253 
0.43625 -0.336793 
0.4375 -0.313007 
0.43875 -0.288979 
0.44 -0.264796 
0.44125 -0.24055 
0.4425 -0.216334 
0.44375 -0.192244 
0.445 -0.168375 
0.44625 -0.144828 
0.4475 -0.121702 
0.44875 -0.0990972 
0.45 -0.0771147 
0.45125 -0.055855 
0.4525 -0.0354174 
0.45375 -0.0159003 
0.455 0.00260031 
0.45625 0.0199911 
0.4575 0.0361821 
0.45875 0.0510876 
0.46 0.0646269 
0.46125 0.0767251 
0.4625 0.0873144 
0.46375 0.0963342 
0.465 0.103733 
0.46625 0.10947 
0.4675 0.113513 
0.46875 0.115845 
0.47 0.116461 
0.47125 0.11537 
0.4725 0.112599 
0.47375 0.108192 
0.475 0.102211 
0.47625 0.0947403 
0.4775 0.0858869 
0.47875 0.0757813 
0.48 0.0645806 
0.48125 0.0524702 
0.4825 0.0396653 
0.48375 0.0264138 
0.485 0.0129978 
0.48625 -0.00026336 
0.4875 -0.0130114 
0.48875 -0.0248462 
