0 15.1406
1 15.1851
2 15.4189
3 15.4244
4 17.0368
5 17.1984
6 18.4265
7 18.4716
8 21.4709
9 21.7656
10 26.3898
11 26.5741
12 33.0323
13 33.0927
14 57.1515
15 65.9442
16 81.3038
17 128.571
18 319.236
19 2088.94
20 5747.73
