# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_3> 
0 0 
0.00125 -7.75346e-05 
0.0025 -0.000308094 
0.00375 -0.000688855 
0.005 -0.001217 
0.00625 -0.00188969 
0.0075 -0.00270412 
0.00875 -0.00365745 
0.01 -0.00474687 
0.01125 -0.00596953 
0.0125 -0.00732263 
0.01375 -0.00880334 
0.015 -0.0104088 
0.01625 -0.0121363 
0.0175 -0.0139829 
0.01875 -0.0159458 
0.02 -0.0180223 
0.02125 -0.0202094 
0.0225 -0.0225045 
0.02375 -0.0249046 
0.025 -0.0274071 
0.02625 -0.030009 
0.0275 -0.0327077 
0.02875 -0.0355003 
0.03 -0.0383841 
0.03125 -0.0413562 
0.0325 -0.044414 
0.03375 -0.0475546 
0.035 -0.0507753 
0.03625 -0.0540734 
0.0375 -0.0574462 
0.03875 -0.0608908 
0.04 -0.0644047 
0.04125 -0.067985 
0.0425 -0.0716291 
0.04375 -0.0753343 
0.045 -0.0790979 
0.04625 -0.0829173 
0.0475 -0.0867898 
0.04875 -0.0907127 
0.05 -0.0946835 
0.05125 -0.0986995 
0.0525 -0.102758 
0.05375 -0.106857 
0.055 -0.110993 
0.05625 -0.115164 
0.0575 -0.119367 
0.05875 -0.1236 
0.06 -0.12786 
0.06125 -0.132145 
0.0625 -0.136453 
0.06375 -0.14078 
0.065 -0.145124 
0.06625 -0.149484 
0.0675 -0.153856 
0.06875 -0.158238 
0.07 -0.162628 
0.07125 -0.167023 
0.0725 -0.171421 
0.07375 -0.17582 
0.075 -0.180218 
0.07625 -0.184611 
0.0775 -0.188999 
0.07875 -0.193378 
0.08 -0.197746 
0.08125 -0.202101 
0.0825 -0.206442 
0.08375 -0.210766 
0.085 -0.21507 
0.08625 -0.219353 
0.0875 -0.223612 
0.08875 -0.227846 
0.09 -0.232052 
0.09125 -0.236229 
0.0925 -0.240375 
0.09375 -0.244486 
0.095 -0.248563 
0.09625 -0.252602 
0.0975 -0.256602 
0.09875 -0.260561 
0.1 -0.264477 
0.10125 -0.268348 
0.1025 -0.272173 
0.10375 -0.275949 
0.105 -0.279676 
0.10625 -0.283351 
0.1075 -0.286972 
0.10875 -0.290539 
0.11 -0.294049 
0.11125 -0.297501 
0.1125 -0.300894 
0.11375 -0.304225 
0.115 -0.307493 
0.11625 -0.310698 
0.1175 -0.313837 
0.11875 -0.316909 
0.12 -0.319912 
0.12125 -0.322846 
0.1225 -0.325709 
0.12375 -0.3285 
0.125 -0.331217 
0.12625 -0.333859 
0.1275 -0.336426 
0.12875 -0.338915 
0.13 -0.341327 
0.13125 -0.343659 
0.1325 -0.34591 
0.13375 -0.348081 
0.135 -0.350169 
0.13625 -0.352174 
0.1375 -0.354095 
0.13875 -0.35593 
0.14 -0.35768 
0.14125 -0.359343 
0.1425 -0.360918 
0.14375 -0.362405 
0.145 -0.363803 
0.14625 -0.365111 
0.1475 -0.366329 
0.14875 -0.367456 
0.15 -0.368491 
0.15125 -0.369434 
0.1525 -0.370284 
0.15375 -0.371041 
0.155 -0.371704 
0.15625 -0.372273 
0.1575 -0.372748 
0.15875 -0.373127 
0.16 -0.373412 
0.16125 -0.373601 
0.1625 -0.373694 
0.16375 -0.373691 
0.165 -0.373592 
0.16625 -0.373397 
0.1675 -0.373105 
0.16875 -0.372716 
0.17 -0.372231 
0.17125 -0.371649 
0.1725 -0.370971 
0.17375 -0.370196 
0.175 -0.369324 
0.17625 -0.368355 
0.1775 -0.36729 
0.17875 -0.366129 
0.18 -0.364872 
0.18125 -0.363519 
0.1825 -0.362071 
0.18375 -0.360527 
0.185 -0.358888 
0.18625 -0.357154 
0.1875 -0.355327 
0.18875 -0.353405 
0.19 -0.35139 
0.19125 -0.349282 
0.1925 -0.347082 
0.19375 -0.344789 
0.195 -0.342406 
0.19625 -0.339931 
0.1975 -0.337367 
0.19875 -0.334712 
0.2 -0.331969 
0.20125 -0.329138 
0.2025 -0.326219 
0.20375 -0.323214 
0.205 -0.320123 
0.20625 -0.316946 
0.2075 -0.313686 
0.20875 -0.310342 
0.21 -0.306915 
0.21125 -0.303407 
0.2125 -0.299819 
0.21375 -0.29615 
0.215 -0.292403 
0.21625 -0.288579 
0.2175 -0.284677 
0.21875 -0.280701 
0.22 -0.276649 
0.22125 -0.272524 
0.2225 -0.268328 
0.22375 -0.26406 
0.225 -0.259722 
0.22625 -0.255315 
0.2275 -0.250841 
0.22875 -0.246301 
0.23 -0.241696 
0.23125 -0.237027 
0.2325 -0.232295 
0.23375 -0.227503 
0.235 -0.222651 
0.23625 -0.217741 
0.2375 -0.212774 
0.23875 -0.207751 
0.24 -0.202674 
0.24125 -0.197544 
0.2425 -0.192363 
0.24375 -0.187133 
0.245 -0.181854 
0.24625 -0.176528 
0.2475 -0.171157 
0.24875 -0.165742 
0.25 -0.160285 
0.25125 -0.154787 
0.2525 -0.14925 
0.25375 -0.143676 
0.255 -0.138066 
0.25625 -0.132421 
0.2575 -0.126744 
0.25875 -0.121035 
0.26 -0.115298 
0.26125 -0.109532 
0.2625 -0.10374 
0.26375 -0.0979243 
0.265 -0.0920854 
0.26625 -0.0862254 
0.2675 -0.0803459 
0.26875 -0.0744488 
0.27 -0.0685357 
0.27125 -0.0626083 
0.2725 -0.0566683 
0.27375 -0.0507175 
0.275 -0.0447575 
0.27625 -0.0387901 
0.2775 -0.0328171 
0.27875 -0.0268402 
0.28 -0.020861 
0.28125 -0.0148815 
0.2825 -0.0089032 
0.28375 -0.00292798 
0.285 0.00304244 
0.28625 0.00900632 
0.2875 0.0149619 
