# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_17> 
0 0 
0.00125 0.00699737 
0.0025 0.0154949 
0.00375 0.0250504 
0.005 0.0352745 
0.00625 0.0458263 
0.0075 0.0564098 
0.00875 0.0667705 
0.01 0.0766919 
0.01125 0.0859926 
0.0125 0.0945228 
0.01375 0.102162 
0.015 0.108817 
0.01625 0.114416 
0.0175 0.118912 
0.01875 0.122276 
0.02 0.124495 
0.02125 0.125575 
0.0225 0.125532 
0.02375 0.124396 
0.025 0.122207 
0.02625 0.119013 
0.0275 0.114871 
0.02875 0.109843 
0.03 0.103998 
0.03125 0.0974059 
0.0325 0.090143 
0.03375 0.0822859 
0.035 0.0739132 
0.03625 0.0651036 
0.0375 0.0559363 
0.03875 0.0464893 
0.04 0.0368395 
0.04125 0.0270622 
0.0425 0.0172303 
0.04375 0.00741416 
0.045 -0.00231879 
0.04625 -0.0119043 
0.0475 -0.0212817 
0.04875 -0.0303938 
0.05 -0.0391874 
0.05125 -0.0476134 
0.0525 -0.0556264 
0.05375 -0.0631855 
0.055 -0.0702539 
0.05625 -0.076799 
0.0575 -0.0827922 
0.05875 -0.0882095 
0.06 -0.0930305 
0.06125 -0.0972392 
0.0625 -0.100823 
0.06375 -0.103775 
0.065 -0.106089 
0.06625 -0.107764 
0.0675 -0.108804 
0.06875 -0.109214 
0.07 -0.109002 
0.07125 -0.108181 
0.0725 -0.106765 
0.07375 -0.104772 
0.075 -0.102222 
0.07625 -0.0991367 
0.0775 -0.0955401 
0.07875 -0.0914584 
0.08 -0.0869196 
0.08125 -0.0819529 
0.0825 -0.0765891 
0.08375 -0.0708601 
0.085 -0.0647988 
0.08625 -0.0584388 
0.0875 -0.0518146 
0.08875 -0.0449608 
0.09 -0.0379128 
0.09125 -0.0307057 
0.0925 -0.0233749 
0.09375 -0.0159555 
0.095 -0.00848244 
0.09625 -0.00099007 
0.0975 0.00648769 
0.09875 0.0139176 
0.1 0.0212674 
0.10125 0.0285053 
0.1025 0.0356011 
0.10375 0.0425252 
0.105 0.0492496 
0.10625 0.0557471 
0.1075 0.0619924 
0.10875 0.0679611 
0.11 0.0736307 
0.11125 0.07898 
0.1125 0.0839894 
0.11375 0.088641 
0.115 0.0929184 
0.11625 0.0968072 
0.1175 0.100294 
0.11875 0.103369 
0.12 0.106021 
0.12125 0.108243 
0.1225 0.110029 
0.12375 0.111375 
0.125 0.112277 
0.12625 0.112736 
0.1275 0.112752 
0.12875 0.112327 
0.13 0.111465 
0.13125 0.110172 
0.1325 0.108455 
