# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_B_8> 
0 0 
0.00125 -0.0105821 
0.0025 -0.0211484 
0.00375 -0.0316844 
0.005 -0.0421756 
0.00625 -0.0526078 
0.0075 -0.062967 
0.00875 -0.0732394 
0.01 -0.0834113 
0.01125 -0.0934694 
0.0125 -0.103401 
0.01375 -0.113192 
0.015 -0.122831 
0.01625 -0.132306 
0.0175 -0.141604 
0.01875 -0.150713 
0.02 -0.159623 
0.02125 -0.168323 
0.0225 -0.176801 
0.02375 -0.185048 
0.025 -0.193053 
0.02625 -0.200806 
0.0275 -0.2083 
0.02875 -0.215523 
0.03 -0.222469 
0.03125 -0.22913 
0.0325 -0.235496 
0.03375 -0.241562 
0.035 -0.24732 
0.03625 -0.252763 
0.0375 -0.257887 
0.03875 -0.262684 
0.04 -0.26715 
0.04125 -0.27128 
0.0425 -0.27507 
0.04375 -0.278516 
0.045 -0.281614 
0.04625 -0.284361 
0.0475 -0.286755 
0.04875 -0.288793 
0.05 -0.290473 
0.05125 -0.291795 
0.0525 -0.292757 
0.05375 -0.293358 
0.055 -0.293599 
0.05625 -0.29348 
0.0575 -0.293002 
0.05875 -0.292165 
0.06 -0.290972 
0.06125 -0.289424 
0.0625 -0.287523 
0.06375 -0.285273 
0.065 -0.282676 
0.06625 -0.279736 
0.0675 -0.276458 
0.06875 -0.272844 
0.07 -0.2689 
0.07125 -0.26463 
0.0725 -0.26004 
0.07375 -0.255136 
0.075 -0.249923 
0.07625 -0.244409 
0.0775 -0.238598 
0.07875 -0.232499 
0.08 -0.226118 
0.08125 -0.219462 
0.0825 -0.212541 
0.08375 -0.205361 
0.085 -0.197931 
0.08625 -0.190259 
0.0875 -0.182355 
0.08875 -0.174226 
0.09 -0.165883 
0.09125 -0.157334 
0.0925 -0.148589 
0.09375 -0.139658 
0.095 -0.130551 
0.09625 -0.121277 
0.0975 -0.111848 
0.09875 -0.102273 
0.1 -0.0925623 
0.10125 -0.0827274 
0.1025 -0.0727786 
0.10375 -0.0627265 
0.105 -0.0525821 
0.10625 -0.0423563 
0.1075 -0.03206 
0.10875 -0.0217042 
0.11 -0.0112999 
0.11125 -0.000858329 
0.1125 0.00960959 
0.11375 0.0200928 
0.115 0.0305801 
0.11625 0.0410607 
0.1175 0.0515234 
0.11875 0.0619574 
0.12 0.0723517 
0.12125 0.0826956 
0.1225 0.0929782 
0.12375 0.103189 
0.125 0.113317 
0.12625 0.123353 
0.1275 0.133285 
0.12875 0.143104 
0.13 0.152799 
0.13125 0.162361 
0.1325 0.17178 
0.13375 0.181047 
0.135 0.190151 
0.13625 0.199083 
0.1375 0.207835 
0.13875 0.216398 
0.14 0.224763 
0.14125 0.232922 
0.1425 0.240866 
0.14375 0.248587 
0.145 0.256079 
