# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_wrt_M_9> 
0 0 
0.00125 -0.0605783 
0.0025 -0.119493 
0.00375 -0.176908 
0.005 -0.232967 
0.00625 -0.287786 
0.0075 -0.341461 
0.00875 -0.394071 
0.01 -0.445674 
0.01125 -0.496313 
0.0125 -0.546015 
0.01375 -0.594795 
0.015 -0.642654 
0.01625 -0.689583 
0.0175 -0.735563 
0.01875 -0.780567 
0.02 -0.824558 
0.02125 -0.867495 
0.0225 -0.90933 
0.02375 -0.950011 
0.025 -0.989482 
0.02625 -1.02768 
0.0275 -1.06455 
0.02875 -1.10002 
0.03 -1.13404 
0.03125 -1.16652 
0.0325 -1.19742 
0.03375 -1.22667 
0.035 -1.25419 
0.03625 -1.27994 
0.0375 -1.30385 
0.03875 -1.32587 
0.04 -1.34594 
0.04125 -1.36401 
0.0425 -1.38003 
0.04375 -1.39396 
0.045 -1.40576 
0.04625 -1.41539 
0.0475 -1.42283 
0.04875 -1.42803 
0.05 -1.43099 
0.05125 -1.43167 
0.0525 -1.43007 
0.05375 -1.42618 
0.055 -1.42 
0.05625 -1.41151 
0.0575 -1.40074 
0.05875 -1.38768 
0.06 -1.37235 
0.06125 -1.35478 
0.0625 -1.33498 
0.06375 -1.31299 
0.065 -1.28883 
0.06625 -1.26254 
0.0675 -1.23417 
0.06875 -1.20376 
0.07 -1.17136 
0.07125 -1.13702 
0.0725 -1.1008 
0.07375 -1.06276 
0.075 -1.02297 
0.07625 -0.981492 
0.0775 -0.938395 
0.07875 -0.893755 
0.08 -0.847648 
0.08125 -0.800153 
0.0825 -0.751351 
0.08375 -0.701326 
0.085 -0.650163 
0.08625 -0.59795 
0.0875 -0.544777 
0.08875 -0.490733 
0.09 -0.435912 
0.09125 -0.380405 
0.0925 -0.324308 
0.09375 -0.267715 
0.095 -0.210721 
0.09625 -0.153422 
0.0975 -0.095915 
0.09875 -0.038295 
0.1 0.0193418 
0.10125 0.0768999 
0.1025 0.134284 
0.10375 0.1914 
0.105 0.248154 
0.10625 0.304454 
0.1075 0.360207 
0.10875 0.415325 
0.11 0.469717 
0.11125 0.523297 
0.1125 0.57598 
0.11375 0.627681 
0.115 0.67832 
0.11625 0.727816 
0.1175 0.776092 
0.11875 0.823073 
0.12 0.868687 
0.12125 0.912863 
0.1225 0.955535 
0.12375 0.996637 
0.125 1.03611 
0.12625 1.07389 
0.1275 1.10992 
0.12875 1.14416 
0.13 1.17654 
0.13125 1.20704 
0.1325 1.23559 
0.13375 1.26216 
0.135 1.28672 
0.13625 1.30922 
0.1375 1.32965 
0.13875 1.34797 
0.14 1.36416 
0.14125 1.3782 
0.1425 1.39008 
0.14375 1.39977 
0.145 1.40728 
0.14625 1.41259 
0.1475 1.41571 
0.14875 1.41662 
0.15 1.41535 
0.15125 1.41189 
0.1525 1.40625 
0.15375 1.39845 
0.155 1.38851 
0.15625 1.37645 
0.1575 1.36229 
0.15875 1.34605 
0.16 1.32777 
0.16125 1.30748 
0.1625 1.28522 
0.16375 1.26102 
0.165 1.23493 
0.16625 1.20698 
0.1675 1.17724 
0.16875 1.14573 
0.17 1.11253 
0.17125 1.07767 
0.1725 1.04122 
0.17375 1.00324 
0.175 0.963784 
0.17625 0.922916 
0.1775 0.880701 
0.17875 0.837206 
0.18 0.792498 
0.18125 0.746646 
0.1825 0.699723 
0.18375 0.6518 
0.185 0.60295 
0.18625 0.55325 
0.1875 0.502773 
0.18875 0.451598 
0.19 0.399802 
0.19125 0.347463 
0.1925 0.29466 
0.19375 0.241472 
0.195 0.187979 
0.19625 0.134262 
0.1975 0.0803991 
0.19875 0.0264717 
0.2 -0.0274404 
0.20125 -0.0812574 
0.2025 -0.1349 
0.20375 -0.188288 
0.205 -0.241345 
0.20625 -0.293991 
0.2075 -0.346149 
0.20875 -0.397744 
0.21 -0.4487 
0.21125 -0.498942 
0.2125 -0.548397 
0.21375 -0.596994 
0.215 -0.644661 
0.21625 -0.69133 
0.2175 -0.736934 
0.21875 -0.781405 
0.22 -0.82468 
0.22125 -0.866697 
0.2225 -0.907395 
0.22375 -0.946715 
0.225 -0.984601 
0.22625 -1.021 
0.2275 -1.05585 
0.22875 -1.08912 
0.23 -1.12075 
0.23125 -1.15069 
0.2325 -1.17891 
0.23375 -1.20535 
0.235 -1.23 
0.23625 -1.2528 
0.2375 -1.27373 
0.23875 -1.29276 
0.24 -1.30986 
0.24125 -1.32501 
0.2425 -1.33818 
0.24375 -1.34936 
0.245 -1.35852 
0.24625 -1.36566 
0.2475 -1.37077 
0.24875 -1.37384 
0.25 -1.37486 
0.25125 -1.37384 
0.2525 -1.37077 
0.25375 -1.36566 
0.255 -1.35852 
0.25625 -1.34936 
0.2575 -1.33818 
0.25875 -1.32501 
0.26 -1.30986 
0.26125 -1.29276 
0.2625 -1.27373 
0.26375 -1.2528 
0.265 -1.23 
0.26625 -1.20535 
0.2675 -1.17891 
0.26875 -1.15069 
0.27 -1.12075 
0.27125 -1.08912 
0.2725 -1.05585 
0.27375 -1.021 
0.275 -0.984601 
0.27625 -0.946715 
0.2775 -0.907395 
0.27875 -0.866697 
0.28 -0.82468 
0.28125 -0.781405 
0.2825 -0.736934 
0.28375 -0.69133 
0.285 -0.644661 
0.28625 -0.596994 
0.2875 -0.548397 
0.28875 -0.498942 
0.29 -0.4487 
0.29125 -0.397744 
0.2925 -0.346149 
0.29375 -0.293991 
0.295 -0.241345 
0.29625 -0.188288 
0.2975 -0.1349 
0.29875 -0.0812574 
0.3 -0.0274404 
0.30125 0.0264717 
0.3025 0.0803991 
0.30375 0.134262 
0.305 0.187979 
0.30625 0.241472 
0.3075 0.29466 
0.30875 0.347463 
0.31 0.399802 
0.31125 0.451598 
0.3125 0.502773 
0.31375 0.55325 
0.315 0.60295 
0.31625 0.6518 
0.3175 0.699723 
0.31875 0.746646 
0.32 0.792498 
0.32125 0.837206 
0.3225 0.880701 
0.32375 0.922916 
0.325 0.963784 
0.32625 1.00324 
0.3275 1.04122 
0.32875 1.07767 
0.33 1.11253 
0.33125 1.14573 
0.3325 1.17724 
0.33375 1.20698 
0.335 1.23493 
0.33625 1.26102 
0.3375 1.28522 
0.33875 1.30748 
0.34 1.32777 
0.34125 1.34605 
0.3425 1.36229 
0.34375 1.37645 
0.345 1.38851 
0.34625 1.39845 
0.3475 1.40625 
0.34875 1.41189 
0.35 1.41535 
0.35125 1.41662 
0.3525 1.41571 
0.35375 1.41259 
0.355 1.40728 
0.35625 1.39977 
0.3575 1.39008 
0.35875 1.3782 
0.36 1.36416 
0.36125 1.34797 
0.3625 1.32965 
0.36375 1.30922 
0.365 1.28672 
0.36625 1.26216 
0.3675 1.23559 
0.36875 1.20704 
0.37 1.17654 
0.37125 1.14416 
0.3725 1.10992 
0.37375 1.07389 
0.375 1.03611 
0.37625 0.996637 
0.3775 0.955535 
0.37875 0.912863 
0.38 0.868687 
0.38125 0.823073 
0.3825 0.776092 
0.38375 0.727816 
0.385 0.67832 
0.38625 0.627681 
0.3875 0.57598 
0.38875 0.523297 
0.39 0.469717 
0.39125 0.415325 
0.3925 0.360207 
0.39375 0.304454 
0.395 0.248154 
0.39625 0.1914 
0.3975 0.134284 
0.39875 0.0768999 
0.4 0.0193418 
0.40125 -0.038295 
0.4025 -0.095915 
0.40375 -0.153422 
0.405 -0.210721 
0.40625 -0.267715 
0.4075 -0.324308 
0.40875 -0.380405 
0.41 -0.435912 
0.41125 -0.490733 
0.4125 -0.544777 
0.41375 -0.59795 
0.415 -0.650163 
0.41625 -0.701326 
0.4175 -0.751351 
0.41875 -0.800153 
0.42 -0.847648 
0.42125 -0.893755 
0.4225 -0.938395 
0.42375 -0.981492 
0.425 -1.02297 
0.42625 -1.06276 
0.4275 -1.1008 
0.42875 -1.13702 
0.43 -1.17136 
0.43125 -1.20376 
0.4325 -1.23417 
0.43375 -1.26254 
0.435 -1.28883 
0.43625 -1.31299 
0.4375 -1.33498 
0.43875 -1.35478 
0.44 -1.37235 
0.44125 -1.38768 
0.4425 -1.40074 
0.44375 -1.41151 
0.445 -1.42 
0.44625 -1.42618 
0.4475 -1.43007 
0.44875 -1.43167 
0.45 -1.43099 
0.45125 -1.42803 
0.4525 -1.42283 
0.45375 -1.41539 
0.455 -1.40576 
0.45625 -1.39396 
0.4575 -1.38003 
0.45875 -1.36401 
0.46 -1.34594 
0.46125 -1.32587 
0.4625 -1.30385 
0.46375 -1.27994 
0.465 -1.25419 
0.46625 -1.22667 
0.4675 -1.19742 
0.46875 -1.16652 
0.47 -1.13404 
0.47125 -1.10002 
0.4725 -1.06455 
0.47375 -1.02768 
0.475 -0.989482 
0.47625 -0.950011 
0.4775 -0.90933 
0.47875 -0.867495 
0.48 -0.824558 
0.48125 -0.780567 
0.4825 -0.735563 
0.48375 -0.689583 
0.485 -0.642654 
0.48625 -0.594795 
0.4875 -0.546015 
0.48875 -0.496313 
0.49 -0.445674 
0.49125 -0.394071 
0.4925 -0.341461 
0.49375 -0.287786 
0.495 -0.232967 
0.49625 -0.176908 
0.4975 -0.119493 
0.49875 -0.0605783 
0.5 -5.70509e-15 


0.5 -5.70509e-15 
0.50125 0.0605783 
0.5025 0.119493 
0.50375 0.176908 
0.505 0.232967 
0.50625 0.287786 
0.5075 0.341461 
0.50875 0.394071 
0.51 0.445674 
0.51125 0.496313 
0.5125 0.546015 
0.51375 0.594795 
0.515 0.642654 
0.51625 0.689583 
0.5175 0.735563 
0.51875 0.780567 
0.52 0.824558 
0.52125 0.867495 
0.5225 0.90933 
0.52375 0.950011 
0.525 0.989482 
0.52625 1.02768 
0.5275 1.06455 
0.52875 1.10002 
0.53 1.13404 
0.53125 1.16652 
0.5325 1.19742 
0.53375 1.22667 
0.535 1.25419 
0.53625 1.27994 
0.5375 1.30385 
0.53875 1.32587 
0.54 1.34594 
0.54125 1.36401 
0.5425 1.38003 
0.54375 1.39396 
0.545 1.40576 
0.54625 1.41539 
0.5475 1.42283 
0.54875 1.42803 
0.55 1.43099 
0.55125 1.43167 
0.5525 1.43007 
0.55375 1.42618 
0.555 1.42 
0.55625 1.41151 
0.5575 1.40074 
0.55875 1.38768 
0.56 1.37235 
0.56125 1.35478 
0.5625 1.33498 
0.56375 1.31299 
0.565 1.28883 
0.56625 1.26254 
0.5675 1.23417 
0.56875 1.20376 
0.57 1.17136 
0.57125 1.13702 
0.5725 1.1008 
0.57375 1.06276 
0.575 1.02297 
0.57625 0.981492 
0.5775 0.938395 
0.57875 0.893755 
0.58 0.847648 
0.58125 0.800153 
0.5825 0.751351 
0.58375 0.701326 
0.585 0.650163 
0.58625 0.59795 
0.5875 0.544777 
0.58875 0.490733 
0.59 0.435912 
0.59125 0.380405 
0.5925 0.324308 
0.59375 0.267715 
0.595 0.210721 
0.59625 0.153422 
0.5975 0.095915 
0.59875 0.038295 
0.6 -0.0193418 
0.60125 -0.0768999 
0.6025 -0.134284 
0.60375 -0.1914 
0.605 -0.248154 
0.60625 -0.304454 
0.6075 -0.360207 
0.60875 -0.415325 
0.61 -0.469717 
0.61125 -0.523297 
0.6125 -0.57598 
0.61375 -0.627681 
0.615 -0.67832 
0.61625 -0.727816 
0.6175 -0.776092 
0.61875 -0.823073 
0.62 -0.868687 
0.62125 -0.912863 
0.6225 -0.955535 
0.62375 -0.996637 
0.625 -1.03611 
0.62625 -1.07389 
0.6275 -1.10992 
0.62875 -1.14416 
0.63 -1.17654 
0.63125 -1.20704 
0.6325 -1.23559 
0.63375 -1.26216 
0.635 -1.28672 
0.63625 -1.30922 
0.6375 -1.32965 
0.63875 -1.34797 
0.64 -1.36416 
0.64125 -1.3782 
0.6425 -1.39008 
0.64375 -1.39977 
0.645 -1.40728 
0.64625 -1.41259 
0.6475 -1.41571 
0.64875 -1.41662 
0.65 -1.41535 
0.65125 -1.41189 
0.6525 -1.40625 
0.65375 -1.39845 
0.655 -1.38851 
0.65625 -1.37645 
0.6575 -1.36229 
0.65875 -1.34605 
0.66 -1.32777 
0.66125 -1.30748 
0.6625 -1.28522 
0.66375 -1.26102 
0.665 -1.23493 
0.66625 -1.20698 
0.6675 -1.17724 
0.66875 -1.14573 
0.67 -1.11253 
0.67125 -1.07767 
0.6725 -1.04122 
0.67375 -1.00324 
0.675 -0.963784 
