# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_8> 
0 0 
0.00125 -0.000335436 
0.0025 -0.00133106 
0.00375 -0.0029584 
0.005 -0.00518917 
0.00625 -0.00799523 
0.0075 -0.0113486 
0.00875 -0.0152215 
0.01 -0.0195862 
0.01125 -0.0244152 
0.0125 -0.0296813 
0.01375 -0.0353571 
0.015 -0.0414158 
0.01625 -0.0478306 
0.0175 -0.0545747 
0.01875 -0.0616218 
0.02 -0.0689458 
0.02125 -0.0765207 
0.0225 -0.0843208 
0.02375 -0.0923206 
0.025 -0.100495 
0.02625 -0.108819 
0.0275 -0.117269 
0.02875 -0.125819 
0.03 -0.134447 
0.03125 -0.143129 
0.0325 -0.151841 
0.03375 -0.160561 
0.035 -0.169266 
0.03625 -0.177936 
0.0375 -0.186547 
0.03875 -0.195081 
0.04 -0.203515 
0.04125 -0.211831 
0.0425 -0.220008 
0.04375 -0.228029 
0.045 -0.235874 
0.04625 -0.243526 
0.0475 -0.250968 
0.04875 -0.258183 
0.05 -0.265155 
0.05125 -0.27187 
0.0525 -0.278311 
0.05375 -0.284466 
0.055 -0.290321 
0.05625 -0.295863 
0.0575 -0.30108 
0.05875 -0.305961 
0.06 -0.310494 
0.06125 -0.314671 
0.0625 -0.318481 
0.06375 -0.321916 
0.065 -0.324969 
0.06625 -0.327631 
0.0675 -0.329896 
0.06875 -0.33176 
0.07 -0.333215 
0.07125 -0.334259 
0.0725 -0.334887 
0.07375 -0.335097 
0.075 -0.334886 
0.07625 -0.334252 
0.0775 -0.333195 
0.07875 -0.331715 
0.08 -0.329811 
0.08125 -0.327486 
0.0825 -0.32474 
0.08375 -0.321577 
0.085 -0.317999 
0.08625 -0.31401 
0.0875 -0.309615 
0.08875 -0.304818 
0.09 -0.299625 
0.09125 -0.294042 
0.0925 -0.288077 
0.09375 -0.281735 
0.095 -0.275025 
0.09625 -0.267955 
0.0975 -0.260534 
0.09875 -0.252772 
0.1 -0.244678 
0.10125 -0.236262 
0.1025 -0.227536 
0.10375 -0.21851 
0.105 -0.209196 
0.10625 -0.199606 
0.1075 -0.189752 
0.10875 -0.179647 
0.11 -0.169304 
0.11125 -0.158736 
0.1125 -0.147957 
0.11375 -0.136981 
0.115 -0.125821 
0.11625 -0.114493 
0.1175 -0.10301 
0.11875 -0.0913877 
0.12 -0.0796408 
0.12125 -0.0677844 
0.1225 -0.0558336 
0.12375 -0.0438038 
0.125 -0.0317103 
0.12625 -0.0195686 
0.1275 -0.00739422 
0.12875 0.00479739 
0.13 0.0169907 
0.13125 0.0291702 
0.1325 0.0413204 
0.13375 0.053426 
0.135 0.0654715 
0.13625 0.0774419 
0.1375 0.0893219 
0.13875 0.101097 
0.14 0.112751 
0.14125 0.124271 
0.1425 0.135642 
0.14375 0.146849 
0.145 0.157879 
0.14625 0.168717 
0.1475 0.179351 
0.14875 0.189767 
0.15 0.199952 
0.15125 0.209893 
0.1525 0.219578 
0.15375 0.228996 
0.155 0.238134 
0.15625 0.246981 
0.1575 0.255527 
0.15875 0.26376 
0.16 0.271672 
0.16125 0.279251 
0.1625 0.286489 
0.16375 0.293377 
0.165 0.299907 
0.16625 0.306071 
0.1675 0.31186 
0.16875 0.317269 
0.17 0.322291 
0.17125 0.32692 
0.1725 0.331149 
0.17375 0.334975 
0.175 0.338392 
0.17625 0.341396 
0.1775 0.343985 
0.17875 0.346154 
0.18 0.347902 
0.18125 0.349226 
0.1825 0.350125 
0.18375 0.350598 
0.185 0.350645 
0.18625 0.350265 
0.1875 0.349459 
0.18875 0.348229 
0.19 0.346575 
0.19125 0.344501 
0.1925 0.342008 
0.19375 0.3391 
0.195 0.33578 
0.19625 0.332053 
0.1975 0.327924 
0.19875 0.323396 
0.2 0.318476 
0.20125 0.31317 
0.2025 0.307485 
0.20375 0.301427 
0.205 0.295004 
0.20625 0.288223 
0.2075 0.281093 
0.20875 0.273623 
0.21 0.265821 
0.21125 0.257697 
0.2125 0.249261 
0.21375 0.240523 
0.215 0.231494 
0.21625 0.222184 
0.2175 0.212605 
0.21875 0.202768 
0.22 0.192686 
0.22125 0.182369 
0.2225 0.171832 
0.22375 0.161086 
0.225 0.150144 
0.22625 0.13902 
0.2275 0.127727 
0.22875 0.116278 
0.23 0.104688 
0.23125 0.092969 
0.2325 0.0811366 
0.23375 0.0692046 
0.235 0.0571872 
0.23625 0.0450989 
0.2375 0.0329542 
0.23875 0.0207676 
0.24 0.00855384 
0.24125 -0.00367256 
0.2425 -0.0158969 
0.24375 -0.0281045 
0.245 -0.0402808 
0.24625 -0.052411 
0.2475 -0.0644808 
0.24875 -0.0764756 
0.25 -0.088381 
0.25125 -0.100183 
0.2525 -0.111867 
0.25375 -0.123419 
0.255 -0.134825 
0.25625 -0.146072 
0.2575 -0.157145 
0.25875 -0.168033 
0.26 -0.178721 
0.26125 -0.189197 
0.2625 -0.199448 
0.26375 -0.209461 
0.265 -0.219225 
0.26625 -0.228729 
0.2675 -0.237959 
0.26875 -0.246906 
0.27 -0.255558 
0.27125 -0.263905 
0.2725 -0.271937 
0.27375 -0.279644 
0.275 -0.287016 
0.27625 -0.294045 
0.2775 -0.300723 
0.27875 -0.30704 
0.28 -0.312989 
0.28125 -0.318564 
0.2825 -0.323756 
0.28375 -0.32856 
0.285 -0.33297 
0.28625 -0.33698 
0.2875 -0.340586 
