# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_sqL_3> 
0 0 
0.00125 5.29552e-06 
0.0025 7.67334e-06 
0.00375 8.13404e-06 
0.005 7.54927e-06 
0.00625 6.672e-06 
0.0075 6.14611e-06 
0.00875 6.51556e-06 
0.01 8.233e-06 
0.01125 1.1668e-05 
0.0125 1.71148e-05 
0.01375 2.47996e-05 
0.015 3.48873e-05 
0.01625 4.74883e-05 
0.0175 6.26641e-05 
0.01875 8.04337e-05 
0.02 0.000100778 
0.02125 0.000123647 
0.0225 0.00014896 
0.02375 0.000176615 
0.025 0.000206491 
0.02625 0.00023845 
0.0275 0.000272342 
0.02875 0.00030801 
0.03 0.000345288 
0.03125 0.000384009 
0.0325 0.000424005 
0.03375 0.00046511 
0.035 0.00050716 
0.03625 0.000549999 
0.0375 0.000593476 
0.03875 0.00063745 
0.04 0.000681789 
0.04125 0.000726374 
0.0425 0.000771096 
0.04375 0.000815861 
0.045 0.000860588 
0.04625 0.000905208 
0.0475 0.000949671 
0.04875 0.00099394 
0.05 0.00103799 
0.05125 0.00108182 
0.0525 0.00112544 
0.05375 0.00116887 
0.055 0.00121215 
0.05625 0.00125534 
0.0575 0.00129851 
0.05875 0.00134174 
0.06 0.00138514 
0.06125 0.00142881 
0.0625 0.00147287 
0.06375 0.00151748 
0.065 0.00156277 
0.06625 0.00160891 
0.0675 0.00165608 
0.06875 0.00170444 
0.07 0.0017542 
0.07125 0.00180555 
0.0725 0.0018587 
0.07375 0.00191387 
0.075 0.00197127 
0.07625 0.00203113 
0.0775 0.00209368 
0.07875 0.00215915 
0.08 0.00222778 
0.08125 0.00229981 
0.0825 0.00237547 
0.08375 0.00245501 
0.085 0.00253867 
0.08625 0.00262668 
0.0875 0.00271929 
0.08875 0.00281672 
0.09 0.00291921 
0.09125 0.00302698 
0.0925 0.00314026 
0.09375 0.00325926 
0.095 0.00338419 
0.09625 0.00351526 
0.0975 0.00365267 
0.09875 0.00379659 
0.1 0.00394721 
0.10125 0.00410471 
0.1025 0.00426923 
0.10375 0.00444094 
0.105 0.00461998 
0.10625 0.00480647 
0.1075 0.00500054 
0.10875 0.00520228 
0.11 0.0054118 
0.11125 0.00562918 
0.1125 0.00585449 
0.11375 0.00608778 
0.115 0.0063291 
0.11625 0.00657849 
0.1175 0.00683594 
0.11875 0.00710148 
0.12 0.0073751 
0.12125 0.00765675 
0.1225 0.00794642 
0.12375 0.00824405 
0.125 0.00854957 
0.12625 0.0088629 
0.1275 0.00918395 
0.12875 0.00951262 
0.13 0.00984878 
0.13125 0.0101923 
0.1325 0.010543 
0.13375 0.0109008 
0.135 0.0112655 
0.13625 0.0116368 
0.1375 0.0120147 
0.13875 0.0123988 
0.14 0.012789 
0.14125 0.013185 
0.1425 0.0135866 
0.14375 0.0139935 
0.145 0.0144055 
0.14625 0.0148222 
0.1475 0.0152435 
0.14875 0.0156689 
0.15 0.0160982 
0.15125 0.0165311 
0.1525 0.0169672 
0.15375 0.0174062 
0.155 0.0178478 
0.15625 0.0182917 
0.1575 0.0187374 
0.15875 0.0191846 
0.16 0.019633 
0.16125 0.0200821 
0.1625 0.0205317 
0.16375 0.0209813 
0.165 0.0214305 
0.16625 0.021879 
0.1675 0.0223265 
0.16875 0.0227723 
0.17 0.0232163 
0.17125 0.0236581 
0.1725 0.0240971 
0.17375 0.024533 
0.175 0.0249655 
0.17625 0.0253942 
0.1775 0.0258186 
0.17875 0.0262384 
0.18 0.0266532 
0.18125 0.0270626 
0.1825 0.0274662 
0.18375 0.0278637 
0.185 0.0282548 
0.18625 0.0286389 
0.1875 0.0290158 
0.18875 0.0293852 
0.19 0.0297466 
0.19125 0.0300998 
0.1925 0.0304444 
0.19375 0.0307801 
0.195 0.0311066 
0.19625 0.0314235 
0.1975 0.0317306 
0.19875 0.0320276 
0.2 0.0323142 
0.20125 0.0325901 
0.2025 0.0328551 
0.20375 0.0331089 
0.205 0.0333513 
0.20625 0.033582 
0.2075 0.0338009 
0.20875 0.0340077 
0.21 0.0342023 
0.21125 0.0343844 
0.2125 0.0345539 
0.21375 0.0347106 
0.215 0.0348544 
0.21625 0.0349852 
0.2175 0.0351028 
0.21875 0.0352071 
0.22 0.035298 
0.22125 0.0353755 
0.2225 0.0354394 
0.22375 0.0354898 
0.225 0.0355265 
0.22625 0.0355496 
0.2275 0.035559 
0.22875 0.0355548 
0.23 0.0355368 
0.23125 0.0355053 
0.2325 0.0354601 
0.23375 0.0354014 
0.235 0.0353292 
0.23625 0.0352435 
0.2375 0.0351446 
0.23875 0.0350323 
0.24 0.034907 
0.24125 0.0347687 
0.2425 0.0346175 
0.24375 0.0344535 
0.245 0.034277 
0.24625 0.0340881 
0.2475 0.0338871 
0.24875 0.0336739 
0.25 0.033449 
0.25125 0.0332125 
0.2525 0.0329646 
0.25375 0.0327055 
0.255 0.0324355 
0.25625 0.0321549 
0.2575 0.0318638 
0.25875 0.0315627 
0.26 0.0312517 
0.26125 0.0309311 
0.2625 0.0306012 
0.26375 0.0302624 
0.265 0.0299149 
0.26625 0.029559 
0.2675 0.0291951 
0.26875 0.0288234 
0.27 0.0284444 
0.27125 0.0280583 
0.2725 0.0276655 
0.27375 0.0272662 
0.275 0.026861 
0.27625 0.0264501 
0.2775 0.0260338 
0.27875 0.0256126 
0.28 0.0251867 
0.28125 0.0247565 
0.2825 0.0243225 
0.28375 0.0238849 
0.285 0.023444 
0.28625 0.0230004 
0.2875 0.0225543 
0.28875 0.022106 
0.29 0.021656 
0.29125 0.0212046 
0.2925 0.0207521 
0.29375 0.020299 
0.295 0.0198454 
0.29625 0.0193919 
0.2975 0.0189386 
0.29875 0.0184861 
0.3 0.0180345 
0.30125 0.0175842 
0.3025 0.0171356 
0.30375 0.016689 
0.305 0.0162446 
0.30625 0.0158028 
0.3075 0.0153638 
0.30875 0.0149281 
0.31 0.0144957 
0.31125 0.0140671 
0.3125 0.0136425 
0.31375 0.0132222 
0.315 0.0128064 
0.31625 0.0123953 
0.3175 0.0119893 
0.31875 0.0115885 
0.32 0.0111931 
0.32125 0.0108034 
0.3225 0.0104195 
0.32375 0.0100417 
0.325 0.00967018 
0.32625 0.00930504 
0.3275 0.00894648 
0.32875 0.00859465 
0.33 0.0082497 
0.33125 0.00791176 
0.3325 0.00758095 
0.33375 0.00725738 
0.335 0.00694117 
0.33625 0.0066324 
0.3375 0.00633116 
0.33875 0.00603752 
0.34 0.00575154 
0.34125 0.00547327 
0.3425 0.00520276 
0.34375 0.00494004 
0.345 0.00468513 
0.34625 0.00443804 
0.3475 0.00419878 
0.34875 0.00396734 
0.35 0.0037437 
0.35125 0.00352783 
0.3525 0.00331971 
0.35375 0.00311928 
0.355 0.0029265 
0.35625 0.00274129 
0.3575 0.0025636 
0.35875 0.00239334 
0.36 0.00223042 
0.36125 0.00207476 
0.3625 0.00192624 
0.36375 0.00178476 
0.365 0.00165021 
0.36625 0.00152245 
0.3675 0.00140137 
0.36875 0.00128682 
0.37 0.00117867 
0.37125 0.00107676 
0.3725 0.000980952 
0.37375 0.000891079 
0.375 0.000806983 
0.37625 0.000728498 
0.3775 0.000655456 
0.37875 0.000587683 
0.38 0.000525004 
0.38125 0.00046724 
0.3825 0.000414209 
0.38375 0.00036573 
0.385 0.000321617 
0.38625 0.000281684 
0.3875 0.000245744 
0.38875 0.00021361 
0.39 0.000185093 
0.39125 0.000160008 
0.3925 0.000138166 
0.39375 0.000119381 
0.395 0.000103469 
0.39625 9.02465e-05 
0.3975 7.95316e-05 
0.39875 7.11454e-05 
0.4 6.49115e-05 
0.40125 6.06562e-05 
0.4025 5.82091e-05 
0.40375 5.74036e-05 
0.405 5.80765e-05 
0.40625 6.0069e-05 
0.4075 6.32267e-05 
0.40875 6.73999e-05 
0.41 7.24436e-05 
0.41125 7.82181e-05 
0.4125 8.45892e-05 
0.41375 9.14282e-05 
0.415 9.86122e-05 
0.41625 0.000106024 
0.4175 0.000113554 
0.41875 0.000121096 
0.42 0.000128553 
0.42125 0.000135834 
0.4225 0.000142853 
0.42375 0.000149534 
0.425 0.000155803 
0.42625 0.000161598 
0.4275 0.000166861 
0.42875 0.00017154 
0.43 0.000175593 
0.43125 0.000178983 
0.4325 0.000181678 
0.43375 0.000183656 
0.435 0.000184901 
0.43625 0.0001854 
0.4375 0.000185151 
0.43875 0.000184156 
0.44 0.000182423 
0.44125 0.000179964 
0.4425 0.000176801 
0.44375 0.000172958 
0.445 0.000168464 
0.44625 0.000163353 
0.4475 0.000157666 
0.44875 0.000151445 
0.45 0.000144736 
0.45125 0.00013759 
0.4525 0.00013006 
0.45375 0.000122202 
0.455 0.000114074 
0.45625 0.000105736 
0.4575 9.72487e-05 
0.45875 8.86742e-05 
0.46 8.00748e-05 
0.46125 7.15128e-05 
0.4625 6.30499e-05 
0.46375 5.47467e-05 
0.465 4.6662e-05 
0.46625 3.88528e-05 
0.4675 3.13732e-05 
0.46875 2.42745e-05 
0.47 1.7604e-05 
0.47125 1.1405e-05 
0.4725 5.71603e-06 
0.47375 5.7061e-07 
0.475 -4.00354e-06 
0.47625 -7.9848e-06 
0.4775 -1.13582e-05 
0.47875 -1.41157e-05 
0.48 -1.62568e-05 
0.48125 -1.7789e-05 
0.4825 -1.87277e-05 
0.48375 -1.90972e-05 
0.485 -1.89305e-05 
0.48625 -1.82698e-05 
0.4875 -1.71667e-05 
0.48875 -1.56821e-05 
0.49 -1.38868e-05 
0.49125 -1.18612e-05 
0.4925 -9.69548e-06 
0.49375 -7.48943e-06 
0.495 -5.35238e-06 
0.49625 -3.40296e-06 
0.4975 -1.76885e-06 
0.49875 -5.86369e-07 
0.5 -1.5692e-14 


0.5 -1.5692e-14 
0.50125 5.86369e-07 
0.5025 1.76885e-06 
0.50375 3.40296e-06 
0.505 5.35238e-06 
0.50625 7.48943e-06 
0.5075 9.69548e-06 
0.50875 1.18612e-05 
0.51 1.38868e-05 
0.51125 1.56821e-05 
0.5125 1.71667e-05 
0.51375 1.82698e-05 
0.515 1.89305e-05 
0.51625 1.90972e-05 
0.5175 1.87277e-05 
0.51875 1.7789e-05 
0.52 1.62568e-05 
0.52125 1.41157e-05 
0.5225 1.13582e-05 
0.52375 7.9848e-06 
0.525 4.00354e-06 
0.52625 -5.7061e-07 
0.5275 -5.71603e-06 
0.52875 -1.1405e-05 
0.53 -1.7604e-05 
0.53125 -2.42745e-05 
0.5325 -3.13732e-05 
0.53375 -3.88528e-05 
0.535 -4.6662e-05 
0.53625 -5.47467e-05 
0.5375 -6.30499e-05 
0.53875 -7.15128e-05 
0.54 -8.00748e-05 
0.54125 -8.86742e-05 
0.5425 -9.72487e-05 
0.54375 -0.000105736 
0.545 -0.000114074 
0.54625 -0.000122202 
0.5475 -0.00013006 
0.54875 -0.00013759 
0.55 -0.000144736 
0.55125 -0.000151445 
0.5525 -0.000157666 
0.55375 -0.000163353 
0.555 -0.000168464 
0.55625 -0.000172958 
0.5575 -0.000176801 
0.55875 -0.000179964 
0.56 -0.000182423 
0.56125 -0.000184156 
0.5625 -0.000185151 
0.56375 -0.0001854 
0.565 -0.000184901 
0.56625 -0.000183656 
0.5675 -0.000181678 
0.56875 -0.000178983 
0.57 -0.000175593 
0.57125 -0.00017154 
0.5725 -0.000166861 
0.57375 -0.000161598 
0.575 -0.000155803 
0.57625 -0.000149534 
0.5775 -0.000142853 
0.57875 -0.000135834 
0.58 -0.000128553 
0.58125 -0.000121096 
0.5825 -0.000113554 
0.58375 -0.000106024 
0.585 -9.86122e-05 
0.58625 -9.14282e-05 
0.5875 -8.45892e-05 
0.58875 -7.82181e-05 
0.59 -7.24436e-05 
0.59125 -6.73999e-05 
0.5925 -6.32267e-05 
0.59375 -6.0069e-05 
0.595 -5.80765e-05 
0.59625 -5.74036e-05 
0.5975 -5.82091e-05 
0.59875 -6.06562e-05 
0.6 -6.49115e-05 
0.60125 -7.11454e-05 
0.6025 -7.95316e-05 
0.60375 -9.02465e-05 
0.605 -0.000103469 
0.60625 -0.000119381 
0.6075 -0.000138166 
0.60875 -0.000160008 
0.61 -0.000185093 
0.61125 -0.00021361 
0.6125 -0.000245744 
0.61375 -0.000281684 
0.615 -0.000321617 
0.61625 -0.00036573 
0.6175 -0.000414209 
0.61875 -0.00046724 
0.62 -0.000525004 
0.62125 -0.000587683 
0.6225 -0.000655456 
0.62375 -0.000728498 
0.625 -0.000806983 
0.62625 -0.000891079 
0.6275 -0.000980952 
0.62875 -0.00107676 
0.63 -0.00117867 
0.63125 -0.00128682 
0.6325 -0.00140137 
0.63375 -0.00152245 
0.635 -0.00165021 
0.63625 -0.00178476 
0.6375 -0.00192624 
0.63875 -0.00207476 
0.64 -0.00223042 
0.64125 -0.00239334 
0.6425 -0.0025636 
0.64375 -0.00274129 
0.645 -0.0029265 
0.64625 -0.00311928 
0.6475 -0.00331971 
0.64875 -0.00352783 
0.65 -0.0037437 
0.65125 -0.00396734 
0.6525 -0.00419878 
0.65375 -0.00443804 
0.655 -0.00468513 
0.65625 -0.00494004 
0.6575 -0.00520276 
0.65875 -0.00547327 
0.66 -0.00575154 
0.66125 -0.00603752 
0.6625 -0.00633116 
0.66375 -0.0066324 
0.665 -0.00694117 
0.66625 -0.00725738 
0.6675 -0.00758095 
0.66875 -0.00791176 
0.67 -0.0082497 
0.67125 -0.00859465 
0.6725 -0.00894648 
0.67375 -0.00930504 
0.675 -0.00967018 
0.67625 -0.0100417 
0.6775 -0.0104195 
0.67875 -0.0108034 
0.68 -0.0111931 
0.68125 -0.0115885 
0.6825 -0.0119893 
0.68375 -0.0123953 
0.685 -0.0128064 
0.68625 -0.0132222 
0.6875 -0.0136425 
0.68875 -0.0140671 
0.69 -0.0144957 
0.69125 -0.0149281 
0.6925 -0.0153638 
0.69375 -0.0158028 
0.695 -0.0162446 
0.69625 -0.016689 
0.6975 -0.0171356 
0.69875 -0.0175842 
0.7 -0.0180345 
0.70125 -0.0184861 
0.7025 -0.0189386 
0.70375 -0.0193919 
0.705 -0.0198454 
0.70625 -0.020299 
0.7075 -0.0207521 
0.70875 -0.0212046 
0.71 -0.021656 
0.71125 -0.022106 
0.7125 -0.0225543 
0.71375 -0.0230004 
0.715 -0.023444 
0.71625 -0.0238849 
0.7175 -0.0243225 
0.71875 -0.0247565 
0.72 -0.0251867 
0.72125 -0.0256126 
0.7225 -0.0260338 
0.72375 -0.0264501 
0.725 -0.026861 
0.72625 -0.0272662 
0.7275 -0.0276655 
0.72875 -0.0280583 
0.73 -0.0284444 
0.73125 -0.0288234 
0.7325 -0.0291951 
0.73375 -0.029559 
0.735 -0.0299149 
0.73625 -0.0302624 
0.7375 -0.0306012 
0.73875 -0.0309311 
0.74 -0.0312517 
0.74125 -0.0315627 
0.7425 -0.0318638 
0.74375 -0.0321549 
