# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_sqL_15> 
0 0 
0.00125 -0.0076986 
0.0025 -0.0201155 
0.00375 -0.0361975 
0.005 -0.0550022 
0.00625 -0.0756904 
0.0075 -0.0975194 
0.00875 -0.119836 
0.01 -0.142069 
0.01125 -0.163725 
0.0125 -0.18438 
0.01375 -0.203678 
0.015 -0.221321 
0.01625 -0.237065 
0.0175 -0.25072 
0.01875 -0.262138 
0.02 -0.271216 
0.02125 -0.277886 
0.0225 -0.282116 
0.02375 -0.283905 
0.025 -0.283277 
0.02625 -0.280281 
0.0275 -0.274989 
0.02875 -0.267489 
0.03 -0.257888 
0.03125 -0.246303 
0.0325 -0.232865 
0.03375 -0.217714 
0.035 -0.200997 
0.03625 -0.182868 
0.0375 -0.163484 
0.03875 -0.143004 
0.04 -0.121591 
0.04125 -0.0994045 
0.0425 -0.0766063 
0.04375 -0.0533544 
0.045 -0.0298041 
0.04625 -0.00610685 
0.0475 0.0175903 
0.04875 0.0411457 
0.05 0.0644232 
0.05125 0.0872934 
0.0525 0.109633 
0.05375 0.131326 
0.055 0.152265 
0.05625 0.172348 
0.0575 0.191482 
0.05875 0.209582 
0.06 0.22657 
0.06125 0.242379 
0.0625 0.256945 
0.06375 0.270217 
0.065 0.282149 
0.06625 0.292704 
0.0675 0.301852 
0.06875 0.30957 
0.07 0.315844 
0.07125 0.320666 
0.0725 0.324036 
0.07375 0.325957 
0.075 0.326444 
0.07625 0.325513 
0.0775 0.323189 
0.07875 0.319501 
0.08 0.314484 
0.08125 0.308176 
0.0825 0.300622 
0.08375 0.291869 
0.085 0.28197 
0.08625 0.27098 
0.0875 0.258958 
0.08875 0.245965 
0.09 0.232066 
0.09125 0.217327 
0.0925 0.201816 
0.09375 0.185603 
0.095 0.168759 
0.09625 0.151357 
0.0975 0.13347 
0.09875 0.11517 
0.1 0.0965317 
0.10125 0.0776283 
0.1025 0.0585328 
0.10375 0.0393175 
0.105 0.0200541 
0.10625 0.000813013 
0.1075 -0.0183366 
0.10875 -0.0373271 
0.11 -0.0560925 
0.11125 -0.0745688 
0.1125 -0.0926938 
0.11375 -0.110408 
0.115 -0.127654 
0.11625 -0.144376 
0.1175 -0.160522 
0.11875 -0.176044 
0.12 -0.190893 
0.12125 -0.205027 
0.1225 -0.218404 
0.12375 -0.230986 
0.125 -0.24274 
0.12625 -0.253634 
0.1275 -0.26364 
0.12875 -0.272732 
0.13 -0.280889 
0.13125 -0.288093 
0.1325 -0.294328 
0.13375 -0.299584 
0.135 -0.30385 
0.13625 -0.307122 
0.1375 -0.309397 
0.13875 -0.310677 
0.14 -0.310965 
0.14125 -0.310268 
0.1425 -0.308596 
0.14375 -0.305961 
0.145 -0.30238 
0.14625 -0.29787 
0.1475 -0.292452 
0.14875 -0.286149 
0.15 -0.278987 
0.15125 -0.270993 
0.1525 -0.262199 
0.15375 -0.252635 
0.155 -0.242337 
0.15625 -0.231339 
0.1575 -0.21968 
0.15875 -0.207398 
0.16 -0.194534 
0.16125 -0.18113 
0.1625 -0.16723 
0.16375 -0.152876 
0.165 -0.138114 
0.16625 -0.12299 
0.1675 -0.10755 
0.16875 -0.0918404 
0.17 -0.0759093 
0.17125 -0.0598036 
0.1725 -0.0435711 
0.17375 -0.0272592 
0.175 -0.0109154 
0.17625 0.00541335 
0.1775 0.0216802 
