# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:32
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_M_15> 
0 0 
0.00125 -0.00534751 
0.0025 -0.0090311 
0.00375 -0.0112856 
0.005 -0.0123263 
0.00625 -0.0123499 
0.0075 -0.0115354 
0.00875 -0.0100455 
0.01 -0.00802729 
0.01125 -0.00561315 
0.0125 -0.00292174 
0.01375 -5.87712e-05 
0.015 0.00288212 
0.01625 0.00581862 
0.0175 0.00867901 
0.01875 0.0114014 
0.02 0.0139332 
0.02125 0.0162301 
0.0225 0.0182559 
0.02375 0.0199816 
0.025 0.021385 
0.02625 0.02245 
0.0275 0.0231662 
0.02875 0.0235285 
0.03 0.0235363 
0.03125 0.0231934 
0.0325 0.0225075 
0.03375 0.0214895 
0.035 0.0201535 
0.03625 0.0185165 
0.0375 0.0165975 
0.03875 0.0144178 
0.04 0.0120003 
0.04125 0.00936955 
0.0425 0.00655111 
0.04375 0.00357155 
0.045 0.000458154 
0.04625 -0.00276129 
0.0475 -0.00605873 
0.04875 -0.00940599 
0.05 -0.012775 
0.05125 -0.0161378 
0.0525 -0.019467 
0.05375 -0.0227357 
0.055 -0.0259175 
0.05625 -0.0289868 
0.0575 -0.031919 
0.05875 -0.0346905 
0.06 -0.0372783 
0.06125 -0.0396611 
0.0625 -0.0418184 
0.06375 -0.0437311 
0.065 -0.0453813 
0.06625 -0.0467525 
0.0675 -0.0478294 
0.06875 -0.0485983 
0.07 -0.0490468 
0.07125 -0.049164 
0.0725 -0.0489402 
0.07375 -0.0483674 
0.075 -0.0474389 
0.07625 -0.0461494 
0.0775 -0.044495 
0.07875 -0.0424734 
0.08 -0.0400833 
0.08125 -0.037325 
0.0825 -0.0342001 
0.08375 -0.0307113 
0.085 -0.0268629 
0.08625 -0.02266 
0.0875 -0.0181092 
0.08875 -0.0132179 
0.09 -0.00799503 
0.09125 -0.00245014 
0.0925 0.00340601 
0.09375 0.00956177 
0.095 0.0160046 
0.09625 0.0227211 
0.0975 0.0296971 
0.09875 0.0369178 
0.1 0.0443674 
0.10125 0.0520298 
0.1025 0.0598882 
0.10375 0.0679253 
0.105 0.0761233 
0.10625 0.0844641 
0.1075 0.092929 
0.10875 0.101499 
0.11 0.110156 
0.11125 0.118879 
0.1125 0.12765 
0.11375 0.136449 
0.115 0.145257 
0.11625 0.154053 
0.1175 0.162819 
0.11875 0.171534 
0.12 0.180181 
0.12125 0.188738 
0.1225 0.197189 
0.12375 0.205514 
0.125 0.213695 
0.12625 0.221714 
0.1275 0.229554 
0.12875 0.237198 
0.13 0.244628 
0.13125 0.251829 
0.1325 0.258786 
0.13375 0.265484 
0.135 0.271907 
0.13625 0.278043 
0.1375 0.283878 
0.13875 0.289399 
0.14 0.294596 
0.14125 0.299456 
0.1425 0.30397 
0.14375 0.308127 
0.145 0.31192 
0.14625 0.315339 
0.1475 0.318379 
0.14875 0.321031 
0.15 0.32329 
0.15125 0.325152 
0.1525 0.326612 
0.15375 0.327667 
0.155 0.328315 
0.15625 0.328553 
0.1575 0.328382 
0.15875 0.3278 
0.16 0.326808 
0.16125 0.325409 
0.1625 0.323603 
0.16375 0.321396 
0.165 0.318789 
0.16625 0.315788 
0.1675 0.312398 
0.16875 0.308626 
0.17 0.304477 
0.17125 0.29996 
0.1725 0.295082 
0.17375 0.289853 
0.175 0.284282 
0.17625 0.278378 
0.1775 0.272153 
0.17875 0.265618 
0.18 0.258784 
0.18125 0.251664 
0.1825 0.244271 
0.18375 0.236618 
0.185 0.228719 
0.18625 0.220587 
0.1875 0.212238 
0.18875 0.203686 
0.19 0.194947 
0.19125 0.186036 
0.1925 0.176969 
0.19375 0.167763 
0.195 0.158433 
0.19625 0.148996 
0.1975 0.139469 
0.19875 0.129868 
0.2 0.120212 
0.20125 0.110516 
