# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_16> 
0 0 
0.00125 -0.00315131 
0.0025 -0.000121214 
0.00375 0.00797664 
0.005 0.0201382 
0.00625 0.0354615 
0.0075 0.0531403 
0.00875 0.0724568 
0.01 0.092776 
0.01125 0.113539 
0.0125 0.134259 
0.01375 0.154514 
0.015 0.173942 
0.01625 0.192238 
0.0175 0.209147 
0.01875 0.224461 
0.02 0.238016 
0.02125 0.249686 
0.0225 0.25938 
0.02375 0.267039 
0.025 0.272635 
0.02625 0.276162 
0.0275 0.27764 
0.02875 0.277108 
0.03 0.274623 
0.03125 0.270257 
0.0325 0.264097 
0.03375 0.256238 
0.035 0.246789 
0.03625 0.235863 
0.0375 0.223582 
0.03875 0.21007 
0.04 0.195456 
0.04125 0.179871 
0.0425 0.163447 
0.04375 0.146315 
0.045 0.128607 
0.04625 0.110451 
0.0475 0.0919745 
0.04875 0.0732993 
0.05 0.0545453 
0.05125 0.0358272 
0.0525 0.017255 
0.05375 -0.00106657 
0.055 -0.0190383 
0.05625 -0.036567 
0.0575 -0.0535655 
0.05875 -0.0699527 
0.06 -0.0856544 
0.06125 -0.100602 
0.0625 -0.114735 
0.06375 -0.127998 
0.065 -0.140342 
0.06625 -0.151726 
0.0675 -0.162114 
0.06875 -0.171477 
0.07 -0.179792 
0.07125 -0.187042 
0.0725 -0.193215 
0.07375 -0.198306 
0.075 -0.202314 
0.07625 -0.205246 
0.0775 -0.20711 
0.07875 -0.207921 
0.08 -0.207699 
0.08125 -0.206467 
0.0825 -0.204252 
0.08375 -0.201085 
0.085 -0.197002 
0.08625 -0.192039 
0.0875 -0.186237 
0.08875 -0.179639 
0.09 -0.172291 
0.09125 -0.16424 
0.0925 -0.155535 
0.09375 -0.146228 
0.095 -0.13637 
0.09625 -0.126015 
0.0975 -0.115217 
0.09875 -0.10403 
0.1 -0.0925081 
0.10125 -0.0807074 
0.1025 -0.0686824 
0.10375 -0.0564873 
0.105 -0.0441761 
0.10625 -0.031802 
0.1075 -0.0194173 
0.10875 -0.00707307 
0.11 0.00518063 
0.11125 0.0172953 
0.1125 0.0292239 
0.11375 0.040921 
0.115 0.0523432 
0.11625 0.0634488 
0.1175 0.0741981 
0.11875 0.0845537 
0.12 0.09448 
0.12125 0.103944 
0.1225 0.112915 
0.12375 0.121365 
