# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_M_11> 
0 0 
0.00125 0.00738996 
0.0025 0.0165031 
0.00375 0.0278965 
0.005 0.0420189 
0.00625 0.0592204 
0.0075 0.0797605 
0.00875 0.103817 
0.01 0.131492 
0.01125 0.162822 
0.0125 0.197783 
0.01375 0.236298 
0.015 0.278241 
0.01625 0.323445 
0.0175 0.371706 
0.01875 0.422789 
0.02 0.476434 
0.02125 0.532357 
0.0225 0.590255 
0.02375 0.649813 
0.025 0.710704 
0.02625 0.772593 
0.0275 0.835142 
0.02875 0.89801 
0.03 0.960857 
0.03125 1.02335 
0.0325 1.08515 
0.03375 1.14594 
0.035 1.2054 
0.03625 1.26323 
0.0375 1.31913 
0.03875 1.37284 
0.04 1.42407 
0.04125 1.47258 
0.0425 1.51814 
0.04375 1.56053 
0.045 1.59955 
0.04625 1.63501 
0.0475 1.66675 
0.04875 1.69463 
0.05 1.71851 
0.05125 1.73828 
0.0525 1.75385 
0.05375 1.76515 
0.055 1.77212 
0.05625 1.77472 
0.0575 1.77293 
0.05875 1.76674 
0.06 1.75617 
0.06125 1.74124 
0.0625 1.72199 
0.06375 1.69849 
0.065 1.6708 
0.06625 1.63902 
0.0675 1.60323 
0.06875 1.56356 
0.07 1.52012 
0.07125 1.47305 
0.0725 1.42249 
0.07375 1.36861 
0.075 1.31155 
0.07625 1.25149 
0.0775 1.18862 
0.07875 1.12311 
0.08 1.05516 
0.08125 0.984962 
0.0825 0.91272 
0.08375 0.838638 
0.085 0.762925 
0.08625 0.685791 
0.0875 0.607449 
0.08875 0.528111 
0.09 0.447992 
0.09125 0.367306 
0.0925 0.286265 
0.09375 0.205082 
0.095 0.123965 
0.09625 0.0431233 
0.0975 -0.0372403 
0.09875 -0.116925 
0.1 -0.195733 
0.10125 -0.273473 
0.1025 -0.349958 
0.10375 -0.425006 
0.105 -0.498439 
0.10625 -0.570089 
0.1075 -0.639791 
0.10875 -0.707388 
0.11 -0.772731 
0.11125 -0.835677 
0.1125 -0.89609 
0.11375 -0.953843 
0.115 -1.00882 
0.11625 -1.0609 
0.1175 -1.10999 
0.11875 -1.156 
0.12 -1.19883 
0.12125 -1.23841 
0.1225 -1.27467 
0.12375 -1.30756 
0.125 -1.33701 
0.12625 -1.36299 
0.1275 -1.38547 
0.12875 -1.40442 
0.13 -1.41982 
0.13125 -1.43167 
0.1325 -1.43997 
0.13375 -1.44472 
0.135 -1.44594 
0.13625 -1.44367 
0.1375 -1.43792 
0.13875 -1.42875 
0.14 -1.41621 
0.14125 -1.40034 
0.1425 -1.38121 
0.14375 -1.35889 
0.145 -1.33346 
0.14625 -1.305 
0.1475 -1.2736 
0.14875 -1.23935 
0.15 -1.20236 
0.15125 -1.16273 
0.1525 -1.12058 
0.15375 -1.076 
0.155 -1.02914 
0.15625 -0.980107 
0.1575 -0.929033 
0.15875 -0.876048 
0.16 -0.821288 
0.16125 -0.76489 
0.1625 -0.706992 
0.16375 -0.647738 
0.165 -0.58727 
0.16625 -0.525735 
0.1675 -0.463277 
0.16875 -0.400046 
0.17 -0.336188 
0.17125 -0.271851 
0.1725 -0.207184 
0.17375 -0.142334 
0.175 -0.0774474 
0.17625 -0.0126711 
0.1775 0.0518506 
0.17875 0.115975 
0.18 0.17956 
0.18125 0.242468 
0.1825 0.304562 
0.18375 0.365707 
0.185 0.425773 
0.18625 0.484632 
0.1875 0.54216 
0.18875 0.598235 
0.19 0.652742 
0.19125 0.705566 
0.1925 0.7566 
0.19375 0.805739 
0.195 0.852884 
0.19625 0.897941 
0.1975 0.940819 
0.19875 0.981435 
0.2 1.01971 
0.20125 1.05557 
0.2025 1.08894 
0.20375 1.11976 
0.205 1.14799 
0.20625 1.17355 
0.2075 1.19642 
0.20875 1.21654 
0.21 1.23389 
0.21125 1.24844 
0.2125 1.26017 
0.21375 1.26905 
0.215 1.27509 
0.21625 1.27828 
0.2175 1.27861 
0.21875 1.27611 
0.22 1.27077 
0.22125 1.26263 
0.2225 1.25171 
0.22375 1.23804 
0.225 1.22166 
0.22625 1.20261 
0.2275 1.18094 
0.22875 1.1567 
0.23 1.12995 
0.23125 1.10075 
0.2325 1.06918 
0.23375 1.03531 
0.235 0.999206 
0.23625 0.960962 
0.2375 0.920662 
0.23875 0.878396 
0.24 0.834259 
0.24125 0.788349 
0.2425 0.740767 
0.24375 0.691618 
0.245 0.641011 
0.24625 0.589057 
0.2475 0.535868 
0.24875 0.48156 
0.25 0.426252 
0.25125 0.370063 
0.2525 0.313115 
0.25375 0.255531 
0.255 0.197434 
0.25625 0.13895 
0.2575 0.0802051 
0.25875 0.0213246 
0.26 -0.0375648 
0.26125 -0.0963367 
0.2625 -0.154865 
0.26375 -0.213025 
0.265 -0.270691 
0.26625 -0.32774 
0.2675 -0.384049 
0.26875 -0.439499 
0.27 -0.493969 
0.27125 -0.547343 
0.2725 -0.599505 
0.27375 -0.650345 
0.275 -0.699752 
0.27625 -0.747619 
0.2775 -0.793843 
0.27875 -0.838323 
0.28 -0.880964 
0.28125 -0.921671 
0.2825 -0.960357 
0.28375 -0.996935 
0.285 -1.03133 
0.28625 -1.06345 
0.2875 -1.09324 
0.28875 -1.12063 
0.29 -1.14556 
0.29125 -1.16796 
0.2925 -1.18779 
0.29375 -1.205 
0.295 -1.21955 
0.29625 -1.23141 
0.2975 -1.24053 
0.29875 -1.24691 
0.3 -1.25052 
0.30125 -1.25134 
0.3025 -1.24938 
0.30375 -1.24462 
0.305 -1.23708 
0.30625 -1.22677 
0.3075 -1.21369 
0.30875 -1.19788 
0.31 -1.17936 
0.31125 -1.15817 
0.3125 -1.13434 
0.31375 -1.10792 
0.315 -1.07896 
0.31625 -1.04752 
0.3175 -1.01366 
0.31875 -0.977449 
0.32 -0.938959 
0.32125 -0.898267 
0.3225 -0.855457 
0.32375 -0.810618 
0.325 -0.763841 
0.32625 -0.715223 
0.3275 -0.664867 
0.32875 -0.612878 
0.33 -0.559367 
0.33125 -0.504446 
0.3325 -0.448233 
0.33375 -0.390848 
0.335 -0.332416 
0.33625 -0.273063 
0.3375 -0.212918 
0.33875 -0.152113 
0.34 -0.0907823 
0.34125 -0.0290614 
0.3425 0.0329123 
0.34375 0.0950001 
0.345 0.157062 
0.34625 0.218958 
0.3475 0.280547 
0.34875 0.341688 
0.35 0.402239 
0.35125 0.46206 
0.3525 0.521012 
0.35375 0.578955 
0.355 0.635753 
0.35625 0.691269 
0.3575 0.745369 
0.35875 0.797923 
0.36 0.848802 
0.36125 0.89788 
0.3625 0.945033 
0.36375 0.990143 
0.365 1.03309 
0.36625 1.07378 
0.3675 1.11208 
0.36875 1.14791 
0.37 1.18116 
0.37125 1.21174 
0.3725 1.23957 
0.37375 1.26456 
0.375 1.28665 
0.37625 1.30575 
0.3775 1.32182 
0.37875 1.33478 
0.38 1.34461 
0.38125 1.35125 
0.3825 1.35466 
0.38375 1.35483 
0.385 1.35173 
0.38625 1.34536 
0.3875 1.3357 
0.38875 1.32276 
0.39 1.30656 
0.39125 1.2871 
0.3925 1.26443 
0.39375 1.23858 
0.395 1.20958 
0.39625 1.1775 
0.3975 1.14239 
0.39875 1.10433 
0.4 1.06338 
0.40125 1.01963 
0.4025 0.973183 
0.40375 0.924126 
0.405 0.87257 
0.40625 0.81863 
0.4075 0.762426 
0.40875 0.704089 
0.41 0.643753 
0.41125 0.581559 
0.4125 0.517655 
0.41375 0.452194 
0.415 0.385336 
0.41625 0.317245 
0.4175 0.24809 
0.41875 0.178043 
0.42 0.107282 
0.42125 0.0359887 
0.4225 -0.0356542 
0.42375 -0.10746 
0.425 -0.17924 
0.42625 -0.250803 
0.4275 -0.321959 
0.42875 -0.392516 
0.43 -0.462281 
0.43125 -0.531064 
0.4325 -0.598673 
0.43375 -0.664921 
0.435 -0.729621 
0.43625 -0.792589 
0.4375 -0.853646 
0.43875 -0.912616 
0.44 -0.969328 
0.44125 -1.02362 
0.4425 -1.07532 
0.44375 -1.12429 
0.445 -1.17037 
0.44625 -1.21344 
0.4475 -1.25335 
0.44875 -1.28999 
0.45 -1.32325 
0.45125 -1.35303 
0.4525 -1.37923 
0.45375 -1.40177 
0.455 -1.42059 
0.45625 -1.43562 
0.4575 -1.44683 
0.45875 -1.45418 
0.46 -1.45766 
0.46125 -1.45725 
0.4625 -1.45296 
0.46375 -1.44481 
0.465 -1.43284 
0.46625 -1.41709 
0.4675 -1.39763 
0.46875 -1.37452 
0.47 -1.34785 
0.47125 -1.31771 
0.4725 -1.28423 
0.47375 -1.24751 
0.475 -1.20769 
0.47625 -1.16491 
0.4775 -1.11932 
0.47875 -1.07108 
0.48 -1.02035 
0.48125 -0.967302 
0.4825 -0.912105 
0.48375 -0.854935 
0.485 -0.795964 
0.48625 -0.735365 
0.4875 -0.673305 
0.48875 -0.609943 
0.49 -0.545429 
0.49125 -0.479899 
0.4925 -0.413476 
0.49375 -0.346261 
0.495 -0.278331 
0.49625 -0.209739 
0.4975 -0.140505 
0.49875 -0.0706105 
0.5 1.75177e-13 


0.5 1.75177e-13 
0.50125 0.0706105 
0.5025 0.140505 
0.50375 0.209739 
0.505 0.278331 
0.50625 0.346261 
0.5075 0.413476 
0.50875 0.479899 
0.51 0.545429 
0.51125 0.609943 
0.5125 0.673305 
0.51375 0.735365 
0.515 0.795964 
0.51625 0.854935 
0.5175 0.912105 
0.51875 0.967302 
0.52 1.02035 
0.52125 1.07108 
0.5225 1.11932 
0.52375 1.16491 
0.525 1.20769 
0.52625 1.24751 
0.5275 1.28423 
0.52875 1.31771 
0.53 1.34785 
0.53125 1.37452 
0.5325 1.39763 
0.53375 1.41709 
0.535 1.43284 
0.53625 1.44481 
0.5375 1.45296 
0.53875 1.45725 
0.54 1.45766 
0.54125 1.45418 
0.5425 1.44683 
0.54375 1.43562 
0.545 1.42059 
0.54625 1.40177 
0.5475 1.37923 
0.54875 1.35303 
0.55 1.32325 
0.55125 1.28999 
0.5525 1.25335 
0.55375 1.21344 
0.555 1.17037 
0.55625 1.12429 
0.5575 1.07532 
0.55875 1.02362 
0.56 0.969328 
0.56125 0.912616 
0.5625 0.853646 
0.56375 0.792589 
0.565 0.729621 
0.56625 0.664921 
0.5675 0.598673 
0.56875 0.531064 
0.57 0.462281 
0.57125 0.392516 
0.5725 0.321959 
0.57375 0.250803 
0.575 0.17924 
0.57625 0.10746 
0.5775 0.0356542 
0.57875 -0.0359887 
0.58 -0.107282 
0.58125 -0.178043 
0.5825 -0.24809 
0.58375 -0.317245 
0.585 -0.385336 
0.58625 -0.452194 
0.5875 -0.517655 
0.58875 -0.581559 
0.59 -0.643753 
0.59125 -0.704089 
0.5925 -0.762426 
0.59375 -0.81863 
0.595 -0.87257 
0.59625 -0.924126 
0.5975 -0.973183 
0.59875 -1.01963 
0.6 -1.06338 
0.60125 -1.10433 
0.6025 -1.14239 
0.60375 -1.1775 
0.605 -1.20958 
0.60625 -1.23858 
0.6075 -1.26443 
0.60875 -1.2871 
0.61 -1.30656 
0.61125 -1.32276 
0.6125 -1.3357 
0.61375 -1.34536 
0.615 -1.35173 
0.61625 -1.35483 
0.6175 -1.35466 
