# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_wrt_M_5> 
0 0 
0.00125 -0.0332884 
0.0025 -0.0665683 
0.00375 -0.0998196 
0.005 -0.133022 
0.00625 -0.166157 
0.0075 -0.199204 
0.00875 -0.232143 
0.01 -0.264957 
0.01125 -0.297625 
0.0125 -0.330128 
0.01375 -0.362449 
0.015 -0.394569 
0.01625 -0.42647 
0.0175 -0.458133 
0.01875 -0.48954 
0.02 -0.520675 
0.02125 -0.551519 
0.0225 -0.582055 
0.02375 -0.612267 
0.025 -0.642137 
0.02625 -0.67165 
0.0275 -0.700787 
0.02875 -0.729534 
0.03 -0.757875 
0.03125 -0.785793 
0.0325 -0.813274 
0.03375 -0.840302 
0.035 -0.866862 
0.03625 -0.892941 
0.0375 -0.918522 
0.03875 -0.943593 
0.04 -0.96814 
0.04125 -0.992148 
0.0425 -1.01561 
0.04375 -1.0385 
0.045 -1.06082 
0.04625 -1.08254 
0.0475 -1.10367 
0.04875 -1.12419 
0.05 -1.14408 
0.05125 -1.16333 
0.0525 -1.18194 
0.05375 -1.1999 
0.055 -1.21719 
0.05625 -1.2338 
0.0575 -1.24973 
0.05875 -1.26497 
0.06 -1.2795 
0.06125 -1.29333 
0.0625 -1.30644 
0.06375 -1.31882 
0.065 -1.33048 
0.06625 -1.34139 
0.0675 -1.35157 
0.06875 -1.36099 
0.07 -1.36966 
0.07125 -1.37756 
0.0725 -1.38471 
0.07375 -1.39108 
0.075 -1.39669 
0.07625 -1.40152 
0.0775 -1.40557 
0.07875 -1.40885 
0.08 -1.41134 
0.08125 -1.41305 
0.0825 -1.41397 
0.08375 -1.41411 
0.085 -1.41347 
0.08625 -1.41204 
0.0875 -1.40982 
0.08875 -1.40683 
0.09 -1.40305 
0.09125 -1.3985 
0.0925 -1.39317 
0.09375 -1.38706 
0.095 -1.38019 
0.09625 -1.37255 
0.0975 -1.36414 
0.09875 -1.35498 
0.1 -1.34507 
0.10125 -1.33441 
0.1025 -1.32301 
0.10375 -1.31087 
0.105 -1.29801 
0.10625 -1.28442 
0.1075 -1.27012 
0.10875 -1.25512 
0.11 -1.23942 
0.11125 -1.22303 
0.1125 -1.20596 
0.11375 -1.18822 
0.115 -1.16982 
0.11625 -1.15077 
0.1175 -1.13108 
0.11875 -1.11076 
0.12 -1.08983 
0.12125 -1.06828 
0.1225 -1.04615 
0.12375 -1.02343 
0.125 -1.00015 
0.12625 -0.976309 
0.1275 -0.951926 
0.12875 -0.927014 
0.13 -0.901586 
0.13125 -0.875658 
0.1325 -0.849243 
0.13375 -0.822357 
0.135 -0.795013 
0.13625 -0.767228 
0.1375 -0.739016 
0.13875 -0.710394 
0.14 -0.681377 
0.14125 -0.651981 
0.1425 -0.622224 
0.14375 -0.59212 
0.145 -0.561688 
0.14625 -0.530944 
0.1475 -0.499905 
0.14875 -0.468588 
0.15 -0.437011 
0.15125 -0.405192 
0.1525 -0.373148 
0.15375 -0.340896 
0.155 -0.308456 
0.15625 -0.275844 
0.1575 -0.24308 
0.15875 -0.21018 
0.16 -0.177164 
0.16125 -0.144051 
0.1625 -0.110857 
0.16375 -0.0776021 
0.165 -0.0443045 
0.16625 -0.0109827 
0.1675 0.0223448 
0.16875 0.0556595 
0.17 0.088943 
0.17125 0.122177 
0.1725 0.155342 
0.17375 0.188421 
0.175 0.221394 
0.17625 0.254244 
0.1775 0.286953 
0.17875 0.319501 
0.18 0.351872 
0.18125 0.384047 
0.1825 0.416009 
0.18375 0.447738 
0.185 0.479219 
0.18625 0.510433 
0.1875 0.541364 
0.18875 0.571993 
0.19 0.602304 
0.19125 0.632281 
0.1925 0.661906 
0.19375 0.691163 
0.195 0.720036 
0.19625 0.748509 
0.1975 0.776566 
0.19875 0.804191 
