# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_B_7> 
0 0 
0.00125 -0.0102031 
0.0025 -0.0203942 
0.00375 -0.0305601 
0.005 -0.0406875 
0.00625 -0.0507633 
0.0075 -0.0607748 
0.00875 -0.0707094 
0.01 -0.0805548 
0.01125 -0.0902989 
0.0125 -0.0999298 
0.01375 -0.109436 
0.015 -0.118806 
0.01625 -0.12803 
0.0175 -0.137095 
0.01875 -0.145992 
0.02 -0.154711 
0.02125 -0.163241 
0.0225 -0.171573 
0.02375 -0.179698 
0.025 -0.187606 
0.02625 -0.195289 
0.0275 -0.202739 
0.02875 -0.209947 
0.03 -0.216906 
0.03125 -0.223609 
0.0325 -0.230047 
0.03375 -0.236216 
0.035 -0.242107 
0.03625 -0.247715 
0.0375 -0.253035 
0.03875 -0.258061 
0.04 -0.262788 
0.04125 -0.267211 
0.0425 -0.271326 
0.04375 -0.275129 
0.045 -0.278617 
0.04625 -0.281786 
0.0475 -0.284634 
0.04875 -0.287158 
0.05 -0.289355 
0.05125 -0.291224 
0.0525 -0.292764 
0.05375 -0.293974 
0.055 -0.294852 
0.05625 -0.295398 
0.0575 -0.295613 
0.05875 -0.295496 
0.06 -0.295048 
0.06125 -0.294271 
0.0625 -0.293165 
0.06375 -0.291732 
0.065 -0.289975 
0.06625 -0.287895 
0.0675 -0.285496 
0.06875 -0.282779 
0.07 -0.27975 
0.07125 -0.27641 
0.0725 -0.272764 
0.07375 -0.268816 
0.075 -0.264571 
0.07625 -0.260033 
0.0775 -0.255208 
0.07875 -0.2501 
0.08 -0.244716 
0.08125 -0.239061 
0.0825 -0.233141 
0.08375 -0.226962 
0.085 -0.220532 
0.08625 -0.213857 
0.0875 -0.206944 
0.08875 -0.1998 
0.09 -0.192433 
0.09125 -0.18485 
0.0925 -0.17706 
0.09375 -0.169069 
0.095 -0.160887 
0.09625 -0.152522 
0.0975 -0.143982 
0.09875 -0.135276 
0.1 -0.126413 
0.10125 -0.117402 
0.1025 -0.108251 
0.10375 -0.0989701 
0.105 -0.0895684 
0.10625 -0.0800553 
0.1075 -0.07044 
0.10875 -0.0607323 
0.11 -0.0509415 
0.11125 -0.0410775 
0.1125 -0.0311498 
0.11375 -0.0211682 
0.115 -0.0111425 
0.11625 -0.00108233 
0.1175 0.00900245 
0.11875 0.0191021 
0.12 0.0292067 
0.12125 0.0393067 
0.1225 0.0493923 
0.12375 0.0594538 
0.125 0.0694815 
0.12625 0.0794659 
0.1275 0.0893974 
0.12875 0.0992665 
0.13 0.109064 
0.13125 0.11878 
0.1325 0.128406 
0.13375 0.137933 
0.135 0.147351 
0.13625 0.156652 
0.1375 0.165827 
0.13875 0.174868 
0.14 0.183765 
0.14125 0.192511 
0.1425 0.201097 
0.14375 0.209516 
0.145 0.217759 
0.14625 0.225819 
0.1475 0.233689 
0.14875 0.24136 
0.15 0.248827 
0.15125 0.256081 
0.1525 0.263117 
0.15375 0.269928 
0.155 0.276507 
0.15625 0.282849 
0.1575 0.288948 
0.15875 0.294798 
0.16 0.300393 
0.16125 0.305729 
0.1625 0.310801 
0.16375 0.315603 
0.165 0.320133 
0.16625 0.324385 
0.1675 0.328356 
0.16875 0.332042 
0.17 0.335439 
0.17125 0.338545 
0.1725 0.341357 
0.17375 0.343872 
0.175 0.346088 
0.17625 0.348003 
0.1775 0.349615 
0.17875 0.350923 
0.18 0.351926 
0.18125 0.352621 
0.1825 0.35301 
0.18375 0.353092 
0.185 0.352865 
0.18625 0.352332 
0.1875 0.351491 
0.18875 0.350345 
0.19 0.348893 
0.19125 0.347137 
0.1925 0.345078 
0.19375 0.342719 
0.195 0.340062 
0.19625 0.337108 
0.1975 0.333861 
0.19875 0.330323 
0.2 0.326497 
0.20125 0.322386 
0.2025 0.317995 
0.20375 0.313327 
0.205 0.308387 
0.20625 0.303178 
0.2075 0.297704 
0.20875 0.291972 
0.21 0.285986 
0.21125 0.27975 
0.2125 0.273272 
0.21375 0.266555 
0.215 0.259606 
0.21625 0.252432 
0.2175 0.245038 
0.21875 0.237431 
0.22 0.229618 
0.22125 0.221604 
0.2225 0.213398 
0.22375 0.205007 
0.225 0.196437 
0.22625 0.187697 
0.2275 0.178793 
0.22875 0.169734 
0.23 0.160527 
0.23125 0.151181 
0.2325 0.141704 
0.23375 0.132103 
0.235 0.122387 
0.23625 0.112566 
0.2375 0.102646 
0.23875 0.0926373 
0.24 0.0825481 
0.24125 0.0723871 
0.2425 0.0621633 
0.24375 0.0518854 
0.245 0.0415625 
0.24625 0.0312035 
0.2475 0.0208174 
0.24875 0.0104132 
0.25 1.01048e-15 
0.25125 -0.0104132 
0.2525 -0.0208174 
0.25375 -0.0312035 
0.255 -0.0415625 
0.25625 -0.0518854 
0.2575 -0.0621633 
0.25875 -0.0723871 
0.26 -0.0825481 
0.26125 -0.0926373 
0.2625 -0.102646 
0.26375 -0.112566 
0.265 -0.122387 
0.26625 -0.132103 
0.2675 -0.141704 
0.26875 -0.151181 
0.27 -0.160527 
0.27125 -0.169734 
0.2725 -0.178793 
0.27375 -0.187697 
0.275 -0.196437 
0.27625 -0.205007 
0.2775 -0.213398 
0.27875 -0.221604 
0.28 -0.229618 
0.28125 -0.237431 
0.2825 -0.245038 
0.28375 -0.252432 
0.285 -0.259606 
0.28625 -0.266555 
0.2875 -0.273272 
0.28875 -0.27975 
0.29 -0.285986 
0.29125 -0.291972 
0.2925 -0.297704 
0.29375 -0.303178 
0.295 -0.308387 
0.29625 -0.313327 
0.2975 -0.317995 
0.29875 -0.322386 
0.3 -0.326497 
0.30125 -0.330323 
0.3025 -0.333861 
0.30375 -0.337108 
0.305 -0.340062 
0.30625 -0.342719 
0.3075 -0.345078 
0.30875 -0.347137 
0.31 -0.348893 
0.31125 -0.350345 
0.3125 -0.351491 
0.31375 -0.352332 
0.315 -0.352865 
0.31625 -0.353092 
0.3175 -0.35301 
0.31875 -0.352621 
0.32 -0.351926 
0.32125 -0.350923 
0.3225 -0.349615 
0.32375 -0.348003 
0.325 -0.346088 
0.32625 -0.343872 
0.3275 -0.341357 
0.32875 -0.338545 
0.33 -0.335439 
0.33125 -0.332042 
0.3325 -0.328356 
0.33375 -0.324385 
0.335 -0.320133 
0.33625 -0.315603 
0.3375 -0.310801 
0.33875 -0.305729 
0.34 -0.300393 
0.34125 -0.294798 
0.3425 -0.288948 
0.34375 -0.282849 
0.345 -0.276507 
0.34625 -0.269928 
0.3475 -0.263117 
0.34875 -0.256081 
0.35 -0.248827 
0.35125 -0.24136 
0.3525 -0.233689 
0.35375 -0.225819 
0.355 -0.217759 
0.35625 -0.209516 
0.3575 -0.201097 
0.35875 -0.192511 
