# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_wrt_M_15> 
0 0 
0.00125 -0.0580399 
0.0025 -0.143396 
0.00375 -0.25034 
0.005 -0.373718 
0.00625 -0.508912 
0.0075 -0.651809 
0.00875 -0.798758 
0.01 -0.946546 
0.01125 -1.09236 
0.0125 -1.23377 
0.01375 -1.36868 
0.015 -1.49531 
0.01625 -1.61219 
0.0175 -1.71811 
0.01875 -1.81211 
0.02 -1.89344 
0.02125 -1.96159 
0.0225 -2.01621 
0.02375 -2.05712 
0.025 -2.0843 
0.02625 -2.09786 
0.0275 -2.09804 
0.02875 -2.08518 
0.03 -2.0597 
0.03125 -2.02213 
0.0325 -1.97306 
0.03375 -1.91312 
0.035 -1.84301 
0.03625 -1.76346 
0.0375 -1.67525 
0.03875 -1.57915 
0.04 -1.47598 
0.04125 -1.36656 
0.0425 -1.25169 
0.04375 -1.1322 
0.045 -1.00889 
0.04625 -0.882574 
0.0475 -0.754023 
0.04875 -0.624003 
0.05 -0.493252 
0.05125 -0.362486 
0.0525 -0.232389 
0.05375 -0.103617 
0.055 0.0232083 
0.05625 0.147498 
0.0575 0.2687 
0.05875 0.386297 
0.06 0.499811 
0.06125 0.608799 
0.0625 0.712858 
0.06375 0.811624 
0.065 0.90477 
0.06625 0.992006 
0.0675 1.07308 
0.06875 1.14778 
0.07 1.21593 
0.07125 1.27738 
0.0725 1.33203 
0.07375 1.37981 
0.075 1.42067 
0.07625 1.4546 
0.0775 1.48162 
0.07875 1.50179 
0.08 1.51518 
0.08125 1.52189 
0.0825 1.52206 
0.08375 1.51583 
0.085 1.50337 
0.08625 1.48489 
0.0875 1.46059 
0.08875 1.4307 
0.09 1.39547 
0.09125 1.35515 
0.0925 1.31003 
0.09375 1.26039 
0.095 1.20651 
0.09625 1.14871 
0.0975 1.08728 
0.09875 1.02256 
0.1 0.954847 
0.10125 0.884478 
0.1025 0.811773 
0.10375 0.737057 
0.105 0.660656 
0.10625 0.582892 
0.1075 0.504085 
0.10875 0.424551 
0.11 0.344603 
0.11125 0.264546 
0.1125 0.184678 
0.11375 0.105291 
0.115 0.0266692 
0.11625 -0.0509144 
0.1175 -0.127195 
0.11875 -0.201919 
0.12 -0.274842 
0.12125 -0.345733 
0.1225 -0.414373 
0.12375 -0.480553 
0.125 -0.544079 
0.12625 -0.60477 
0.1275 -0.662457 
0.12875 -0.716985 
0.13 -0.768214 
0.13125 -0.816015 
0.1325 -0.860276 
0.13375 -0.900898 
0.135 -0.937795 
0.13625 -0.970896 
0.1375 -1.00014 
0.13875 -1.02549 
0.14 -1.04692 
0.14125 -1.0644 
0.1425 -1.07793 
0.14375 -1.08752 
0.145 -1.0932 
0.14625 -1.095 
0.1475 -1.09296 
0.14875 -1.08715 
0.15 -1.07763 
0.15125 -1.06448 
0.1525 -1.04779 
0.15375 -1.02767 
0.155 -1.00422 
0.15625 -0.977558 
0.1575 -0.947818 
0.15875 -0.915131 
0.16 -0.87964 
0.16125 -0.841493 
0.1625 -0.800847 
0.16375 -0.757862 
