# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_wrt_M_7> 
0 0 
0.00125 -0.0442452 
0.0025 -0.088516 
0.00375 -0.132755 
0.005 -0.176908 
0.00625 -0.22092 
0.0075 -0.264739 
0.00875 -0.308314 
0.01 -0.351597 
0.01125 -0.394538 
0.0125 -0.437091 
0.01375 -0.479211 
0.015 -0.520853 
0.01625 -0.561973 
0.0175 -0.602529 
0.01875 -0.64248 
0.02 -0.681787 
0.02125 -0.720408 
0.0225 -0.758308 
0.02375 -0.795447 
0.025 -0.83179 
0.02625 -0.867302 
0.0275 -0.901949 
0.02875 -0.935696 
0.03 -0.968512 
0.03125 -1.00037 
0.0325 -1.03123 
0.03375 -1.06106 
0.035 -1.08985 
0.03625 -1.11756 
0.0375 -1.14416 
0.03875 -1.16964 
0.04 -1.19396 
0.04125 -1.2171 
0.0425 -1.23905 
0.04375 -1.25977 
0.045 -1.27925 
0.04625 -1.29748 
0.0475 -1.31443 
0.04875 -1.33008 
0.05 -1.34443 
0.05125 -1.35746 
0.0525 -1.36916 
0.05375 -1.37951 
0.055 -1.3885 
0.05625 -1.39613 
0.0575 -1.40239 
0.05875 -1.40727 
0.06 -1.41077 
0.06125 -1.41288 
0.0625 -1.4136 
0.06375 -1.41293 
0.065 -1.41087 
0.06625 -1.40743 
0.0675 -1.4026 
0.06875 -1.39639 
0.07 -1.3888 
0.07125 -1.37985 
0.0725 -1.36954 
0.07375 -1.35787 
0.075 -1.34487 
0.07625 -1.33055 
0.0775 -1.31491 
0.07875 -1.29797 
0.08 -1.27976 
0.08125 -1.26028 
0.0825 -1.23955 
0.08375 -1.2176 
0.085 -1.19445 
0.08625 -1.17011 
0.0875 -1.14462 
0.08875 -1.118 
0.09 -1.09027 
0.09125 -1.06146 
0.0925 -1.0316 
0.09375 -1.00072 
0.095 -0.968851 
0.09625 -0.936019 
0.0975 -0.902259 
0.09875 -0.867604 
0.1 -0.832089 
0.10125 -0.795748 
0.1025 -0.758619 
0.10375 -0.720736 
0.105 -0.682137 
0.10625 -0.642862 
0.1075 -0.602948 
0.10875 -0.562435 
0.11 -0.521363 
0.11125 -0.479773 
0.1125 -0.437706 
0.11375 -0.395204 
0.115 -0.352308 
0.11625 -0.309062 
0.1175 -0.265508 
0.11875 -0.22169 
0.12 -0.177651 
0.12125 -0.133434 
0.1225 -0.0890844 
0.12375 -0.0446451 
0.125 -0.00016058 
0.12625 0.044325 
0.1275 0.0887676 
0.12875 0.133123 
0.13 0.177347 
0.13125 0.221396 
0.1325 0.265226 
0.13375 0.308793 
0.135 0.352055 
0.13625 0.394968 
0.1375 0.43749 
0.13875 0.479579 
0.14 0.521193 
0.14125 0.56229 
0.1425 0.60283 
0.14375 0.642773 
0.145 0.682079 
0.14625 0.720709 
0.1475 0.758625 
0.14875 0.795789 
0.15 0.832165 
0.15125 0.867716 
0.1525 0.902408 
0.15375 0.936206 
0.155 0.969076 
0.15625 1.00099 
0.1575 1.03191 
0.15875 1.0618 
0.16 1.09065 
0.16125 1.11842 
0.1625 1.14508 
0.16375 1.1706 
0.165 1.19497 
0.16625 1.21816 
0.1675 1.24014 
0.16875 1.26089 
0.17 1.2804 
0.17125 1.29864 
0.1725 1.31559 
0.17375 1.33125 
0.175 1.34559 
0.17625 1.3586 
0.1775 1.37027 
0.17875 1.38058 
0.18 1.38953 
0.18125 1.3971 
0.1825 1.4033 
0.18375 1.40811 
0.185 1.41153 
0.18625 1.41356 
0.1875 1.41419 
0.18875 1.41343 
0.19 1.41127 
0.19125 1.40772 
0.1925 1.40278 
0.19375 1.39646 
0.195 1.38876 
0.19625 1.37969 
0.1975 1.36926 
0.19875 1.35748 
0.2 1.34436 
0.20125 1.32992 
0.2025 1.31417 
0.20375 1.29712 
0.205 1.27879 
0.20625 1.25921 
0.2075 1.23838 
0.20875 1.21634 
0.21 1.1931 
0.21125 1.16868 
0.2125 1.14311 
0.21375 1.11642 
0.215 1.08863 
0.21625 1.05976 
0.2175 1.02986 
0.21875 0.998941 
0.22 0.967039 
0.22125 0.934187 
0.2225 0.900415 
0.22375 0.865758 
0.225 0.83025 
0.22625 0.793925 
0.2275 0.756819 
0.22875 0.718969 
0.23 0.680413 
0.23125 0.641187 
0.2325 0.601331 
0.23375 0.560885 
0.235 0.519886 
0.23625 0.478377 
0.2375 0.436398 
0.23875 0.39399 
0.24 0.351194 
0.24125 0.308054 
0.2425 0.26461 
0.24375 0.220907 
0.245 0.176987 
0.24625 0.132892 
0.2475 0.0886675 
0.24875 0.0443556 
0.25 4.39926e-15 
0.25125 -0.0443556 
0.2525 -0.0886675 
0.25375 -0.132892 
0.255 -0.176987 
0.25625 -0.220907 
0.2575 -0.26461 
0.25875 -0.308054 
0.26 -0.351194 
0.26125 -0.39399 
0.2625 -0.436398 
0.26375 -0.478377 
0.265 -0.519886 
0.26625 -0.560885 
0.2675 -0.601331 
