# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_12> 
0 0 
0.00125 -0.00135456 
0.0025 -0.00356249 
0.00375 -0.00666251 
0.005 -0.0106752 
0.00625 -0.0156049 
0.0075 -0.0214414 
0.00875 -0.0281617 
0.01 -0.0357314 
0.01125 -0.0441062 
0.0125 -0.0532334 
0.01375 -0.0630528 
0.015 -0.0734984 
0.01625 -0.084499 
0.0175 -0.0959795 
0.01875 -0.107862 
0.02 -0.120065 
0.02125 -0.132509 
0.0225 -0.14511 
0.02375 -0.157786 
0.025 -0.170456 
0.02625 -0.183039 
0.0275 -0.195457 
0.02875 -0.207633 
0.03 -0.219493 
0.03125 -0.230966 
0.0325 -0.241985 
0.03375 -0.252486 
0.035 -0.262408 
0.03625 -0.271695 
0.0375 -0.280294 
0.03875 -0.288158 
0.04 -0.295243 
0.04125 -0.30151 
0.0425 -0.306924 
0.04375 -0.311456 
0.045 -0.315079 
0.04625 -0.317773 
0.0475 -0.319521 
0.04875 -0.32031 
0.05 -0.320134 
0.05125 -0.318988 
0.0525 -0.316873 
0.05375 -0.313794 
0.055 -0.30976 
0.05625 -0.304781 
0.0575 -0.298875 
0.05875 -0.292061 
0.06 -0.284361 
0.06125 -0.275801 
0.0625 -0.266409 
0.06375 -0.256218 
0.065 -0.245261 
0.06625 -0.233575 
0.0675 -0.221198 
0.06875 -0.208172 
0.07 -0.194537 
0.07125 -0.18034 
0.0725 -0.165625 
0.07375 -0.150439 
0.075 -0.13483 
0.07625 -0.118848 
0.0775 -0.102541 
0.07875 -0.0859603 
0.08 -0.069156 
0.08125 -0.0521788 
0.0825 -0.0350796 
0.08375 -0.017909 
0.085 -0.000717378 
0.08625 0.0164454 
0.0875 0.0335299 
0.08875 0.0504875 
0.09 0.0672704 
0.09125 0.0838318 
0.0925 0.100126 
0.09375 0.116108 
0.095 0.131736 
0.09625 0.146967 
0.0975 0.161761 
0.09875 0.176079 
0.1 0.189885 
0.10125 0.203144 
0.1025 0.215821 
0.10375 0.227887 
0.105 0.23931 
0.10625 0.250065 
0.1075 0.260125 
0.10875 0.269468 
0.11 0.278071 
0.11125 0.285918 
0.1125 0.292989 
0.11375 0.299272 
0.115 0.304753 
0.11625 0.309423 
0.1175 0.313273 
0.11875 0.316298 
0.12 0.318494 
0.12125 0.319859 
0.1225 0.320395 
0.12375 0.320105 
0.125 0.318992 
0.12625 0.317064 
0.1275 0.314331 
0.12875 0.310802 
0.13 0.306491 
0.13125 0.301412 
0.1325 0.295581 
0.13375 0.289018 
0.135 0.281741 
0.13625 0.273772 
0.1375 0.265135 
0.13875 0.255853 
0.14 0.245952 
0.14125 0.235459 
0.1425 0.224403 
0.14375 0.212814 
0.145 0.200722 
0.14625 0.188158 
0.1475 0.175155 
0.14875 0.161746 
0.15 0.147966 
0.15125 0.133849 
0.1525 0.119431 
0.15375 0.104747 
0.155 0.0898332 
0.15625 0.0747269 
0.1575 0.0594644 
0.15875 0.0440826 
0.16 0.0286186 
0.16125 0.0131092 
0.1625 -0.00240864 
0.16375 -0.0178983 
0.165 -0.0333235 
0.16625 -0.048648 
0.1675 -0.0638362 
0.16875 -0.0788531 
0.17 -0.0936641 
0.17125 -0.108235 
0.1725 -0.122533 
0.17375 -0.136526 
0.175 -0.150181 
0.17625 -0.163469 
0.1775 -0.17636 
0.17875 -0.188824 
0.18 -0.200835 
0.18125 -0.212365 
0.1825 -0.22339 
0.18375 -0.233886 
0.185 -0.243829 
0.18625 -0.253199 
0.1875 -0.261975 
0.18875 -0.270139 
0.19 -0.277673 
0.19125 -0.284561 
0.1925 -0.29079 
0.19375 -0.296346 
0.195 -0.301219 
0.19625 -0.305397 
0.1975 -0.308874 
0.19875 -0.311643 
0.2 -0.313698 
0.20125 -0.315036 
0.2025 -0.315655 
0.20375 -0.315556 
0.205 -0.314738 
0.20625 -0.313206 
0.2075 -0.310962 
0.20875 -0.308014 
0.21 -0.304369 
0.21125 -0.300035 
0.2125 -0.295024 
0.21375 -0.289346 
0.215 -0.283015 
0.21625 -0.276047 
0.2175 -0.268456 
0.21875 -0.26026 
0.22 -0.251479 
0.22125 -0.242131 
0.2225 -0.232238 
0.22375 -0.221822 
0.225 -0.210906 
0.22625 -0.199516 
0.2275 -0.187675 
0.22875 -0.175411 
0.23 -0.162751 
0.23125 -0.149722 
0.2325 -0.136354 
0.23375 -0.122677 
0.235 -0.108719 
0.23625 -0.0945129 
0.2375 -0.0800891 
0.23875 -0.0654796 
0.24 -0.0507166 
0.24125 -0.0358326 
0.2425 -0.0208603 
0.24375 -0.0058327 
0.245 0.009217 
0.24625 0.0242557 
0.2475 0.0392502 
0.24875 0.0541673 
0.25 0.0689743 
0.25125 0.0836383 
0.2525 0.0981268 
0.25375 0.112408 
0.255 0.126449 
0.25625 0.140221 
0.2575 0.153691 
0.25875 0.166829 
0.26 0.179607 
0.26125 0.191996 
0.2625 0.203967 
0.26375 0.215494 
0.265 0.22655 
0.26625 0.237111 
0.2675 0.247152 
0.26875 0.256649 
0.27 0.265582 
0.27125 0.27393 
0.2725 0.281671 
0.27375 0.28879 
0.275 0.295267 
0.27625 0.301088 
0.2775 0.306238 
0.27875 0.310705 
0.28 0.314477 
0.28125 0.317543 
0.2825 0.319896 
0.28375 0.321528 
0.285 0.322434 
0.28625 0.322611 
0.2875 0.322055 
0.28875 0.320766 
0.29 0.318745 
0.29125 0.315995 
0.2925 0.312519 
