# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_B_14> 
0 0 
0.00125 0.0275096 
0.0025 0.0561932 
0.00375 0.0855175 
0.005 0.115005 
0.00625 0.144231 
0.0075 0.172821 
0.00875 0.200445 
0.01 0.226815 
0.01125 0.251687 
0.0125 0.27485 
0.01375 0.29613 
0.015 0.315385 
0.01625 0.3325 
0.0175 0.347391 
0.01875 0.359997 
0.02 0.37028 
0.02125 0.378223 
0.0225 0.38383 
0.02375 0.387119 
0.025 0.388127 
0.02625 0.386903 
0.0275 0.383509 
0.02875 0.378019 
0.03 0.370516 
0.03125 0.361092 
0.0325 0.349847 
0.03375 0.336884 
0.035 0.322315 
0.03625 0.306256 
0.0375 0.288823 
0.03875 0.270137 
0.04 0.250322 
0.04125 0.229499 
0.0425 0.207793 
0.04375 0.185326 
0.045 0.16222 
0.04625 0.138596 
0.0475 0.114573 
0.04875 0.0902661 
0.05 0.0657892 
0.05125 0.0412523 
0.0525 0.016762 
0.05375 -0.00757895 
0.055 -0.0316719 
0.05625 -0.0554223 
0.0575 -0.0787404 
0.05875 -0.101541 
0.06 -0.123743 
0.06125 -0.145271 
0.0625 -0.166054 
0.06375 -0.186028 
0.065 -0.20513 
0.06625 -0.223306 
0.0675 -0.240505 
0.06875 -0.256683 
0.07 -0.271797 
0.07125 -0.285814 
0.0725 -0.298703 
0.07375 -0.310438 
0.075 -0.320999 
0.07625 -0.330369 
0.0775 -0.338537 
0.07875 -0.345495 
0.08 -0.351241 
0.08125 -0.355775 
0.0825 -0.359104 
0.08375 -0.361236 
0.085 -0.362184 
0.08625 -0.361964 
0.0875 -0.360597 
0.08875 -0.358104 
0.09 -0.354513 
0.09125 -0.349851 
0.0925 -0.34415 
0.09375 -0.337445 
0.095 -0.329772 
0.09625 -0.321169 
0.0975 -0.311677 
0.09875 -0.301338 
0.1 -0.290196 
0.10125 -0.278297 
0.1025 -0.265687 
0.10375 -0.252414 
0.105 -0.238527 
0.10625 -0.224076 
0.1075 -0.209111 
0.10875 -0.193682 
0.11 -0.177841 
0.11125 -0.161638 
0.1125 -0.145127 
