# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_sqL_17> 
0 0 
0.00125 -0.104341 
0.0025 -0.190475 
0.00375 -0.260133 
0.005 -0.314934 
0.00625 -0.356392 
0.0075 -0.385918 
0.00875 -0.404829 
0.01 -0.414351 
0.01125 -0.415621 
0.0125 -0.409694 
0.01375 -0.397547 
0.015 -0.380081 
0.01625 -0.358129 
0.0175 -0.332455 
0.01875 -0.303759 
0.02 -0.272683 
0.02125 -0.239812 
0.0225 -0.205676 
0.02375 -0.170755 
0.025 -0.135485 
0.02625 -0.100252 
0.0275 -0.0654037 
0.02875 -0.0312477 
0.03 0.00194558 
0.03125 0.03394 
0.0325 0.0645316 
0.03375 0.0935464 
0.035 0.120838 
0.03625 0.146287 
0.0375 0.169796 
0.03875 0.191292 
0.04 0.210721 
0.04125 0.228049 
0.0425 0.243257 
0.04375 0.256344 
0.045 0.267324 
0.04625 0.27622 
0.0475 0.283072 
0.04875 0.287926 
0.05 0.29084 
0.05125 0.291879 
0.0525 0.291117 
0.05375 0.288632 
0.055 0.284508 
0.05625 0.278836 
0.0575 0.271707 
0.05875 0.263218 
0.06 0.253466 
0.06125 0.242553 
0.0625 0.230578 
0.06375 0.217642 
0.065 0.203849 
0.06625 0.189298 
0.0675 0.174089 
0.06875 0.158321 
0.07 0.14209 
0.07125 0.125492 
0.0725 0.108619 
0.07375 0.0915608 
0.075 0.0744039 
0.07625 0.0572322 
0.0775 0.0401261 
0.07875 0.0231624 
0.08 0.00641444 
0.08125 -0.0100483 
0.0825 -0.0261602 
0.08375 -0.0418596 
0.085 -0.0570888 
0.08625 -0.0717942 
0.0875 -0.0859261 
0.08875 -0.0994392 
0.09 -0.112292 
0.09125 -0.124447 
0.0925 -0.135872 
0.09375 -0.146536 
0.095 -0.156415 
0.09625 -0.165487 
0.0975 -0.173735 
0.09875 -0.181143 
0.1 -0.187703 
0.10125 -0.193407 
0.1025 -0.198252 
0.10375 -0.202238 
0.105 -0.205368 
0.10625 -0.207647 
0.1075 -0.209085 
0.10875 -0.209694 
0.11 -0.209489 
0.11125 -0.208485 
0.1125 -0.206704 
0.11375 -0.204165 
0.115 -0.200894 
0.11625 -0.196916 
0.1175 -0.192258 
