# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_M_4> 
0 0 
0.00125 0.000462838 
0.0025 0.00183875 
0.00375 0.00410755 
0.005 0.00724904 
0.00625 0.011243 
0.0075 0.0160694 
0.00875 0.0217078 
0.01 0.0281383 
0.01125 0.0353406 
0.0125 0.0432945 
0.01375 0.05198 
0.015 0.0613769 
0.01625 0.071465 
0.0175 0.0822244 
0.01875 0.0936348 
0.02 0.105676 
0.02125 0.118329 
0.0225 0.131572 
0.02375 0.145387 
0.025 0.159752 
0.02625 0.174649 
0.0275 0.190056 
0.02875 0.205955 
0.03 0.222326 
0.03125 0.239149 
0.0325 0.256403 
0.03375 0.27407 
0.035 0.29213 
0.03625 0.310563 
0.0375 0.32935 
0.03875 0.348471 
0.04 0.367907 
0.04125 0.38764 
0.0425 0.407648 
0.04375 0.427914 
0.045 0.448419 
0.04625 0.469143 
0.0475 0.490068 
0.04875 0.511176 
0.05 0.532446 
0.05125 0.553861 
0.0525 0.575404 
0.05375 0.597054 
0.055 0.618794 
0.05625 0.640607 
0.0575 0.662473 
0.05875 0.684377 
0.06 0.706299 
0.06125 0.728223 
0.0625 0.75013 
0.06375 0.772005 
0.065 0.79383 
0.06625 0.815588 
0.0675 0.837263 
0.06875 0.858838 
0.07 0.880297 
0.07125 0.901624 
0.0725 0.922802 
0.07375 0.943817 
0.075 0.964653 
0.07625 0.985294 
0.0775 1.00572 
0.07875 1.02593 
0.08 1.0459 
0.08125 1.06561 
0.0825 1.08506 
0.08375 1.10422 
0.085 1.12309 
0.08625 1.14165 
0.0875 1.15989 
0.08875 1.17779 
0.09 1.19534 
0.09125 1.21254 
0.0925 1.22936 
0.09375 1.24579 
0.095 1.26183 
0.09625 1.27746 
0.0975 1.29268 
0.09875 1.30746 
0.1 1.3218 
0.10125 1.33569 
0.1025 1.34912 
0.10375 1.36208 
0.105 1.37456 
0.10625 1.38655 
0.1075 1.39804 
0.10875 1.40903 
0.11 1.4195 
0.11125 1.42945 
0.1125 1.43886 
0.11375 1.44774 
0.115 1.45608 
0.11625 1.46386 
0.1175 1.47109 
0.11875 1.47775 
0.12 1.48384 
0.12125 1.48936 
0.1225 1.4943 
0.12375 1.49865 
0.125 1.50241 
0.12625 1.50558 
0.1275 1.50815 
0.12875 1.51013 
0.13 1.5115 
0.13125 1.51226 
0.1325 1.51241 
0.13375 1.51195 
0.135 1.51088 
0.13625 1.5092 
0.1375 1.5069 
0.13875 1.50398 
0.14 1.50045 
0.14125 1.4963 
0.1425 1.49153 
0.14375 1.48615 
0.145 1.48015 
0.14625 1.47353 
0.1475 1.46631 
0.14875 1.45847 
0.15 1.45002 
0.15125 1.44097 
0.1525 1.43131 
0.15375 1.42106 
0.155 1.4102 
0.15625 1.39875 
0.1575 1.38672 
0.15875 1.37409 
0.16 1.36089 
0.16125 1.34711 
0.1625 1.33275 
0.16375 1.31784 
0.165 1.30236 
0.16625 1.28633 
0.1675 1.26975 
0.16875 1.25264 
0.17 1.23498 
0.17125 1.21681 
0.1725 1.19811 
0.17375 1.1789 
0.175 1.15919 
0.17625 1.13898 
0.1775 1.11829 
0.17875 1.09711 
0.18 1.07547 
0.18125 1.05337 
0.1825 1.03082 
0.18375 1.00782 
0.185 0.9844 
0.18625 0.960555 
0.1875 0.936299 
0.18875 0.911644 
0.19 0.886598 
0.19125 0.861175 
0.1925 0.835384 
0.19375 0.809237 
0.195 0.782745 
0.19625 0.75592 
0.1975 0.728775 
0.19875 0.70132 
0.2 0.673568 
0.20125 0.645532 
0.2025 0.617223 
0.20375 0.588655 
0.205 0.55984 
0.20625 0.530791 
0.2075 0.501521 
0.20875 0.472042 
0.21 0.442369 
0.21125 0.412515 
0.2125 0.382492 
0.21375 0.352315 
0.215 0.321996 
0.21625 0.291551 
0.2175 0.260991 
0.21875 0.230332 
0.22 0.199586 
0.22125 0.168768 
0.2225 0.137892 
0.22375 0.106972 
0.225 0.0760209 
0.22625 0.0450537 
0.2275 0.0140842 
0.22875 -0.0168735 
0.23 -0.0478054 
0.23125 -0.0786976 
0.2325 -0.109536 
0.23375 -0.140306 
0.235 -0.170995 
0.23625 -0.201588 
0.2375 -0.232071 
0.23875 -0.26243 
0.24 -0.292652 
0.24125 -0.322723 
0.2425 -0.352629 
0.24375 -0.382357 
0.245 -0.411892 
0.24625 -0.441222 
0.2475 -0.470332 
0.24875 -0.499211 
0.25 -0.527844 
0.25125 -0.556218 
0.2525 -0.584321 
0.25375 -0.61214 
0.255 -0.639661 
0.25625 -0.666873 
0.2575 -0.693763 
0.25875 -0.720319 
0.26 -0.746527 
0.26125 -0.772378 
0.2625 -0.797858 
0.26375 -0.822955 
0.265 -0.84766 
0.26625 -0.871959 
0.2675 -0.895842 
0.26875 -0.919299 
0.27 -0.942318 
0.27125 -0.964888 
0.2725 -0.987 
0.27375 -1.00864 
0.275 -1.02981 
0.27625 -1.05048 
0.2775 -1.07066 
0.27875 -1.09033 
0.28 -1.10949 
0.28125 -1.12812 
0.2825 -1.14622 
0.28375 -1.16377 
0.285 -1.18078 
0.28625 -1.19723 
0.2875 -1.21311 
0.28875 -1.22842 
0.29 -1.24315 
0.29125 -1.2573 
0.2925 -1.27085 
0.29375 -1.2838 
0.295 -1.29615 
0.29625 -1.30789 
0.2975 -1.31901 
0.29875 -1.32952 
0.3 -1.33939 
0.30125 -1.34864 
0.3025 -1.35725 
0.30375 -1.36523 
0.305 -1.37256 
0.30625 -1.37925 
0.3075 -1.38529 
0.30875 -1.39067 
0.31 -1.39541 
0.31125 -1.39949 
0.3125 -1.40291 
0.31375 -1.40568 
0.315 -1.40778 
0.31625 -1.40922 
0.3175 -1.41 
0.31875 -1.41012 
0.32 -1.40958 
0.32125 -1.40838 
0.3225 -1.40652 
0.32375 -1.40399 
0.325 -1.40081 
0.32625 -1.39697 
0.3275 -1.39248 
0.32875 -1.38733 
0.33 -1.38153 
0.33125 -1.37509 
0.3325 -1.368 
0.33375 -1.36027 
0.335 -1.3519 
0.33625 -1.34289 
0.3375 -1.33326 
0.33875 -1.323 
0.34 -1.31213 
0.34125 -1.30064 
0.3425 -1.28854 
0.34375 -1.27583 
0.345 -1.26253 
0.34625 -1.24863 
0.3475 -1.23416 
0.34875 -1.2191 
0.35 -1.20347 
0.35125 -1.18728 
0.3525 -1.17053 
0.35375 -1.15324 
0.355 -1.1354 
0.35625 -1.11703 
0.3575 -1.09814 
0.35875 -1.07874 
0.36 -1.05883 
0.36125 -1.03842 
0.3625 -1.01753 
0.36375 -0.996158 
0.365 -0.974322 
0.36625 -0.952031 
0.3675 -0.929294 
0.36875 -0.906121 
0.37 -0.882525 
0.37125 -0.858515 
0.3725 -0.834103 
0.37375 -0.809301 
0.375 -0.78412 
0.37625 -0.758571 
0.3775 -0.732668 
0.37875 -0.706421 
0.38 -0.679844 
0.38125 -0.652948 
0.3825 -0.625746 
0.38375 -0.598252 
0.385 -0.570477 
0.38625 -0.542435 
0.3875 -0.514139 
0.38875 -0.485602 
0.39 -0.456838 
0.39125 -0.427859 
0.3925 -0.39868 
0.39375 -0.369314 
0.395 -0.339775 
0.39625 -0.310077 
0.3975 -0.280233 
0.39875 -0.250257 
0.4 -0.220164 
0.40125 -0.189968 
0.4025 -0.159682 
0.40375 -0.129321 
0.405 -0.0988983 
0.40625 -0.0684291 
0.4075 -0.0379273 
0.40875 -0.00740707 
0.41 0.0231173 
0.41125 0.0536316 
0.4125 0.0841216 
0.41375 0.114573 
0.415 0.144972 
0.41625 0.175304 
0.4175 0.205554 
0.41875 0.23571 
0.42 0.265756 
0.42125 0.295679 
0.4225 0.325464 
0.42375 0.355099 
0.425 0.384569 
0.42625 0.413859 
0.4275 0.442958 
0.42875 0.471851 
0.43 0.500524 
0.43125 0.528964 
0.4325 0.557158 
0.43375 0.585094 
0.435 0.612756 
0.43625 0.640134 
0.4375 0.667214 
0.43875 0.693984 
0.44 0.72043 
0.44125 0.746541 
0.4425 0.772304 
0.44375 0.797708 
0.445 0.822741 
0.44625 0.84739 
0.4475 0.871645 
0.44875 0.895494 
0.45 0.918926 
0.45125 0.94193 
0.4525 0.964495 
0.45375 0.986611 
0.455 1.00827 
0.45625 1.02945 
0.4575 1.05016 
0.45875 1.07038 
0.46 1.0901 
0.46125 1.10931 
0.4625 1.128 
0.46375 1.14617 
0.465 1.1638 
0.46625 1.1809 
0.4675 1.19744 
0.46875 1.21342 
0.47 1.22884 
0.47125 1.24368 
0.4725 1.25794 
0.47375 1.27162 
0.475 1.28471 
0.47625 1.29719 
0.4775 1.30907 
0.47875 1.32034 
0.48 1.33099 
0.48125 1.34103 
0.4825 1.35044 
0.48375 1.35921 
0.485 1.36736 
0.48625 1.37486 
0.4875 1.38173 
0.48875 1.38795 
0.49 1.39352 
0.49125 1.39844 
0.4925 1.40272 
0.49375 1.40633 
0.495 1.40929 
0.49625 1.4116 
0.4975 1.41325 
0.49875 1.41424 
0.5 1.41457 


0.5 1.41457 
0.50125 1.41424 
0.5025 1.41325 
0.50375 1.4116 
0.505 1.40929 
0.50625 1.40633 
0.5075 1.40272 
0.50875 1.39844 
0.51 1.39352 
0.51125 1.38795 
0.5125 1.38173 
0.51375 1.37486 
0.515 1.36736 
0.51625 1.35921 
0.5175 1.35044 
0.51875 1.34103 
0.52 1.33099 
0.52125 1.32034 
0.5225 1.30907 
0.52375 1.29719 
0.525 1.28471 
0.52625 1.27162 
0.5275 1.25794 
0.52875 1.24368 
0.53 1.22884 
0.53125 1.21342 
0.5325 1.19744 
0.53375 1.1809 
0.535 1.1638 
0.53625 1.14617 
0.5375 1.128 
0.53875 1.10931 
0.54 1.0901 
0.54125 1.07038 
0.5425 1.05016 
0.54375 1.02945 
0.545 1.00827 
0.54625 0.986611 
0.5475 0.964495 
0.54875 0.94193 
0.55 0.918926 
0.55125 0.895494 
0.5525 0.871645 
0.55375 0.84739 
0.555 0.822741 
0.55625 0.797708 
0.5575 0.772304 
0.55875 0.746541 
0.56 0.72043 
0.56125 0.693984 
0.5625 0.667214 
0.56375 0.640134 
0.565 0.612756 
0.56625 0.585094 
0.5675 0.557158 
0.56875 0.528964 
0.57 0.500524 
0.57125 0.471851 
0.5725 0.442958 
0.57375 0.413859 
0.575 0.384569 
0.57625 0.355099 
0.5775 0.325464 
0.57875 0.295679 
0.58 0.265756 
0.58125 0.23571 
0.5825 0.205554 
0.58375 0.175304 
0.585 0.144972 
0.58625 0.114573 
0.5875 0.0841216 
0.58875 0.0536316 
0.59 0.0231173 
0.59125 -0.00740707 
0.5925 -0.0379273 
0.59375 -0.0684291 
0.595 -0.0988983 
0.59625 -0.129321 
0.5975 -0.159682 
0.59875 -0.189968 
0.6 -0.220164 
0.60125 -0.250257 
0.6025 -0.280233 
0.60375 -0.310077 
0.605 -0.339775 
0.60625 -0.369314 
0.6075 -0.39868 
0.60875 -0.427859 
0.61 -0.456838 
0.61125 -0.485602 
0.6125 -0.514139 
0.61375 -0.542435 
0.615 -0.570477 
0.61625 -0.598252 
0.6175 -0.625746 
0.61875 -0.652948 
0.62 -0.679844 
0.62125 -0.706421 
0.6225 -0.732668 
0.62375 -0.758571 
0.625 -0.78412 
0.62625 -0.809301 
0.6275 -0.834103 
0.62875 -0.858515 
0.63 -0.882525 
0.63125 -0.906121 
0.6325 -0.929294 
0.63375 -0.952031 
0.635 -0.974322 
0.63625 -0.996158 
0.6375 -1.01753 
0.63875 -1.03842 
0.64 -1.05883 
0.64125 -1.07874 
0.6425 -1.09814 
0.64375 -1.11703 
0.645 -1.1354 
0.64625 -1.15324 
0.6475 -1.17053 
0.64875 -1.18728 
0.65 -1.20347 
0.65125 -1.2191 
0.6525 -1.23416 
0.65375 -1.24863 
0.655 -1.26253 
0.65625 -1.27583 
0.6575 -1.28854 
0.65875 -1.30064 
0.66 -1.31213 
0.66125 -1.323 
0.6625 -1.33326 
0.66375 -1.34289 
0.665 -1.3519 
0.66625 -1.36027 
0.6675 -1.368 
0.66875 -1.37509 
0.67 -1.38153 
0.67125 -1.38733 
0.6725 -1.39248 
0.67375 -1.39697 
0.675 -1.40081 
0.67625 -1.40399 
0.6775 -1.40652 
0.67875 -1.40838 
0.68 -1.40958 
0.68125 -1.41012 
0.6825 -1.41 
0.68375 -1.40922 
0.685 -1.40778 
0.68625 -1.40568 
0.6875 -1.40291 
0.68875 -1.39949 
0.69 -1.39541 
0.69125 -1.39067 
0.6925 -1.38529 
0.69375 -1.37925 
0.695 -1.37256 
0.69625 -1.36523 
0.6975 -1.35725 
0.69875 -1.34864 
0.7 -1.33939 
0.70125 -1.32952 
0.7025 -1.31901 
0.70375 -1.30789 
0.705 -1.29615 
0.70625 -1.2838 
0.7075 -1.27085 
0.70875 -1.2573 
0.71 -1.24315 
0.71125 -1.22842 
0.7125 -1.21311 
0.71375 -1.19723 
0.715 -1.18078 
0.71625 -1.16377 
0.7175 -1.14622 
0.71875 -1.12812 
0.72 -1.10949 
0.72125 -1.09033 
0.7225 -1.07066 
0.72375 -1.05048 
0.725 -1.02981 
0.72625 -1.00864 
0.7275 -0.987 
0.72875 -0.964888 
0.73 -0.942318 
0.73125 -0.919299 
0.7325 -0.895842 
0.73375 -0.871959 
0.735 -0.84766 
0.73625 -0.822955 
0.7375 -0.797858 
0.73875 -0.772378 
0.74 -0.746527 
0.74125 -0.720319 
0.7425 -0.693763 
0.74375 -0.666873 
0.745 -0.639661 
0.74625 -0.61214 
0.7475 -0.584321 
0.74875 -0.556218 
0.75 -0.527844 
0.75125 -0.499211 
0.7525 -0.470332 
