# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_sqL_11> 
0 0 
0.00125 -0.022 
0.0025 -0.0432518 
0.00375 -0.0637268 
0.005 -0.0833975 
0.00625 -0.102238 
0.0075 -0.120224 
0.00875 -0.137332 
0.01 -0.153541 
0.01125 -0.168833 
0.0125 -0.18319 
0.01375 -0.196597 
0.015 -0.20904 
0.01625 -0.220509 
0.0175 -0.230996 
0.01875 -0.240493 
0.02 -0.248996 
0.02125 -0.256503 
0.0225 -0.263014 
0.02375 -0.268532 
0.025 -0.273061 
0.02625 -0.276607 
0.0275 -0.27918 
0.02875 -0.280789 
0.03 -0.281449 
0.03125 -0.281172 
0.0325 -0.279977 
0.03375 -0.27788 
0.035 -0.274904 
0.03625 -0.271069 
0.0375 -0.266399 
0.03875 -0.260919 
0.04 -0.254655 
0.04125 -0.247635 
0.0425 -0.239889 
0.04375 -0.231447 
0.045 -0.222339 
0.04625 -0.212599 
0.0475 -0.202261 
0.04875 -0.191357 
0.05 -0.179923 
0.05125 -0.167995 
0.0525 -0.155609 
0.05375 -0.142801 
0.055 -0.129609 
0.05625 -0.116071 
0.0575 -0.102223 
0.05875 -0.0881028 
0.06 -0.0737493 
0.06125 -0.0591997 
0.0625 -0.0444919 
0.06375 -0.0296631 
0.065 -0.0147508 
0.06625 0.000208342 
0.0675 0.0151777 
0.06875 0.0301213 
0.07 0.0450037 
0.07125 0.0597901 
0.0725 0.0744462 
0.07375 0.0889385 
0.075 0.103235 
0.07625 0.117302 
0.0775 0.131111 
0.07875 0.14463 
0.08 0.157832 
0.08125 0.170687 
0.0825 0.183169 
0.08375 0.195252 
0.085 0.206911 
0.08625 0.218124 
0.0875 0.228867 
0.08875 0.23912 
0.09 0.248863 
0.09125 0.258077 
0.0925 0.266745 
0.09375 0.274851 
0.095 0.282381 
0.09625 0.289321 
0.0975 0.295659 
0.09875 0.301385 
0.1 0.30649 
0.10125 0.310965 
0.1025 0.314804 
0.10375 0.318002 
0.105 0.320555 
0.10625 0.322461 
0.1075 0.323717 
0.10875 0.324324 
0.11 0.324284 
0.11125 0.323599 
0.1125 0.322273 
0.11375 0.320311 
0.115 0.317718 
0.11625 0.314503 
0.1175 0.310674 
0.11875 0.306241 
0.12 0.301214 
0.12125 0.295606 
0.1225 0.289428 
0.12375 0.282696 
0.125 0.275422 
0.12625 0.267625 
0.1275 0.259319 
0.12875 0.250522 
0.13 0.241253 
0.13125 0.23153 
0.1325 0.221373 
0.13375 0.210802 
0.135 0.199839 
0.13625 0.188504 
0.1375 0.176821 
0.13875 0.164811 
0.14 0.152498 
0.14125 0.139906 
0.1425 0.127057 
0.14375 0.113977 
0.145 0.100689 
0.14625 0.0872194 
0.1475 0.0735918 
0.14875 0.0598316 
0.15 0.0459642 
0.15125 0.0320145 
0.1525 0.018008 
0.15375 0.00396986 
0.155 -0.0100748 
0.15625 -0.024101 
0.1575 -0.0380837 
0.15875 -0.0519983 
0.16 -0.0658203 
0.16125 -0.0795254 
0.1625 -0.0930899 
0.16375 -0.10649 
0.165 -0.119703 
0.16625 -0.132706 
0.1675 -0.145476 
0.16875 -0.157992 
0.17 -0.170233 
0.17125 -0.182177 
0.1725 -0.193806 
0.17375 -0.205098 
0.175 -0.216036 
0.17625 -0.2266 
0.1775 -0.236775 
0.17875 -0.246542 
0.18 -0.255886 
0.18125 -0.264791 
0.1825 -0.273243 
0.18375 -0.281229 
0.185 -0.288735 
0.18625 -0.29575 
0.1875 -0.302262 
0.18875 -0.308261 
0.19 -0.313737 
0.19125 -0.318683 
0.1925 -0.32309 
0.19375 -0.326953 
0.195 -0.330264 
0.19625 -0.333019 
0.1975 -0.335215 
0.19875 -0.336848 
0.2 -0.337917 
0.20125 -0.338419 
0.2025 -0.338356 
0.20375 -0.337727 
0.205 -0.336535 
0.20625 -0.334782 
0.2075 -0.332472 
0.20875 -0.329608 
0.21 -0.326197 
0.21125 -0.322244 
0.2125 -0.317757 
0.21375 -0.312743 
0.215 -0.307212 
0.21625 -0.301172 
0.2175 -0.294634 
0.21875 -0.28761 
0.22 -0.280111 
0.22125 -0.27215 
0.2225 -0.26374 
0.22375 -0.254896 
0.225 -0.245632 
0.22625 -0.235965 
0.2275 -0.225909 
0.22875 -0.215482 
0.23 -0.204701 
0.23125 -0.193584 
0.2325 -0.18215 
0.23375 -0.170417 
0.235 -0.158404 
0.23625 -0.146132 
0.2375 -0.13362 
0.23875 -0.120889 
0.24 -0.10796 
0.24125 -0.0948551 
0.2425 -0.0815945 
0.24375 -0.0682004 
0.245 -0.0546947 
0.24625 -0.0410995 
0.2475 -0.0274371 
0.24875 -0.0137298 
0.25 -1.85615e-16 
0.25125 0.0137298 
0.2525 0.0274371 
0.25375 0.0410995 
0.255 0.0546947 
0.25625 0.0682004 
0.2575 0.0815945 
0.25875 0.0948551 
0.26 0.10796 
0.26125 0.120889 
0.2625 0.13362 
0.26375 0.146132 
