# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:32
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_M_10> 
0 0 
0.00125 0.000581092 
0.0025 -0.00153948 
0.00375 -0.00571769 
0.005 -0.0113793 
0.00625 -0.0180152 
0.0075 -0.0251765 
0.00875 -0.0324707 
0.01 -0.039557 
0.01125 -0.046143 
0.0125 -0.0519805 
0.01375 -0.0568622 
0.015 -0.0606183 
0.01625 -0.0631134 
0.0175 -0.0642435 
0.01875 -0.063933 
0.02 -0.0621324 
0.02125 -0.0588155 
0.0225 -0.0539771 
0.02375 -0.0476308 
0.025 -0.039807 
0.02625 -0.0305507 
0.0275 -0.0199201 
0.02875 -0.00798417 
0.03 0.00517808 
0.03125 0.0194798 
0.0325 0.0348273 
0.03375 0.0511214 
0.035 0.0682589 
0.03625 0.0861332 
0.0375 0.104636 
0.03875 0.123657 
0.04 0.143086 
0.04125 0.162814 
0.0425 0.182733 
0.04375 0.202734 
0.045 0.222715 
0.04625 0.242573 
0.0475 0.26221 
0.04875 0.281533 
0.05 0.300451 
0.05125 0.318878 
0.0525 0.336733 
0.05375 0.353939 
0.055 0.370426 
0.05625 0.386128 
0.0575 0.400985 
0.05875 0.41494 
0.06 0.427944 
0.06125 0.439954 
0.0625 0.450929 
0.06375 0.460838 
0.065 0.469651 
0.06625 0.477346 
0.0675 0.483905 
0.06875 0.489317 
0.07 0.493572 
0.07125 0.496669 
0.0725 0.498609 
0.07375 0.499398 
0.075 0.499047 
0.07625 0.497571 
0.0775 0.494987 
0.07875 0.491319 
0.08 0.486592 
0.08125 0.480834 
0.0825 0.474078 
0.08375 0.466359 
0.085 0.457714 
0.08625 0.448184 
0.0875 0.437809 
0.08875 0.426635 
0.09 0.414707 
0.09125 0.402072 
0.0925 0.38878 
0.09375 0.37488 
0.095 0.360422 
0.09625 0.34546 
0.0975 0.330043 
0.09875 0.314225 
0.1 0.298059 
0.10125 0.281597 
0.1025 0.264891 
0.10375 0.247994 
0.105 0.230956 
0.10625 0.213829 
0.1075 0.196663 
0.10875 0.179507 
0.11 0.162409 
0.11125 0.145415 
0.1125 0.128572 
0.11375 0.111924 
0.115 0.0955121 
0.11625 0.0793787 
0.1175 0.0635627 
0.11875 0.0481016 
0.12 0.0330311 
0.12125 0.018385 
0.1225 0.00419508 
0.12375 -0.00950879 
0.125 -0.0226989 
0.12625 -0.0353495 
0.1275 -0.0474372 
0.12875 -0.0589404 
0.13 -0.06984 
0.13125 -0.0801187 
0.1325 -0.0897617 
0.13375 -0.0987561 
0.135 -0.107091 
0.13625 -0.114759 
0.1375 -0.121752 
0.13875 -0.128067 
0.14 -0.133701 
0.14125 -0.138654 
0.1425 -0.142928 
0.14375 -0.146526 
0.145 -0.149454 
0.14625 -0.151719 
0.1475 -0.15333 
0.14875 -0.154299 
0.15 -0.154637 
0.15125 -0.154358 
0.1525 -0.153479 
0.15375 -0.152016 
0.155 -0.149987 
0.15625 -0.147412 
0.1575 -0.144312 
0.15875 -0.140709 
0.16 -0.136626 
0.16125 -0.132087 
0.1625 -0.127116 
0.16375 -0.12174 
0.165 -0.115984 
0.16625 -0.109877 
0.1675 -0.103444 
0.16875 -0.0967147 
0.17 -0.0897169 
0.17125 -0.0824795 
0.1725 -0.0750312 
0.17375 -0.067401 
0.175 -0.059618 
0.17625 -0.0517112 
0.1775 -0.0437094 
0.17875 -0.0356414 
0.18 -0.0275357 
0.18125 -0.0194202 
0.1825 -0.0113227 
0.18375 -0.00327035 
0.185 0.00471015 
0.18625 0.0125928 
0.1875 0.0203522 
0.18875 0.0279638 
0.19 0.0354037 
0.19125 0.0426489 
0.1925 0.0496774 
0.19375 0.056468 
0.195 0.0630006 
0.19625 0.0692561 
0.1975 0.0752164 
0.19875 0.0808647 
0.2 0.0861851 
0.20125 0.091163 
