# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_wrt_M_18> 
0 0 
0.00125 1.08212 
0.0025 1.97579 
0.00375 2.6999 
0.005 3.27203 
0.00625 3.70849 
0.0075 4.02437 
0.00875 4.23368 
0.01 4.34931 
0.01125 4.38319 
0.0125 4.34626 
0.01375 4.24858 
0.015 4.09937 
0.01625 3.90706 
0.0175 3.67931 
0.01875 3.4231 
0.02 3.14475 
0.02125 2.84995 
0.0225 2.54383 
0.02375 2.23097 
0.025 1.91546 
0.02625 1.60091 
0.0275 1.2905 
0.02875 0.987013 
0.03 0.69284 
0.03125 0.410037 
0.0325 0.140339 
0.03375 -0.114816 
0.035 -0.354262 
0.03625 -0.577078 
0.0375 -0.782574 
0.03875 -0.970264 
0.04 -1.13985 
0.04125 -1.29121 
0.0425 -1.42437 
0.04375 -1.53949 
0.045 -1.63685 
0.04625 -1.71686 
0.0475 -1.78 
0.04875 -1.82683 
0.05 -1.85802 
0.05125 -1.87425 
0.0525 -1.87629 
0.05375 -1.86493 
0.055 -1.841 
0.05625 -1.80536 
0.0575 -1.75888 
0.05875 -1.70244 
0.06 -1.63693 
0.06125 -1.56324 
0.0625 -1.48225 
0.06375 -1.39483 
0.065 -1.30185 
0.06625 -1.20414 
0.0675 -1.10251 
0.06875 -0.997766 
0.07 -0.890666 
0.07125 -0.781948 
0.0725 -0.672316 
0.07375 -0.562441 
0.075 -0.452961 
0.07625 -0.344477 
0.0775 -0.237553 
0.07875 -0.132717 
0.08 -0.0304601 
0.08125 0.0687659 
0.0825 0.164546 
0.08375 0.256503 
0.085 0.344296 
0.08625 0.427622 
0.0875 0.506214 
0.08875 0.579841 
0.09 0.648306 
0.09125 0.711444 
0.0925 0.769128 
0.09375 0.821257 
0.095 0.867763 
0.09625 0.908608 
0.0975 0.943782 
0.09875 0.973301 
0.1 0.997206 
0.10125 1.01556 
0.1025 1.02846 
0.10375 1.03601 
0.105 1.03834 
0.10625 1.0356 
0.1075 1.02795 
0.10875 1.01557 
0.11 0.998669 
0.11125 0.977443 
0.1125 0.952113 
0.11375 0.922909 
0.115 0.89007 
0.11625 0.85384 
0.1175 0.814473 
0.11875 0.772225 
0.12 0.727356 
0.12125 0.680129 
0.1225 0.63081 
0.12375 0.579663 
0.125 0.526953 
0.12625 0.472943 
0.1275 0.417893 
0.12875 0.36206 
0.13 0.305696 
0.13125 0.24905 
0.1325 0.192362 
0.13375 0.135868 
0.135 0.0797951 
0.13625 0.0243641 
0.1375 -0.0302138 
0.13875 -0.0837356 
0.14 -0.136008 
0.14125 -0.186848 
0.1425 -0.236081 
0.14375 -0.283544 
0.145 -0.329086 
0.14625 -0.372564 
0.1475 -0.41385 
0.14875 -0.452823 
0.15 -0.489377 
0.15125 -0.523415 
0.1525 -0.554853 
0.15375 -0.583618 
0.155 -0.609649 
0.15625 -0.632895 
0.1575 -0.653318 
0.15875 -0.670889 
0.16 -0.685593 
0.16125 -0.697422 
0.1625 -0.706381 
0.16375 -0.712484 
0.165 -0.715757 
0.16625 -0.716232 
0.1675 -0.713954 
0.16875 -0.708975 
0.17 -0.701355 
0.17125 -0.691163 
0.1725 -0.678477 
0.17375 -0.66338 
0.175 -0.645964 
0.17625 -0.626326 
0.1775 -0.604569 
0.17875 -0.580804 
0.18 -0.555143 
0.18125 -0.527706 
0.1825 -0.498616 
0.18375 -0.468 
0.185 -0.435988 
0.18625 -0.402713 
0.1875 -0.368308 
0.18875 -0.332912 
0.19 -0.296663 
0.19125 -0.259698 
0.1925 -0.222159 
0.19375 -0.184183 
0.195 -0.14591 
0.19625 -0.107479 
0.1975 -0.0690241 
0.19875 -0.0306819 
0.2 0.00741529 
0.20125 0.0451374 
0.2025 0.0823571 
0.20375 0.11895 
0.205 0.154797 
0.20625 0.18978 
0.2075 0.223787 
0.20875 0.256712 
0.21 0.28845 
0.21125 0.318904 
0.2125 0.347981 
0.21375 0.375595 
0.215 0.401664 
0.21625 0.426112 
0.2175 0.448871 
0.21875 0.469877 
0.22 0.489074 
0.22125 0.506411 
0.2225 0.521845 
0.22375 0.535338 
0.225 0.54686 
0.22625 0.556387 
0.2275 0.563902 
0.22875 0.569395 
0.23 0.572861 
0.23125 0.574304 
0.2325 0.573734 
0.23375 0.571165 
0.235 0.56662 
0.23625 0.560128 
0.2375 0.551723 
0.23875 0.541446 
0.24 0.529342 
0.24125 0.515464 
0.2425 0.49987 
0.24375 0.48262 
0.245 0.463785 
0.24625 0.443434 
0.2475 0.421645 
0.24875 0.3985 
0.25 0.374082 
0.25125 0.348482 
0.2525 0.321789 
0.25375 0.294101 
0.255 0.265514 
0.25625 0.23613 
0.2575 0.206051 
0.25875 0.175381 
0.26 0.144226 
0.26125 0.112694 
0.2625 0.0808925 
0.26375 0.0489306 
0.265 0.0169168 
0.26625 -0.0150399 
0.2675 -0.0468314 
0.26875 -0.0783502 
0.27 -0.10949 
0.27125 -0.140145 
0.2725 -0.170214 
0.27375 -0.199594 
0.275 -0.228187 
0.27625 -0.255896 
0.2775 -0.28263 
0.27875 -0.308298 
0.28 -0.332813 
0.28125 -0.356094 
0.2825 -0.378061 
0.28375 -0.398642 
0.285 -0.417766 
0.28625 -0.435369 
0.2875 -0.45139 
0.28875 -0.465776 
0.29 -0.478477 
0.29125 -0.48945 
0.2925 -0.498656 
0.29375 -0.506063 
0.295 -0.511646 
0.29625 -0.515383 
0.2975 -0.517261 
0.29875 -0.517271 
0.3 -0.515413 
0.30125 -0.511691 
0.3025 -0.506115 
0.30375 -0.498702 
0.305 -0.489477 
0.30625 -0.478469 
0.3075 -0.465713 
0.30875 -0.451252 
0.31 -0.435133 
0.31125 -0.41741 
0.3125 -0.398143 
0.31375 -0.377396 
0.315 -0.35524 
0.31625 -0.331752 
0.3175 -0.307011 
0.31875 -0.281103 
0.32 -0.254118 
0.32125 -0.22615 
0.3225 -0.197299 
0.32375 -0.167666 
0.325 -0.137356 
0.32625 -0.106479 
0.3275 -0.0751465 
0.32875 -0.0434717 
0.33 -0.011571 
0.33125 0.0204378 
0.3325 0.0524354 
0.33375 0.0843017 
0.335 0.115916 
0.33625 0.147157 
0.3375 0.177905 
0.33875 0.208039 
0.34 0.237441 
0.34125 0.265992 
0.3425 0.293578 
0.34375 0.320086 
0.345 0.345404 
0.34625 0.369426 
0.3475 0.392048 
0.34875 0.41317 
0.35 0.432698 
0.35125 0.45054 
0.3525 0.466613 
0.35375 0.480837 
0.355 0.493139 
0.35625 0.503451 
0.3575 0.511713 
0.35875 0.517873 
0.36 0.521885 
0.36125 0.523711 
0.3625 0.52332 
0.36375 0.520692 
0.365 0.515814 
0.36625 0.50868 
0.3675 0.499296 
0.36875 0.487674 
0.37 0.473839 
0.37125 0.457822 
0.3725 0.439666 
0.37375 0.41942 
0.375 0.397147 
0.37625 0.372916 
0.3775 0.346807 
0.37875 0.318909 
0.38 0.289321 
0.38125 0.25815 
0.3825 0.225512 
0.38375 0.191532 
0.385 0.156344 
0.38625 0.120089 
0.3875 0.0829163 
0.38875 0.0449825 
0.39 0.00645107 
0.39125 -0.0325084 
0.3925 -0.0717202 
0.39375 -0.111003 
0.395 -0.150172 
0.39625 -0.189037 
0.3975 -0.227405 
0.39875 -0.26508 
0.4 -0.301865 
0.40125 -0.337561 
0.4025 -0.371969 
0.40375 -0.404892 
0.405 -0.436132 
0.40625 -0.465496 
0.4075 -0.492793 
0.40875 -0.517838 
0.41 -0.540449 
0.41125 -0.560454 
0.4125 -0.577686 
0.41375 -0.591989 
0.415 -0.603214 
0.41625 -0.611226 
0.4175 -0.6159 
0.41875 -0.617126 
0.42 -0.614807 
0.42125 -0.608863 
0.4225 -0.599229 
0.42375 -0.585859 
0.425 -0.568725 
0.42625 -0.54782 
0.4275 -0.523157 
0.42875 -0.49477 
0.43 -0.462718 
0.43125 -0.427081 
0.4325 -0.387965 
0.43375 -0.3455 
0.435 -0.299843 
0.43625 -0.251177 
0.4375 -0.199709 
0.43875 -0.145676 
0.44 -0.0893416 
0.44125 -0.0309944 
0.4425 0.029048 
0.44375 0.090442 
0.445 0.152818 
0.44625 0.21578 
0.4475 0.278908 
0.44875 0.341758 
0.45 0.403864 
0.45125 0.464739 
0.4525 0.523877 
0.45375 0.580756 
0.455 0.634838 
0.45625 0.685575 
0.4575 0.732408 
0.45875 0.774777 
0.46 0.812117 
0.46125 0.843867 
0.4625 0.869475 
0.46375 0.8884 
0.465 0.900122 
0.46625 0.904143 
0.4675 0.899997 
0.46875 0.887258 
0.47 0.865543 
0.47125 0.834528 
0.4725 0.79395 
0.47375 0.74362 
0.475 0.683433 
0.47625 0.613379 
0.4775 0.533556 
0.47875 0.444182 
0.48 0.345607 
0.48125 0.23833 
0.4825 0.123015 
0.48375 0.000502647 
0.485 -0.128166 
0.48625 -0.261735 
0.4875 -0.398714 
0.48875 -0.537355 
0.49 -0.675635 
0.49125 -0.811227 
0.4925 -0.941479 
0.49375 -1.06339 
0.495 -1.17358 
0.49625 -1.26827 
0.4975 -1.34322 
0.49875 -1.39376 
0.5 -1.41468 


0.5 -1.41468 
0.50125 -1.39376 
0.5025 -1.34322 
0.50375 -1.26827 
0.505 -1.17358 
0.50625 -1.06339 
0.5075 -0.941479 
0.50875 -0.811227 
