# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_2> 
0 0 
0.00125 -4.37657e-05 
0.0025 -0.000174412 
0.00375 -0.000390752 
0.005 -0.000691601 
0.00625 -0.00107578 
0.0075 -0.00154209 
0.00875 -0.00208937 
0.01 -0.00271642 
0.01125 -0.00342206 
0.0125 -0.00420513 
0.01375 -0.00506443 
0.015 -0.00599878 
0.01625 -0.00700702 
0.0175 -0.00808796 
0.01875 -0.00924043 
0.02 -0.0104632 
0.02125 -0.0117552 
0.0225 -0.0131152 
0.02375 -0.0145421 
0.025 -0.0160346 
0.02625 -0.0175915 
0.0275 -0.0192118 
0.02875 -0.0208943 
0.03 -0.0226377 
0.03125 -0.024441 
0.0325 -0.0263029 
0.03375 -0.0282223 
0.035 -0.0301981 
0.03625 -0.032229 
0.0375 -0.034314 
0.03875 -0.0364518 
0.04 -0.0386413 
0.04125 -0.0408813 
0.0425 -0.0431708 
0.04375 -0.0455085 
0.045 -0.0478933 
0.04625 -0.0503241 
0.0475 -0.0527997 
0.04875 -0.0553189 
0.05 -0.0578807 
0.05125 -0.060484 
0.0525 -0.0631274 
0.05375 -0.0658101 
0.055 -0.0685307 
0.05625 -0.0712882 
0.0575 -0.0740815 
0.05875 -0.0769095 
0.06 -0.079771 
0.06125 -0.0826649 
0.0625 -0.0855901 
0.06375 -0.0885455 
0.065 -0.09153 
0.06625 -0.0945425 
0.0675 -0.097582 
0.06875 -0.100647 
0.07 -0.103737 
0.07125 -0.106851 
0.0725 -0.109987 
0.07375 -0.113145 
0.075 -0.116323 
0.07625 -0.11952 
0.0775 -0.122736 
0.07875 -0.125969 
0.08 -0.129218 
0.08125 -0.132482 
0.0825 -0.135761 
0.08375 -0.139052 
0.085 -0.142355 
0.08625 -0.14567 
0.0875 -0.148994 
0.08875 -0.152327 
0.09 -0.155669 
0.09125 -0.159017 
0.0925 -0.162371 
0.09375 -0.16573 
0.095 -0.169093 
0.09625 -0.172458 
0.0975 -0.175826 
0.09875 -0.179195 
0.1 -0.182564 
0.10125 -0.185931 
0.1025 -0.189297 
0.10375 -0.19266 
0.105 -0.19602 
0.10625 -0.199374 
0.1075 -0.202723 
0.10875 -0.206065 
0.11 -0.2094 
0.11125 -0.212727 
0.1125 -0.216044 
0.11375 -0.219351 
0.115 -0.222646 
0.11625 -0.22593 
0.1175 -0.229201 
0.11875 -0.232458 
0.12 -0.235701 
0.12125 -0.238928 
0.1225 -0.242139 
0.12375 -0.245333 
0.125 -0.248509 
0.12625 -0.251666 
0.1275 -0.254804 
0.12875 -0.257921 
0.13 -0.261017 
0.13125 -0.264091 
0.1325 -0.267142 
0.13375 -0.27017 
0.135 -0.273174 
0.13625 -0.276152 
0.1375 -0.279105 
0.13875 -0.282031 
0.14 -0.28493 
0.14125 -0.287801 
0.1425 -0.290643 
0.14375 -0.293456 
0.145 -0.296238 
0.14625 -0.29899 
0.1475 -0.301711 
0.14875 -0.304399 
0.15 -0.307054 
0.15125 -0.309676 
0.1525 -0.312264 
0.15375 -0.314818 
0.155 -0.317336 
0.15625 -0.319818 
0.1575 -0.322263 
0.15875 -0.324671 
0.16 -0.327041 
0.16125 -0.329374 
0.1625 -0.331667 
0.16375 -0.333921 
0.165 -0.336134 
0.16625 -0.338307 
0.1675 -0.34044 
0.16875 -0.34253 
0.17 -0.344579 
0.17125 -0.346584 
0.1725 -0.348547 
0.17375 -0.350466 
0.175 -0.352341 
0.17625 -0.354172 
0.1775 -0.355958 
0.17875 -0.357698 
0.18 -0.359392 
0.18125 -0.36104 
0.1825 -0.362642 
0.18375 -0.364196 
0.185 -0.365703 
0.18625 -0.367163 
0.1875 -0.368574 
0.18875 -0.369936 
0.19 -0.37125 
0.19125 -0.372514 
0.1925 -0.373729 
0.19375 -0.374894 
0.195 -0.376008 
0.19625 -0.377073 
0.1975 -0.378086 
0.19875 -0.379049 
0.2 -0.37996 
0.20125 -0.380819 
0.2025 -0.381627 
0.20375 -0.382383 
0.205 -0.383086 
0.20625 -0.383737 
0.2075 -0.384336 
0.20875 -0.384881 
0.21 -0.385373 
0.21125 -0.385813 
0.2125 -0.386199 
0.21375 -0.386531 
0.215 -0.386809 
0.21625 -0.387034 
0.2175 -0.387205 
0.21875 -0.387322 
0.22 -0.387385 
0.22125 -0.387394 
0.2225 -0.387348 
0.22375 -0.387248 
0.225 -0.387094 
0.22625 -0.386885 
0.2275 -0.386622 
0.22875 -0.386305 
0.23 -0.385933 
0.23125 -0.385506 
0.2325 -0.385025 
0.23375 -0.38449 
0.235 -0.3839 
0.23625 -0.383255 
0.2375 -0.382557 
0.23875 -0.381804 
0.24 -0.380997 
0.24125 -0.380136 
0.2425 -0.379221 
0.24375 -0.378252 
0.245 -0.377229 
0.24625 -0.376152 
0.2475 -0.375022 
0.24875 -0.373839 
0.25 -0.372602 
0.25125 -0.371313 
0.2525 -0.36997 
0.25375 -0.368575 
0.255 -0.367127 
0.25625 -0.365627 
0.2575 -0.364075 
0.25875 -0.362471 
0.26 -0.360815 
0.26125 -0.359109 
0.2625 -0.357351 
0.26375 -0.355542 
0.265 -0.353682 
0.26625 -0.351773 
0.2675 -0.349813 
0.26875 -0.347804 
0.27 -0.345745 
0.27125 -0.343637 
0.2725 -0.341481 
0.27375 -0.339276 
0.275 -0.337023 
0.27625 -0.334722 
0.2775 -0.332375 
0.27875 -0.32998 
0.28 -0.327539 
0.28125 -0.325052 
0.2825 -0.322519 
0.28375 -0.31994 
0.285 -0.317317 
0.28625 -0.31465 
0.2875 -0.311938 
0.28875 -0.309183 
0.29 -0.306385 
0.29125 -0.303545 
0.2925 -0.300662 
0.29375 -0.297737 
0.295 -0.294772 
0.29625 -0.291765 
0.2975 -0.288719 
0.29875 -0.285633 
0.3 -0.282508 
0.30125 -0.279344 
0.3025 -0.276143 
0.30375 -0.272904 
0.305 -0.269628 
0.30625 -0.266315 
0.3075 -0.262967 
0.30875 -0.259584 
0.31 -0.256166 
0.31125 -0.252714 
0.3125 -0.249229 
0.31375 -0.245711 
0.315 -0.242161 
0.31625 -0.238579 
0.3175 -0.234966 
0.31875 -0.231323 
0.32 -0.227651 
0.32125 -0.223949 
0.3225 -0.220219 
0.32375 -0.216462 
0.325 -0.212677 
0.32625 -0.208866 
0.3275 -0.205029 
0.32875 -0.201168 
0.33 -0.197282 
0.33125 -0.193373 
0.3325 -0.18944 
0.33375 -0.185486 
0.335 -0.18151 
0.33625 -0.177514 
0.3375 -0.173497 
0.33875 -0.169461 
0.34 -0.165407 
0.34125 -0.161335 
0.3425 -0.157245 
0.34375 -0.15314 
0.345 -0.149019 
0.34625 -0.144883 
0.3475 -0.140733 
0.34875 -0.13657 
0.35 -0.132395 
0.35125 -0.128208 
0.3525 -0.124009 
0.35375 -0.119801 
0.355 -0.115584 
0.35625 -0.111357 
0.3575 -0.107123 
0.35875 -0.102882 
0.36 -0.0986354 
0.36125 -0.0943829 
0.3625 -0.0901259 
0.36375 -0.0858652 
0.365 -0.0816015 
0.36625 -0.0773357 
0.3675 -0.0730686 
0.36875 -0.068801 
0.37 -0.0645338 
0.37125 -0.0602677 
0.3725 -0.0560036 
0.37375 -0.0517423 
0.375 -0.0474847 
0.37625 -0.0432315 
0.3775 -0.0389837 
0.37875 -0.034742 
0.38 -0.0305073 
0.38125 -0.0262804 
0.3825 -0.0220621 
0.38375 -0.0178534 
0.385 -0.0136549 
0.38625 -0.00946766 
0.3875 -0.0052924 
0.38875 -0.00112999 
0.39 0.00301873 
0.39125 0.00715292 
0.3925 0.0112717 
0.39375 0.0153743 
0.395 0.0194599 
0.39625 0.0235276 
0.3975 0.0275765 
0.39875 0.0316059 
0.4 0.0356149 
0.40125 0.0396026 
0.4025 0.0435683 
0.40375 0.047511 
0.405 0.0514301 
0.40625 0.0553245 
0.4075 0.0591935 
0.40875 0.0630364 
0.41 0.0668521 
0.41125 0.07064 
0.4125 0.0743992 
0.41375 0.0781289 
0.415 0.0818282 
0.41625 0.0854965 
0.4175 0.0891327 
0.41875 0.0927362 
0.42 0.0963061 
0.42125 0.0998417 
0.4225 0.103342 
0.42375 0.106807 
0.425 0.110234 
0.42625 0.113624 
0.4275 0.116976 
0.42875 0.120289 
0.43 0.123562 
0.43125 0.126794 
0.4325 0.129985 
0.43375 0.133134 
0.435 0.13624 
0.43625 0.139302 
0.4375 0.14232 
0.43875 0.145292 
0.44 0.148219 
0.44125 0.151099 
0.4425 0.153932 
0.44375 0.156717 
0.445 0.159453 
0.44625 0.16214 
0.4475 0.164776 
0.44875 0.167362 
0.45 0.169896 
0.45125 0.172378 
0.4525 0.174808 
0.45375 0.177183 
0.455 0.179505 
0.45625 0.181772 
0.4575 0.183984 
0.45875 0.186139 
0.46 0.188238 
0.46125 0.19028 
0.4625 0.192264 
0.46375 0.194189 
0.465 0.196056 
0.46625 0.197863 
0.4675 0.19961 
0.46875 0.201296 
0.47 0.202921 
0.47125 0.204485 
0.4725 0.205986 
0.47375 0.207425 
0.475 0.208801 
0.47625 0.210113 
0.4775 0.211361 
0.47875 0.212544 
0.48 0.213663 
0.48125 0.214716 
0.4825 0.215703 
0.48375 0.216625 
0.485 0.21748 
0.48625 0.218268 
0.4875 0.218989 
0.48875 0.219642 
0.49 0.220228 
0.49125 0.220745 
0.4925 0.221195 
0.49375 0.221575 
0.495 0.221887 
0.49625 0.22213 
0.4975 0.222303 
0.49875 0.222408 
0.5 0.222442 


0.5 0.222442 
0.50125 0.222408 
0.5025 0.222303 
0.50375 0.22213 
0.505 0.221887 
0.50625 0.221575 
0.5075 0.221195 
0.50875 0.220745 
0.51 0.220228 
