# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_M_1> 
0 0 
0.00125 0.119802 
0.0025 0.218342 
0.00375 0.297839 
0.005 0.360348 
0.00625 0.407769 
0.0075 0.441855 
0.00875 0.464223 
0.01 0.476359 
0.01125 0.479627 
0.0125 0.475275 
0.01375 0.464445 
0.015 0.448176 
0.01625 0.427413 
0.0175 0.403011 
0.01875 0.375743 
0.02 0.346305 
0.02125 0.315318 
0.0225 0.283337 
0.02375 0.250854 
0.025 0.218304 
0.02625 0.186065 
0.0275 0.154468 
0.02875 0.123796 
0.03 0.0942907 
0.03125 0.0661539 
0.0325 0.0395517 
0.03375 0.0146174 
0.035 -0.0085454 
0.03625 -0.0298605 
0.0375 -0.0492762 
0.03875 -0.0667631 
0.04 -0.0823117 
0.04125 -0.0959302 
0.0425 -0.107643 
0.04375 -0.117488 
0.045 -0.125515 
0.04625 -0.131786 
0.0475 -0.13637 
0.04875 -0.139346 
0.05 -0.140798 
0.05125 -0.140814 
0.0525 -0.139489 
0.05375 -0.136919 
0.055 -0.133202 
0.05625 -0.128439 
0.0575 -0.12273 
0.05875 -0.116175 
0.06 -0.108875 
0.06125 -0.100925 
0.0625 -0.0924242 
0.06375 -0.0834644 
0.065 -0.0741367 
0.06625 -0.0645288 
0.0675 -0.0547249 
0.06875 -0.0448053 
0.07 -0.0348464 
0.07125 -0.0249206 
0.0725 -0.0150958 
0.07375 -0.00543546 
0.075 0.00400128 
0.07625 0.0131599 
0.0775 0.0219906 
0.07875 0.0304478 
0.08 0.0384908 
0.08125 0.0460832 
0.0825 0.0531933 
0.08375 0.0597933 
0.085 0.0658601 
0.08625 0.0713746 
0.0875 0.0763215 
0.08875 0.0806897 
0.09 0.0844717 
0.09125 0.0876635 
0.0925 0.0902647 
0.09375 0.0922781 
0.095 0.0937094 
0.09625 0.0945674 
0.0975 0.0948636 
0.09875 0.094612 
