# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_M_13> 
0 0 
0.00125 -0.00361035 
0.0025 0.00857002 
0.00375 0.0346754 
0.005 0.0729467 
0.00625 0.121729 
0.0075 0.179466 
0.00875 0.244702 
0.01 0.316073 
0.01125 0.392308 
0.0125 0.472222 
0.01375 0.554718 
0.015 0.638779 
0.01625 0.723468 
0.0175 0.807923 
0.01875 0.891358 
0.02 0.973054 
0.02125 1.05236 
0.0225 1.12869 
0.02375 1.20153 
0.025 1.2704 
0.02625 1.33491 
0.0275 1.39468 
0.02875 1.44943 
0.03 1.49889 
0.03125 1.54286 
0.0325 1.58117 
0.03375 1.61369 
0.035 1.64034 
0.03625 1.66107 
0.0375 1.67587 
0.03875 1.68474 
0.04 1.68774 
0.04125 1.68493 
0.0425 1.67643 
0.04375 1.66234 
0.045 1.64282 
0.04625 1.61802 
0.0475 1.58814 
0.04875 1.55337 
0.05 1.51392 
0.05125 1.47002 
0.0525 1.42192 
0.05375 1.36984 
0.055 1.31406 
0.05625 1.25484 
0.0575 1.19244 
0.05875 1.12715 
0.06 1.05923 
0.06125 0.98897 
0.0625 0.916651 
0.06375 0.842551 
0.065 0.766952 
0.06625 0.690132 
0.0675 0.612366 
0.06875 0.533925 
0.07 0.455078 
0.07125 0.376087 
0.0725 0.297208 
0.07375 0.218692 
0.075 0.140781 
0.07625 0.0637112 
0.0775 -0.0122904 
0.07875 -0.0870049 
0.08 -0.160222 
0.08125 -0.231742 
0.0825 -0.301373 
0.08375 -0.368935 
0.085 -0.434257 
0.08625 -0.497178 
0.0875 -0.557549 
0.08875 -0.615231 
0.09 -0.670096 
0.09125 -0.722026 
0.0925 -0.770916 
0.09375 -0.816671 
0.095 -0.859206 
0.09625 -0.898449 
0.0975 -0.934336 
0.09875 -0.966816 
0.1 -0.99585 
0.10125 -1.02141 
0.1025 -1.04346 
0.10375 -1.06201 
0.105 -1.07706 
0.10625 -1.0886 
0.1075 -1.09667 
0.10875 -1.10129 
0.11 -1.1025 
0.11125 -1.10035 
0.1125 -1.09488 
0.11375 -1.08617 
0.115 -1.07428 
0.11625 -1.05929 
0.1175 -1.04129 
0.11875 -1.02037 
0.12 -0.99663 
0.12125 -0.970168 
0.1225 -0.941097 
0.12375 -0.909532 
0.125 -0.875594 
0.12625 -0.839405 
0.1275 -0.801096 
0.12875 -0.760797 
0.13 -0.718645 
0.13125 -0.674778 
0.1325 -0.629336 
0.13375 -0.582463 
0.135 -0.534303 
0.13625 -0.485003 
0.1375 -0.43471 
0.13875 -0.383571 
0.14 -0.331736 
0.14125 -0.279351 
0.1425 -0.226564 
0.14375 -0.173522 
0.145 -0.120371 
0.14625 -0.0672558 
0.1475 -0.0143176 
0.14875 0.0383027 
0.15 0.090467 
0.15125 0.14204 
0.1525 0.19289 
0.15375 0.242886 
0.155 0.291905 
0.15625 0.339823 
0.1575 0.386522 
0.15875 0.43189 
0.16 0.475817 
0.16125 0.518197 
0.1625 0.558932 
0.16375 0.597926 
0.165 0.635089 
0.16625 0.670338 
0.1675 0.703593 
0.16875 0.73478 
0.17 0.763833 
0.17125 0.790688 
0.1725 0.815291 
0.17375 0.83759 
0.175 0.857542 
0.17625 0.875109 
0.1775 0.890258 
0.17875 0.902963 
0.18 0.913206 
0.18125 0.920971 
0.1825 0.926252 
0.18375 0.929047 
0.185 0.92936 
0.18625 0.927202 
0.1875 0.922589 
0.18875 0.915543 
0.19 0.906092 
0.19125 0.89427 
0.1925 0.880115 
0.19375 0.863673 
0.195 0.844992 
0.19625 0.824127 
0.1975 0.801139 
0.19875 0.776092 
0.2 0.749054 
0.20125 0.720101 
0.2025 0.68931 
0.20375 0.656763 
0.205 0.622546 
0.20625 0.586749 
0.2075 0.549466 
0.20875 0.510792 
0.21 0.470827 
0.21125 0.429674 
0.2125 0.387437 
0.21375 0.344224 
0.215 0.300143 
0.21625 0.255308 
0.2175 0.209829 
0.21875 0.163821 
0.22 0.117399 
0.22125 0.07068 
0.2225 0.0237799 
0.22375 -0.0231844 
0.225 -0.0700956 
0.22625 -0.116837 
0.2275 -0.163293 
0.22875 -0.209346 
0.23 -0.254883 
0.23125 -0.29979 
0.2325 -0.343956 
0.23375 -0.387268 
0.235 -0.429621 
0.23625 -0.470906 
0.2375 -0.511021 
0.23875 -0.549864 
0.24 -0.587337 
0.24125 -0.623345 
0.2425 -0.657796 
0.24375 -0.690602 
0.245 -0.721678 
0.24625 -0.750944 
0.2475 -0.778323 
0.24875 -0.803743 
0.25 -0.827135 
0.25125 -0.848438 
0.2525 -0.867591 
0.25375 -0.884542 
0.255 -0.899242 
0.25625 -0.911648 
0.2575 -0.921722 
0.25875 -0.92943 
0.26 -0.934746 
0.26125 -0.937648 
0.2625 -0.93812 
0.26375 -0.936151 
0.265 -0.931737 
0.26625 -0.92488 
0.2675 -0.915585 
0.26875 -0.903866 
0.27 -0.889741 
0.27125 -0.873236 
0.2725 -0.854379 
0.27375 -0.833207 
0.275 -0.809762 
0.27625 -0.784091 
0.2775 -0.756246 
0.27875 -0.726288 
0.28 -0.694278 
0.28125 -0.660287 
0.2825 -0.624389 
0.28375 -0.586664 
0.285 -0.547195 
0.28625 -0.506072 
0.2875 -0.463389 
0.28875 -0.419245 
0.29 -0.373741 
0.29125 -0.326984 
0.2925 -0.279085 
0.29375 -0.230158 
0.295 -0.18032 
0.29625 -0.129693 
0.2975 -0.0783994 
0.29875 -0.0265662 
0.3 0.0256779 
0.30125 0.0782018 
0.3025 0.130873 
0.30375 0.183556 
0.305 0.236117 
0.30625 0.288417 
0.3075 0.34032 
0.30875 0.391687 
0.31 0.442381 
0.31125 0.492264 
0.3125 0.541199 
0.31375 0.589049 
0.315 0.635679 
0.31625 0.680956 
0.3175 0.724748 
0.31875 0.766926 
0.32 0.807362 
0.32125 0.845933 
0.3225 0.882518 
0.32375 0.917 
0.325 0.949264 
0.32625 0.979203 
0.3275 1.00671 
0.32875 1.03169 
