# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_wrt_M_1> 
0 0 
0.00125 0.0111071 
0.0025 0.0222135 
0.00375 0.0333185 
0.005 0.0444215 
0.00625 0.0555218 
0.0075 0.0666186 
0.00875 0.0777113 
0.01 0.0887992 
0.01125 0.0998816 
0.0125 0.110958 
0.01375 0.122027 
0.015 0.133089 
0.01625 0.144143 
0.0175 0.155188 
0.01875 0.166223 
0.02 0.177248 
0.02125 0.188262 
0.0225 0.199264 
0.02375 0.210255 
0.025 0.221232 
0.02625 0.232195 
0.0275 0.243144 
0.02875 0.254079 
0.03 0.264997 
0.03125 0.275899 
0.0325 0.286785 
0.03375 0.297652 
0.035 0.308501 
0.03625 0.319331 
0.0375 0.330142 
0.03875 0.340932 
0.04 0.351701 
0.04125 0.362448 
0.0425 0.373173 
0.04375 0.383875 
0.045 0.394553 
0.04625 0.405207 
0.0475 0.415836 
0.04875 0.426439 
0.05 0.437016 
0.05125 0.447566 
0.0525 0.458088 
0.05375 0.468583 
0.055 0.479048 
0.05625 0.489483 
0.0575 0.499889 
0.05875 0.510264 
0.06 0.520607 
0.06125 0.530918 
0.0625 0.541196 
0.06375 0.551441 
0.065 0.561652 
0.06625 0.571828 
0.0675 0.581969 
0.06875 0.592074 
0.07 0.602143 
0.07125 0.612174 
0.0725 0.622168 
0.07375 0.632123 
0.075 0.64204 
0.07625 0.651916 
0.0775 0.661753 
0.07875 0.671548 
0.08 0.681303 
0.08125 0.691015 
0.0825 0.700684 
0.08375 0.710311 
0.085 0.719893 
0.08625 0.729431 
0.0875 0.738925 
0.08875 0.748372 
0.09 0.757774 
0.09125 0.767128 
0.0925 0.776435 
0.09375 0.785695 
0.095 0.794906 
0.09625 0.804068 
0.0975 0.81318 
0.09875 0.822242 
0.1 0.831254 
0.10125 0.840214 
0.1025 0.849122 
0.10375 0.857978 
0.105 0.866781 
0.10625 0.875531 
0.1075 0.884227 
0.10875 0.892868 
0.11 0.901454 
0.11125 0.909984 
0.1125 0.918458 
0.11375 0.926876 
0.115 0.935236 
0.11625 0.943539 
0.1175 0.951783 
0.11875 0.959969 
0.12 0.968096 
0.12125 0.976163 
0.1225 0.984169 
0.12375 0.992115 
0.125 1 
0.12625 1.00782 
0.1275 1.01558 
0.12875 1.02328 
0.13 1.03092 
0.13125 1.03849 
0.1325 1.046 
0.13375 1.05344 
0.135 1.06082 
0.13625 1.06813 
0.1375 1.07538 
0.13875 1.08256 
0.14 1.08967 
0.14125 1.09672 
0.1425 1.1037 
0.14375 1.11061 
0.145 1.11745 
0.14625 1.12422 
0.1475 1.13092 
0.14875 1.13756 
0.15 1.14412 
0.15125 1.15062 
0.1525 1.15704 
0.15375 1.16339 
0.155 1.16967 
0.15625 1.17588 
0.1575 1.18201 
0.15875 1.18807 
0.16 1.19406 
0.16125 1.19997 
0.1625 1.20582 
0.16375 1.21158 
0.165 1.21727 
0.16625 1.22289 
0.1675 1.22843 
0.16875 1.2339 
0.17 1.23928 
0.17125 1.2446 
0.1725 1.24983 
0.17375 1.25499 
0.175 1.26007 
0.17625 1.26508 
0.1775 1.27 
0.17875 1.27485 
0.18 1.27962 
0.18125 1.28431 
0.1825 1.28892 
0.18375 1.29345 
0.185 1.2979 
0.18625 1.30227 
0.1875 1.30656 
0.18875 1.31077 
0.19 1.3149 
0.19125 1.31895 
0.1925 1.32292 
0.19375 1.3268 
0.195 1.33061 
0.19625 1.33433 
0.1975 1.33797 
0.19875 1.34152 
0.2 1.345 
0.20125 1.34839 
0.2025 1.3517 
0.20375 1.35492 
0.205 1.35806 
0.20625 1.36112 
0.2075 1.36409 
0.20875 1.36698 
0.21 1.36978 
0.21125 1.3725 
0.2125 1.37514 
0.21375 1.37769 
0.215 1.38015 
0.21625 1.38254 
0.2175 1.38483 
0.21875 1.38704 
0.22 1.38916 
0.22125 1.3912 
0.2225 1.39315 
0.22375 1.39502 
0.225 1.3968 
0.22625 1.3985 
0.2275 1.4001 
0.22875 1.40163 
0.23 1.40306 
0.23125 1.40441 
0.2325 1.40567 
0.23375 1.40685 
0.235 1.40794 
0.23625 1.40894 
0.2375 1.40985 
0.23875 1.41068 
0.24 1.41142 
0.24125 1.41208 
0.2425 1.41264 
0.24375 1.41312 
0.245 1.41352 
0.24625 1.41382 
0.2475 1.41404 
0.24875 1.41417 
0.25 1.41421 
0.25125 1.41417 
0.2525 1.41404 
0.25375 1.41382 
0.255 1.41352 
0.25625 1.41312 
0.2575 1.41264 
0.25875 1.41208 
0.26 1.41142 
0.26125 1.41068 
0.2625 1.40985 
0.26375 1.40894 
0.265 1.40794 
0.26625 1.40685 
0.2675 1.40567 
