# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_M_16> 
0 0 
0.00125 -0.0116486 
0.0025 0.00793921 
0.00375 0.0531941 
0.005 0.11909 
0.00625 0.201107 
0.0075 0.2952 
0.00875 0.397763 
0.01 0.5056 
0.01125 0.615895 
0.0125 0.726188 
0.01375 0.834339 
0.015 0.938516 
0.01625 1.03716 
0.0175 1.12896 
0.01875 1.21286 
0.02 1.288 
0.02125 1.35372 
0.0225 1.40952 
0.02375 1.4551 
0.025 1.49027 
0.02625 1.51497 
0.0275 1.52927 
0.02875 1.53335 
0.03 1.52745 
0.03125 1.51191 
0.0325 1.48714 
0.03375 1.4536 
0.035 1.4118 
0.03625 1.36228 
0.0375 1.30564 
0.03875 1.24247 
0.04 1.17342 
0.04125 1.09911 
0.0425 1.02019 
0.04375 0.937315 
0.045 0.851119 
0.04625 0.762243 
0.0475 0.67131 
0.04875 0.578931 
0.05 0.485699 
0.05125 0.392186 
0.0525 0.29894 
0.05375 0.206487 
0.055 0.115325 
0.05625 0.0259244 
0.0575 -0.0612739 
0.05875 -0.145858 
0.06 -0.227448 
0.06125 -0.305695 
0.0625 -0.38028 
0.06375 -0.450917 
0.065 -0.517352 
0.06625 -0.579361 
0.0675 -0.636751 
0.06875 -0.689362 
0.07 -0.737061 
0.07125 -0.779745 
0.0725 -0.81734 
0.07375 -0.849799 
0.075 -0.877102 
0.07625 -0.899255 
0.0775 -0.916286 
0.07875 -0.928249 
0.08 -0.935218 
0.08125 -0.93729 
0.0825 -0.934579 
0.08375 -0.927221 
0.085 -0.915364 
0.08625 -0.899177 
0.0875 -0.878839 
0.08875 -0.854544 
0.09 -0.826499 
0.09125 -0.79492 
0.0925 -0.760032 
0.09375 -0.722069 
0.095 -0.681271 
0.09625 -0.637885 
0.0975 -0.592159 
0.09875 -0.544349 
0.1 -0.494708 
0.10125 -0.443494 
0.1025 -0.390963 
0.10375 -0.33737 
0.105 -0.28297 
0.10625 -0.228012 
0.1075 -0.172742 
0.10875 -0.117404 
0.11 -0.0622337 
0.11125 -0.00746117 
0.1125 0.0466898 
0.11375 0.100003 
0.115 0.152271 
0.11625 0.203294 
0.1175 0.252883 
0.11875 0.300856 
0.12 0.347043 
0.12125 0.391285 
0.1225 0.433432 
0.12375 0.473345 
0.125 0.510898 
0.12625 0.545975 
0.1275 0.578472 
0.12875 0.608296 
0.13 0.635367 
0.13125 0.659615 
0.1325 0.680983 
0.13375 0.699426 
0.135 0.714908 
0.13625 0.727409 
0.1375 0.736915 
0.13875 0.743428 
0.14 0.746956 
0.14125 0.747522 
0.1425 0.745157 
0.14375 0.739903 
0.145 0.731809 
0.14625 0.720938 
0.1475 0.707359 
0.14875 0.691149 
0.15 0.672395 
0.15125 0.651192 
0.1525 0.627639 
0.15375 0.601847 
0.155 0.573929 
0.15625 0.544006 
0.1575 0.512204 
0.15875 0.478654 
0.16 0.443492 
0.16125 0.406857 
0.1625 0.368891 
0.16375 0.32974 
0.165 0.289554 
0.16625 0.248481 
0.1675 0.206675 
0.16875 0.164286 
0.17 0.121469 
0.17125 0.0783755 
0.1725 0.0351591 
0.17375 -0.00802902 
0.175 -0.0510388 
0.17625 -0.0937221 
0.1775 -0.135933 
0.17875 -0.177529 
0.18 -0.218369 
0.18125 -0.258317 
0.1825 -0.297241 
0.18375 -0.335013 
0.185 -0.371509 
0.18625 -0.406612 
0.1875 -0.440206 
0.18875 -0.472187 
0.19 -0.50245 
0.19125 -0.530902 
0.1925 -0.557453 
0.19375 -0.58202 
0.195 -0.604528 
0.19625 -0.624908 
0.1975 -0.643098 
0.19875 -0.659045 
0.2 -0.672701 
0.20125 -0.684026 
0.2025 -0.692989 
0.20375 -0.699566 
0.205 -0.70374 
0.20625 -0.705502 
0.2075 -0.70485 
0.20875 -0.701791 
0.21 -0.696338 
0.21125 -0.688512 
0.2125 -0.678343 
0.21375 -0.665866 
0.215 -0.651124 
0.21625 -0.634167 
0.2175 -0.615052 
0.21875 -0.593842 
0.22 -0.570607 
0.22125 -0.545422 
0.2225 -0.518371 
0.22375 -0.489541 
0.225 -0.459024 
0.22625 -0.426919 
0.2275 -0.393329 
0.22875 -0.358363 
0.23 -0.322131 
0.23125 -0.284751 
0.2325 -0.24634 
0.23375 -0.207024 
0.235 -0.166926 
0.23625 -0.126175 
0.2375 -0.0849012 
0.23875 -0.043237 
0.24 -0.0013159 
0.24125 0.0407278 
0.2425 0.0827589 
0.24375 0.124642 
0.245 0.166242 
0.24625 0.207424 
0.2475 0.248054 
0.24875 0.288001 
0.25 0.327132 
0.25125 0.365321 
0.2525 0.402439 
0.25375 0.438365 
0.255 0.472978 
0.25625 0.506161 
0.2575 0.537802 
0.25875 0.567792 
0.26 0.596028 
0.26125 0.62241 
0.2625 0.646846 
0.26375 0.669245 
0.265 0.689527 
0.26625 0.707615 
0.2675 0.723439 
0.26875 0.736935 
0.27 0.748047 
0.27125 0.756725 
0.2725 0.762926 
0.27375 0.766616 
0.275 0.767767 
0.27625 0.766358 
0.2775 0.762377 
0.27875 0.755821 
0.28 0.746692 
0.28125 0.735002 
0.2825 0.720771 
0.28375 0.704027 
0.285 0.684804 
0.28625 0.663147 
0.2875 0.639108 
0.28875 0.612744 
0.29 0.584125 
0.29125 0.553324 
0.2925 0.520425 
0.29375 0.485516 
0.295 0.448696 
0.29625 0.410067 
0.2975 0.36974 
0.29875 0.327833 
0.3 0.284469 
0.30125 0.239777 
0.3025 0.193893 
0.30375 0.146955 
0.305 0.0991102 
0.30625 0.0505075 
0.3075 0.00130084 
0.30875 -0.048352 
0.31 -0.09829 
0.31125 -0.148349 
0.3125 -0.198363 
0.31375 -0.248163 
0.315 -0.29758 
0.31625 -0.346441 
0.3175 -0.394577 
0.31875 -0.441814 
0.32 -0.487982 
0.32125 -0.532911 
0.3225 -0.576433 
0.32375 -0.61838 
0.325 -0.65859 
0.32625 -0.696902 
0.3275 -0.733158 
0.32875 -0.767207 
0.33 -0.798901 
0.33125 -0.828098 
0.3325 -0.854661 
0.33375 -0.878461 
0.335 -0.899374 
0.33625 -0.917287 
0.3375 -0.932091 
0.33875 -0.943689 
0.34 -0.951991 
0.34125 -0.956916 
0.3425 -0.958395 
0.34375 -0.956368 
0.345 -0.950787 
0.34625 -0.941614 
0.3475 -0.928824 
0.34875 -0.912401 
0.35 -0.892345 
0.35125 -0.868667 
0.3525 -0.841389 
0.35375 -0.81055 
0.355 -0.776199 
0.35625 -0.738398 
0.3575 -0.697227 
0.35875 -0.652774 
0.36 -0.605144 
0.36125 -0.554454 
0.3625 -0.500837 
0.36375 -0.444438 
0.365 -0.385414 
0.36625 -0.323938 
0.3675 -0.260193 
0.36875 -0.194378 
0.37 -0.126703 
0.37125 -0.0573889 
0.3725 0.0133304 
0.37375 0.0852101 
0.375 0.157995 
0.37625 0.231419 
0.3775 0.305209 
0.37875 0.37908 
0.38 0.45274 
0.38125 0.525892 
0.3825 0.598229 
0.38375 0.669442 
0.385 0.739216 
0.38625 0.807231 
0.3875 0.873167 
0.38875 0.936703 
0.39 0.997514 
0.39125 1.05528 
0.3925 1.10968 
0.39375 1.16041 
0.395 1.20714 
0.39625 1.24959 
0.3975 1.28744 
0.39875 1.32041 
0.4 1.34824 
0.40125 1.37064 
0.4025 1.38738 
0.40375 1.39822 
0.405 1.40293 
0.40625 1.40133 
0.4075 1.39323 
0.40875 1.37848 
0.41 1.35693 
0.41125 1.32849 
0.4125 1.29306 
0.41375 1.2506 
0.415 1.20108 
0.41625 1.1445 
0.4175 1.08091 
0.41875 1.01037 
0.42 0.932998 
0.42125 0.848934 
0.4225 0.758362 
0.42375 0.661502 
0.425 0.558615 
0.42625 0.450002 
0.4275 0.336008 
0.42875 0.217016 
0.43 0.0934539 
0.43125 -0.0342073 
0.4325 -0.165455 
0.43375 -0.299732 
0.435 -0.43644 
0.43625 -0.574938 
0.4375 -0.714545 
0.43875 -0.854536 
0.44 -0.994151 
0.44125 -1.13259 
0.4425 -1.26902 
0.44375 -1.40257 
0.445 -1.53234 
0.44625 -1.6574 
0.4475 -1.77681 
0.44875 -1.88959 
0.45 -1.99474 
0.45125 -2.09128 
0.4525 -2.17819 
0.45375 -2.25446 
0.455 -2.31908 
0.45625 -2.37108 
0.4575 -2.40946 
0.45875 -2.4333 
0.46 -2.44167 
0.46125 -2.43372 
0.4625 -2.40864 
0.46375 -2.36569 
0.465 -2.30421 
0.46625 -2.22363 
0.4675 -2.12348 
0.46875 -2.00342 
0.47 -1.86323 
0.47125 -1.70285 
0.4725 -1.5224 
0.47375 -1.32217 
0.475 -1.10265 
0.47625 -0.864582 
0.4775 -0.608939 
0.47875 -0.336974 
0.48 -0.0502359 
0.48125 0.249404 
0.4825 0.559721 
0.48375 0.878112 
0.485 1.20156 
0.48625 1.52661 
0.4875 1.84933 
0.48875 2.16528 
0.49 2.46945 
0.49125 2.75627 
0.4925 3.01951 
0.49375 3.2523 
0.495 3.44703 
0.49625 3.59534 
0.4975 3.68804 
0.49875 3.71507 
0.5 3.66548 


0.5 3.66548 
0.50125 3.71507 
0.5025 3.68804 
0.50375 3.59534 
0.505 3.44703 
0.50625 3.2523 
0.5075 3.01951 
0.50875 2.75627 
0.51 2.46945 
0.51125 2.16528 
0.5125 1.84933 
0.51375 1.52661 
0.515 1.20156 
0.51625 0.878112 
0.5175 0.559721 
0.51875 0.249404 
0.52 -0.0502359 
0.52125 -0.336974 
0.5225 -0.608939 
0.52375 -0.864582 
0.525 -1.10265 
0.52625 -1.32217 
0.5275 -1.5224 
0.52875 -1.70285 
0.53 -1.86323 
0.53125 -2.00342 
0.5325 -2.12348 
0.53375 -2.22363 
0.535 -2.30421 
0.53625 -2.36569 
0.5375 -2.40864 
0.53875 -2.43372 
0.54 -2.44167 
0.54125 -2.4333 
0.5425 -2.40946 
0.54375 -2.37108 
0.545 -2.31908 
0.54625 -2.25446 
0.5475 -2.17819 
0.54875 -2.09128 
0.55 -1.99474 
0.55125 -1.88959 
0.5525 -1.77681 
0.55375 -1.6574 
0.555 -1.53234 
