# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_wrt_M_16> 
0 0 
0.00125 -0.121368 
0.0025 -0.244971 
0.00375 -0.368428 
0.005 -0.489667 
0.00625 -0.606901 
0.0075 -0.718609 
0.00875 -0.823513 
0.01 -0.920555 
0.01125 -1.00889 
0.0125 -1.08784 
0.01375 -1.15692 
0.015 -1.21579 
0.01625 -1.26424 
0.0175 -1.30221 
0.01875 -1.32972 
0.02 -1.34691 
0.02125 -1.354 
0.0225 -1.3513 
0.02375 -1.33917 
0.025 -1.31804 
0.02625 -1.28839 
0.0275 -1.25073 
0.02875 -1.20562 
0.03 -1.15362 
0.03125 -1.09534 
0.0325 -1.03138 
0.03375 -0.962367 
0.035 -0.888923 
0.03625 -0.811668 
0.0375 -0.731219 
0.03875 -0.648184 
0.04 -0.563161 
0.04125 -0.476729 
0.0425 -0.389451 
0.04375 -0.301872 
0.045 -0.214513 
0.04625 -0.12787 
0.0475 -0.042415 
0.04875 0.0414057 
0.05 0.123175 
0.05125 0.202503 
0.0525 0.27903 
0.05375 0.352425 
0.055 0.422387 
0.05625 0.488643 
0.0575 0.550953 
0.05875 0.609102 
0.06 0.662909 
0.06125 0.712218 
0.0625 0.756901 
0.06375 0.79686 
0.065 0.832021 
0.06625 0.862337 
0.0675 0.887786 
0.06875 0.908368 
0.07 0.924109 
0.07125 0.935054 
0.0725 0.94127 
0.07375 0.942844 
0.075 0.93988 
0.07625 0.932501 
0.0775 0.920845 
0.07875 0.905064 
0.08 0.885326 
0.08125 0.861809 
0.0825 0.834704 
0.08375 0.804212 
0.085 0.770541 
0.08625 0.733908 
0.0875 0.694538 
0.08875 0.65266 
0.09 0.608506 
0.09125 0.562313 
0.0925 0.514322 
0.09375 0.46477 
0.095 0.4139 
0.09625 0.361952 
0.0975 0.309162 
0.09875 0.255768 
0.1 0.202002 
0.10125 0.148093 
0.1025 0.0942648 
0.10375 0.0407356 
0.105 -0.012282 
0.10625 -0.0645823 
0.1075 -0.115967 
0.10875 -0.166245 
0.11 -0.215235 
0.11125 -0.262763 
0.1125 -0.308663 
0.11375 -0.352783 
0.115 -0.394975 
0.11625 -0.435105 
0.1175 -0.473048 
0.11875 -0.508691 
0.12 -0.541928 
0.12125 -0.572667 
0.1225 -0.600825 
0.12375 -0.626333 
