# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_14> 
0 0 
0.00125 0.0034596 
0.0025 -0.000904805 
0.00375 -0.0118711 
0.005 -0.0283211 
0.00625 -0.0492345 
0.0075 -0.0736831 
0.00875 -0.100826 
0.01 -0.129902 
0.01125 -0.160229 
0.0125 -0.191195 
0.01375 -0.222255 
0.015 -0.252928 
0.01625 -0.282789 
0.0175 -0.311471 
0.01875 -0.338656 
0.02 -0.364071 
0.02125 -0.387491 
0.0225 -0.408729 
0.02375 -0.427634 
0.025 -0.444092 
0.02625 -0.458019 
0.0275 -0.469359 
0.02875 -0.478084 
0.03 -0.484189 
0.03125 -0.48769 
0.0325 -0.488624 
0.03375 -0.487044 
0.035 -0.483018 
0.03625 -0.47663 
0.0375 -0.467973 
0.03875 -0.457153 
0.04 -0.444284 
0.04125 -0.429486 
0.0425 -0.412889 
0.04375 -0.394623 
0.045 -0.374826 
0.04625 -0.353637 
0.0475 -0.331196 
0.04875 -0.307647 
0.05 -0.28313 
0.05125 -0.257787 
0.0525 -0.231759 
0.05375 -0.205184 
0.055 -0.178196 
0.05625 -0.150929 
0.0575 -0.12351 
0.05875 -0.0960651 
0.06 -0.0687142 
0.06125 -0.0415728 
0.0625 -0.0147516 
0.06375 0.011644 
0.065 0.0375143 
0.06625 0.0627649 
0.0675 0.0873074 
0.06875 0.111059 
0.07 0.133944 
0.07125 0.155891 
0.0725 0.176835 
0.07375 0.196718 
0.075 0.215488 
0.07625 0.233099 
0.0775 0.249508 
0.07875 0.264682 
0.08 0.278592 
0.08125 0.291213 
0.0825 0.302528 
0.08375 0.312525 
0.085 0.321195 
0.08625 0.328537 
0.0875 0.334552 
0.08875 0.339247 
0.09 0.342634 
0.09125 0.344728 
0.0925 0.34555 
0.09375 0.345122 
0.095 0.343473 
0.09625 0.340632 
0.0975 0.336633 
0.09875 0.331514 
0.1 0.325315 
0.10125 0.318076 
0.1025 0.309844 
0.10375 0.300665 
0.105 0.290587 
0.10625 0.27966 
0.1075 0.267938 
0.10875 0.255473 
0.11 0.242319 
0.11125 0.228532 
0.1125 0.214167 
0.11375 0.199281 
0.115 0.183931 
0.11625 0.168174 
0.1175 0.152067 
0.11875 0.135666 
0.12 0.119029 
0.12125 0.102211 
0.1225 0.0852668 
0.12375 0.068252 
0.125 0.05122 
0.12625 0.0342233 
0.1275 0.0173134 
0.12875 0.000540395 
0.13 -0.0160469 
0.13125 -0.0324012 
0.1325 -0.0484769 
0.13375 -0.0642299 
0.135 -0.0796179 
0.13625 -0.0946007 
0.1375 -0.10914 
0.13875 -0.123198 
0.14 -0.136742 
0.14125 -0.149738 
0.1425 -0.162157 
0.14375 -0.17397 
0.145 -0.185151 
0.14625 -0.195677 
0.1475 -0.205525 
0.14875 -0.214677 
0.15 -0.223115 
0.15125 -0.230824 
0.1525 -0.237793 
0.15375 -0.244009 
0.155 -0.249466 
0.15625 -0.254157 
0.1575 -0.258078 
0.15875 -0.261228 
0.16 -0.263606 
0.16125 -0.265216 
0.1625 -0.266061 
0.16375 -0.266148 
0.165 -0.265486 
0.16625 -0.264084 
0.1675 -0.261955 
0.16875 -0.259111 
0.17 -0.25557 
0.17125 -0.251347 
0.1725 -0.246462 
0.17375 -0.240934 
0.175 -0.234785 
0.17625 -0.228037 
0.1775 -0.220715 
0.17875 -0.212845 
0.18 -0.204451 
0.18125 -0.195563 
0.1825 -0.186208 
0.18375 -0.176415 
0.185 -0.166214 
0.18625 -0.155636 
0.1875 -0.144713 
0.18875 -0.133476 
0.19 -0.121957 
0.19125 -0.110189 
0.1925 -0.0982057 
0.19375 -0.0860391 
0.195 -0.0737229 
0.19625 -0.0612903 
0.1975 -0.0487747 
0.19875 -0.036209 
0.2 -0.0236264 
0.20125 -0.0110594 
0.2025 0.00145952 
0.20375 0.0138986 
0.205 0.0262262 
0.20625 0.0384117 
0.2075 0.0504246 
0.20875 0.0622354 
0.21 0.0738152 
0.21125 0.085136 
0.2125 0.0961707 
0.21375 0.106893 
0.215 0.117277 
0.21625 0.1273 
0.2175 0.136937 
0.21875 0.146167 
0.22 0.154968 
0.22125 0.163322 
0.2225 0.171209 
0.22375 0.178612 
0.225 0.185515 
0.22625 0.191903 
0.2275 0.197763 
0.22875 0.203084 
0.23 0.207853 
0.23125 0.212063 
0.2325 0.215706 
0.23375 0.218774 
0.235 0.221263 
0.23625 0.22317 
0.2375 0.224492 
0.23875 0.225228 
0.24 0.225379 
0.24125 0.224948 
0.2425 0.223937 
0.24375 0.222352 
0.245 0.220198 
0.24625 0.217483 
0.2475 0.214217 
0.24875 0.210409 
0.25 0.20607 
0.25125 0.201213 
0.2525 0.195852 
0.25375 0.190002 
0.255 0.18368 
0.25625 0.176901 
0.2575 0.169684 
0.25875 0.16205 
0.26 0.154017 
0.26125 0.145606 
0.2625 0.13684 
0.26375 0.127742 
0.265 0.118335 
0.26625 0.108642 
0.2675 0.0986896 
0.26875 0.0885021 
0.27 0.0781057 
0.27125 0.0675267 
0.2725 0.0567918 
0.27375 0.0459283 
0.275 0.0349634 
0.27625 0.0239248 
0.2775 0.0128404 
0.27875 0.00173782 
0.28 -0.00935486 
0.28125 -0.0204098 
0.2825 -0.0313993 
0.28375 -0.0422956 
0.285 -0.0530714 
0.28625 -0.0636995 
0.2875 -0.0741532 
0.28875 -0.0844061 
0.29 -0.0944322 
0.29125 -0.104206 
0.2925 -0.113703 
0.29375 -0.122899 
0.295 -0.131771 
0.29625 -0.140295 
0.2975 -0.14845 
0.29875 -0.156214 
0.3 -0.163568 
0.30125 -0.170493 
0.3025 -0.17697 
0.30375 -0.182981 
0.305 -0.188512 
0.30625 -0.193547 
0.3075 -0.198072 
0.30875 -0.202075 
0.31 -0.205545 
0.31125 -0.208471 
0.3125 -0.210844 
0.31375 -0.212658 
0.315 -0.213907 
0.31625 -0.214585 
0.3175 -0.21469 
0.31875 -0.214219 
0.32 -0.213172 
0.32125 -0.211551 
0.3225 -0.209357 
0.32375 -0.206595 
0.325 -0.203269 
0.32625 -0.199387 
0.3275 -0.194957 
0.32875 -0.189989 
0.33 -0.184492 
0.33125 -0.178481 
0.3325 -0.171969 
0.33375 -0.16497 
0.335 -0.157502 
0.33625 -0.149582 
0.3375 -0.141229 
0.33875 -0.132464 
0.34 -0.123308 
0.34125 -0.113785 
0.3425 -0.103917 
0.34375 -0.093729 
0.345 -0.0832481 
0.34625 -0.0725005 
0.3475 -0.0615141 
0.34875 -0.0503175 
0.35 -0.0389401 
0.35125 -0.0274122 
0.3525 -0.0157646 
0.35375 -0.00402861 
0.355 0.00776372 
0.35625 0.01958 
0.3575 0.0313875 
0.35875 0.0431531 
0.36 0.0548434 
0.36125 0.0664252 
0.3625 0.0778649 
0.36375 0.0891289 
0.365 0.100184 
0.36625 0.110997 
0.3675 0.121535 
0.36875 0.131766 
0.37 0.141658 
0.37125 0.151178 
0.3725 0.160297 
0.37375 0.168985 
0.375 0.177211 
0.37625 0.184949 
0.3775 0.192169 
0.37875 0.198847 
0.38 0.204958 
0.38125 0.210477 
0.3825 0.215382 
0.38375 0.219653 
0.385 0.22327 
0.38625 0.226215 
0.3875 0.228472 
0.38875 0.230027 
0.39 0.230867 
0.39125 0.230982 
0.3925 0.230364 
0.39375 0.229006 
0.395 0.226903 
0.39625 0.224053 
0.3975 0.220457 
0.39875 0.216117 
0.4 0.211036 
0.40125 0.205223 
0.4025 0.198687 
0.40375 0.191438 
0.405 0.183493 
0.40625 0.174867 
0.4075 0.165579 
0.40875 0.155651 
0.41 0.145108 
0.41125 0.133976 
0.4125 0.122283 
0.41375 0.110062 
0.415 0.0973461 
0.41625 0.0841719 
0.4175 0.0705777 
0.41875 0.0566044 
0.42 0.0422951 
0.42125 0.0276948 
0.4225 0.0128508 
0.42375 -0.00218786 
0.425 -0.0173702 
0.42625 -0.0326434 
0.4275 -0.0479533 
0.42875 -0.0632439 
0.43 -0.0784582 
0.43125 -0.0935378 
0.4325 -0.108423 
0.43375 -0.123055 
0.435 -0.13737 
0.43625 -0.15131 
0.4375 -0.164811 
0.43875 -0.177811 
0.44 -0.19025 
0.44125 -0.202067 
0.4425 -0.2132 
0.44375 -0.223589 
0.445 -0.233178 
0.44625 -0.241908 
0.4475 -0.249725 
0.44875 -0.256576 
0.45 -0.262409 
0.45125 -0.267177 
0.4525 -0.270835 
0.45375 -0.273342 
0.455 -0.27466 
0.45625 -0.274755 
0.4575 -0.273599 
0.45875 -0.271168 
0.46 -0.267442 
0.46125 -0.26241 
0.4625 -0.256064 
0.46375 -0.248405 
0.465 -0.239439 
0.46625 -0.229181 
0.4675 -0.217654 
0.46875 -0.204888 
0.47 -0.190924 
0.47125 -0.175811 
0.4725 -0.159608 
0.47375 -0.142385 
0.475 -0.124223 
0.47625 -0.105213 
0.4775 -0.0854585 
0.47875 -0.0650769 
0.48 -0.0441971 
0.48125 -0.0229616 
0.4825 -0.001527 
0.48375 0.0199356 
0.485 0.0412401 
0.48625 0.0621849 
0.4875 0.0825526 
0.48875 0.102109 
0.49 0.120603 
0.49125 0.137767 
0.4925 0.153313 
0.49375 0.166936 
0.495 0.178314 
0.49625 0.187102 
0.4975 0.192938 
0.49875 0.195439 
0.5 0.194201 


0.5 0.194201 
0.50125 0.195439 
0.5025 0.192938 
0.50375 0.187102 
0.505 0.178314 
0.50625 0.166936 
0.5075 0.153313 
0.50875 0.137767 
0.51 0.120603 
0.51125 0.102109 
0.5125 0.0825526 
0.51375 0.0621849 
0.515 0.0412401 
0.51625 0.0199356 
0.5175 -0.001527 
0.51875 -0.0229616 
0.52 -0.0441971 
0.52125 -0.0650769 
0.5225 -0.0854585 
0.52375 -0.105213 
0.525 -0.124223 
0.52625 -0.142385 
0.5275 -0.159608 
0.52875 -0.175811 
0.53 -0.190924 
0.53125 -0.204888 
0.5325 -0.217654 
0.53375 -0.229181 
0.535 -0.239439 
0.53625 -0.248405 
0.5375 -0.256064 
0.53875 -0.26241 
0.54 -0.267442 
0.54125 -0.271168 
0.5425 -0.273599 
0.54375 -0.274755 
0.545 -0.27466 
0.54625 -0.273342 
0.5475 -0.270835 
0.54875 -0.267177 
0.55 -0.262409 
0.55125 -0.256576 
