# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_B_17> 
0 0 
0.00125 0.104882 
0.0025 0.191559 
0.00375 0.261758 
0.005 0.317094 
0.00625 0.359079 
0.0075 0.389122 
0.00875 0.408536 
0.01 0.418545 
0.01125 0.420285 
0.0125 0.414809 
0.01375 0.403092 
0.015 0.386035 
0.01625 0.364467 
0.0175 0.339153 
0.01875 0.310793 
0.02 0.280028 
0.02125 0.24744 
0.0225 0.213562 
0.02375 0.178873 
0.025 0.143807 
0.02625 0.108752 
0.0275 0.0740547 
0.02875 0.0400236 
0.03 0.00692911 
0.03125 -0.0249922 
0.0325 -0.0555358 
0.03375 -0.0845274 
0.035 -0.11182 
0.03625 -0.137293 
0.0375 -0.16085 
0.03875 -0.182415 
0.04 -0.201935 
0.04125 -0.219373 
0.0425 -0.234712 
0.04375 -0.24795 
0.045 -0.259096 
0.04625 -0.268178 
0.0475 -0.27523 
0.04875 -0.2803 
0.05 -0.283445 
0.05125 -0.284728 
0.0525 -0.284222 
0.05375 -0.282004 
0.055 -0.278159 
0.05625 -0.272775 
0.0575 -0.265943 
0.05875 -0.257758 
0.06 -0.248319 
0.06125 -0.237723 
0.0625 -0.226071 
0.06375 -0.213463 
0.065 -0.200001 
0.06625 -0.185783 
0.0675 -0.17091 
0.06875 -0.155479 
0.07 -0.139587 
0.07125 -0.123326 
0.0725 -0.10679 
0.07375 -0.0900665 
0.075 -0.0732425 
0.07625 -0.0564008 
0.0775 -0.0396213 
0.07875 -0.0229803 
0.08 -0.00655052 
0.08125 0.00959904 
0.0825 0.0254033 
0.08375 0.0408009 
0.085 0.0557347 
0.08625 0.0701514 
0.0875 0.0840019 
0.08875 0.097241 
0.09 0.109828 
0.09125 0.121725 
0.0925 0.1329 
0.09375 0.143324 
0.095 0.15297 
0.09625 0.16182 
0.0975 0.169853 
0.09875 0.177058 
0.1 0.183423 
0.10125 0.188942 
0.1025 0.193612 
0.10375 0.197433 
0.105 0.200407 
0.10625 0.202541 
0.1075 0.203844 
0.10875 0.204327 
0.11 0.204006 
0.11125 0.202897 
0.1125 0.20102 
0.11375 0.198396 
0.115 0.195048 
0.11625 0.191004 
0.1175 0.186289 
0.11875 0.180932 
0.12 0.174966 
0.12125 0.168421 
0.1225 0.16133 
0.12375 0.153729 
0.125 0.145652 
0.12625 0.137134 
0.1275 0.128214 
0.12875 0.118927 
0.13 0.109313 
0.13125 0.099408 
0.1325 0.0892509 
0.13375 0.0788799 
0.135 0.0683331 
0.13625 0.0576483 
0.1375 0.0468633 
0.13875 0.0360152 
0.14 0.0251409 
0.14125 0.0142765 
0.1425 0.0034575 
0.14375 -0.00728135 
0.145 -0.0179062 
0.14625 -0.0283841 
0.1475 -0.0386832 
0.14875 -0.0487725 
0.15 -0.0586224 
0.15125 -0.0682044 
0.1525 -0.0774912 
0.15375 -0.0864569 
0.155 -0.0950769 
0.15625 -0.103328 
0.1575 -0.111189 
0.15875 -0.118638 
0.16 -0.125659 
0.16125 -0.132232 
0.1625 -0.138343 
0.16375 -0.143977 
0.165 -0.149123 
0.16625 -0.153768 
0.1675 -0.157903 
0.16875 -0.161522 
0.17 -0.164617 
0.17125 -0.167184 
0.1725 -0.16922 
0.17375 -0.170724 
0.175 -0.171695 
0.17625 -0.172135 
0.1775 -0.172047 
0.17875 -0.171436 
0.18 -0.170307 
0.18125 -0.168668 
0.1825 -0.166528 
0.18375 -0.163895 
0.185 -0.160783 
0.18625 -0.157202 
0.1875 -0.153167 
0.18875 -0.148693 
0.19 -0.143794 
0.19125 -0.138489 
0.1925 -0.132795 
0.19375 -0.12673 
0.195 -0.120315 
0.19625 -0.11357 
0.1975 -0.106516 
0.19875 -0.0991738 
0.2 -0.0915672 
0.20125 -0.0837187 
0.2025 -0.0756519 
0.20375 -0.0673907 
0.205 -0.0589593 
0.20625 -0.0503823 
0.2075 -0.0416845 
0.20875 -0.0328909 
0.21 -0.0240266 
0.21125 -0.0151168 
0.2125 -0.0061865 
0.21375 0.00273921 
0.215 0.0116354 
0.21625 0.0204775 
0.2175 0.029241 
0.21875 0.0379018 
0.22 0.0464361 
0.22125 0.0548208 
0.2225 0.063033 
0.22375 0.0710504 
0.225 0.0788515 
0.22625 0.0864151 
0.2275 0.0937211 
0.22875 0.10075 
0.23 0.107483 
0.23125 0.113902 
0.2325 0.119989 
0.23375 0.12573 
0.235 0.131108 
0.23625 0.13611 
0.2375 0.140722 
0.23875 0.144932 
0.24 0.14873 
0.24125 0.152104 
0.2425 0.155046 
0.24375 0.157549 
0.245 0.159606 
0.24625 0.161212 
0.2475 0.162361 
0.24875 0.163052 
0.25 0.163283 
0.25125 0.163052 
0.2525 0.162361 
0.25375 0.161212 
0.255 0.159606 
0.25625 0.157549 
0.2575 0.155046 
0.25875 0.152104 
0.26 0.14873 
0.26125 0.144932 
0.2625 0.140722 
0.26375 0.13611 
0.265 0.131108 
0.26625 0.12573 
0.2675 0.119989 
0.26875 0.113902 
0.27 0.107483 
0.27125 0.10075 
0.2725 0.0937211 
0.27375 0.0864151 
0.275 0.0788515 
0.27625 0.0710504 
0.2775 0.063033 
0.27875 0.0548208 
0.28 0.0464361 
0.28125 0.0379018 
0.2825 0.029241 
0.28375 0.0204775 
0.285 0.0116354 
0.28625 0.00273921 
0.2875 -0.0061865 
0.28875 -0.0151168 
0.29 -0.0240266 
0.29125 -0.0328909 
0.2925 -0.0416845 
0.29375 -0.0503823 
0.295 -0.0589593 
0.29625 -0.0673907 
0.2975 -0.0756519 
0.29875 -0.0837187 
0.3 -0.0915672 
0.30125 -0.0991738 
0.3025 -0.106516 
0.30375 -0.11357 
0.305 -0.120315 
0.30625 -0.12673 
0.3075 -0.132795 
0.30875 -0.138489 
0.31 -0.143794 
0.31125 -0.148693 
0.3125 -0.153167 
0.31375 -0.157202 
0.315 -0.160783 
0.31625 -0.163895 
0.3175 -0.166528 
0.31875 -0.168668 
0.32 -0.170307 
0.32125 -0.171436 
0.3225 -0.172047 
0.32375 -0.172135 
0.325 -0.171695 
0.32625 -0.170724 
0.3275 -0.16922 
0.32875 -0.167184 
0.33 -0.164617 
0.33125 -0.161522 
0.3325 -0.157903 
0.33375 -0.153768 
0.335 -0.149123 
0.33625 -0.143977 
0.3375 -0.138343 
0.33875 -0.132232 
0.34 -0.125659 
0.34125 -0.118638 
0.3425 -0.111189 
0.34375 -0.103328 
0.345 -0.0950769 
0.34625 -0.0864569 
0.3475 -0.0774912 
0.34875 -0.0682044 
0.35 -0.0586224 
0.35125 -0.0487725 
0.3525 -0.0386832 
0.35375 -0.0283841 
0.355 -0.0179062 
0.35625 -0.00728135 
0.3575 0.0034575 
0.35875 0.0142765 
0.36 0.0251409 
0.36125 0.0360152 
0.3625 0.0468633 
0.36375 0.0576483 
0.365 0.0683331 
0.36625 0.0788799 
0.3675 0.0892509 
0.36875 0.099408 
0.37 0.109313 
0.37125 0.118927 
0.3725 0.128214 
0.37375 0.137134 
0.375 0.145652 
0.37625 0.153729 
0.3775 0.16133 
0.37875 0.168421 
0.38 0.174966 
0.38125 0.180932 
0.3825 0.186289 
0.38375 0.191004 
0.385 0.195048 
0.38625 0.198396 
0.3875 0.20102 
0.38875 0.202897 
0.39 0.204006 
0.39125 0.204327 
0.3925 0.203844 
0.39375 0.202541 
0.395 0.200407 
0.39625 0.197433 
0.3975 0.193612 
0.39875 0.188942 
0.4 0.183423 
0.40125 0.177058 
0.4025 0.169853 
0.40375 0.16182 
0.405 0.15297 
0.40625 0.143324 
0.4075 0.1329 
0.40875 0.121725 
0.41 0.109828 
0.41125 0.097241 
0.4125 0.0840019 
0.41375 0.0701514 
0.415 0.0557347 
0.41625 0.0408009 
0.4175 0.0254033 
0.41875 0.00959904 
0.42 -0.00655052 
0.42125 -0.0229803 
0.4225 -0.0396213 
0.42375 -0.0564008 
0.425 -0.0732425 
0.42625 -0.0900665 
0.4275 -0.10679 
0.42875 -0.123326 
0.43 -0.139587 
0.43125 -0.155479 
0.4325 -0.17091 
0.43375 -0.185783 
0.435 -0.200001 
0.43625 -0.213463 
0.4375 -0.226071 
0.43875 -0.237723 
0.44 -0.248319 
0.44125 -0.257758 
0.4425 -0.265943 
0.44375 -0.272775 
0.445 -0.278159 
0.44625 -0.282004 
0.4475 -0.284222 
0.44875 -0.284728 
0.45 -0.283445 
0.45125 -0.2803 
0.4525 -0.27523 
0.45375 -0.268178 
0.455 -0.259096 
0.45625 -0.24795 
0.4575 -0.234712 
0.45875 -0.219373 
0.46 -0.201935 
0.46125 -0.182415 
0.4625 -0.16085 
0.46375 -0.137293 
0.465 -0.11182 
0.46625 -0.0845274 
0.4675 -0.0555358 
0.46875 -0.0249922 
0.47 0.00692911 
0.47125 0.0400236 
0.4725 0.0740547 
0.47375 0.108752 
0.475 0.143807 
0.47625 0.178873 
0.4775 0.213562 
0.47875 0.24744 
0.48 0.280028 
0.48125 0.310793 
0.4825 0.339153 
0.48375 0.364467 
0.485 0.386035 
0.48625 0.403092 
0.4875 0.414809 
0.48875 0.420285 
0.49 0.418545 
0.49125 0.408536 
0.4925 0.389122 
0.49375 0.359079 
0.495 0.317094 
0.49625 0.261758 
0.4975 0.191559 
0.49875 0.104882 
0.5 -3.62557e-16 


0.5 -3.62557e-16 
0.50125 -0.104882 
0.5025 -0.191559 
0.50375 -0.261758 
0.505 -0.317094 
0.50625 -0.359079 
0.5075 -0.389122 
0.50875 -0.408536 
0.51 -0.418545 
0.51125 -0.420285 
0.5125 -0.414809 
0.51375 -0.403092 
0.515 -0.386035 
0.51625 -0.364467 
0.5175 -0.339153 
0.51875 -0.310793 
0.52 -0.280028 
0.52125 -0.24744 
0.5225 -0.213562 
0.52375 -0.178873 
0.525 -0.143807 
0.52625 -0.108752 
0.5275 -0.0740547 
0.52875 -0.0400236 
0.53 -0.00692911 
0.53125 0.0249922 
0.5325 0.0555358 
0.53375 0.0845274 
0.535 0.11182 
0.53625 0.137293 
0.5375 0.16085 
0.53875 0.182415 
0.54 0.201935 
0.54125 0.219373 
0.5425 0.234712 
0.54375 0.24795 
0.545 0.259096 
0.54625 0.268178 
0.5475 0.27523 
0.54875 0.2803 
0.55 0.283445 
0.55125 0.284728 
0.5525 0.284222 
0.55375 0.282004 
0.555 0.278159 
0.55625 0.272775 
0.5575 0.265943 
0.55875 0.257758 
0.56 0.248319 
0.56125 0.237723 
0.5625 0.226071 
0.56375 0.213463 
0.565 0.200001 
0.56625 0.185783 
0.5675 0.17091 
0.56875 0.155479 
0.57 0.139587 
0.57125 0.123326 
0.5725 0.10679 
0.57375 0.0900665 
0.575 0.0732425 
0.57625 0.0564008 
0.5775 0.0396213 
0.57875 0.0229803 
0.58 0.00655052 
0.58125 -0.00959904 
0.5825 -0.0254033 
0.58375 -0.0408009 
0.585 -0.0557347 
0.58625 -0.0701514 
0.5875 -0.0840019 
0.58875 -0.097241 
0.59 -0.109828 
0.59125 -0.121725 
0.5925 -0.1329 
0.59375 -0.143324 
0.595 -0.15297 
0.59625 -0.16182 
0.5975 -0.169853 
0.59875 -0.177058 
0.6 -0.183423 
0.60125 -0.188942 
0.6025 -0.193612 
0.60375 -0.197433 
0.605 -0.200407 
0.60625 -0.202541 
0.6075 -0.203844 
0.60875 -0.204327 
0.61 -0.204006 
0.61125 -0.202897 
0.6125 -0.20102 
0.61375 -0.198396 
0.615 -0.195048 
0.61625 -0.191004 
0.6175 -0.186289 
0.61875 -0.180932 
0.62 -0.174966 
0.62125 -0.168421 
0.6225 -0.16133 
0.62375 -0.153729 
0.625 -0.145652 
0.62625 -0.137134 
0.6275 -0.128214 
0.62875 -0.118927 
0.63 -0.109313 
0.63125 -0.099408 
0.6325 -0.0892509 
0.63375 -0.0788799 
0.635 -0.0683331 
0.63625 -0.0576483 
0.6375 -0.0468633 
0.63875 -0.0360152 
0.64 -0.0251409 
0.64125 -0.0142765 
0.6425 -0.0034575 
0.64375 0.00728135 
0.645 0.0179062 
0.64625 0.0283841 
0.6475 0.0386832 
0.64875 0.0487725 
0.65 0.0586224 
0.65125 0.0682044 
0.6525 0.0774912 
0.65375 0.0864569 
0.655 0.0950769 
0.65625 0.103328 
0.6575 0.111189 
0.65875 0.118638 
0.66 0.125659 
0.66125 0.132232 
0.6625 0.138343 
0.66375 0.143977 
0.665 0.149123 
0.66625 0.153768 
0.6675 0.157903 
0.66875 0.161522 
0.67 0.164617 
0.67125 0.167184 
0.6725 0.16922 
0.67375 0.170724 
0.675 0.171695 
0.67625 0.172135 
0.6775 0.172047 
0.67875 0.171436 
0.68 0.170307 
0.68125 0.168668 
0.6825 0.166528 
0.68375 0.163895 
0.685 0.160783 
0.68625 0.157202 
0.6875 0.153167 
0.68875 0.148693 
0.69 0.143794 
0.69125 0.138489 
0.6925 0.132795 
0.69375 0.12673 
