# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <phi_6> 
0 0 
0.00125 0.0123191 
0.0025 0.0206304 
0.00375 0.0255623 
0.005 0.027681 
0.00625 0.027495 
0.0075 0.0254585 
0.00875 0.0219761 
0.01 0.0174056 
0.01125 0.0120625 
0.0125 0.00622219 
0.01375 0.000124024 
0.015 -0.00602631 
0.01625 -0.0120538 
0.0175 -0.0178115 
0.01875 -0.023178 
0.02 -0.0280553 
0.02125 -0.0323663 
0.0225 -0.036053 
0.02375 -0.0390745 
0.025 -0.0414052 
0.02625 -0.043033 
0.0275 -0.0439579 
0.02875 -0.0441902 
0.03 -0.0437496 
0.03125 -0.0426636 
0.0325 -0.0409664 
0.03375 -0.0386978 
0.035 -0.0359022 
0.03625 -0.0326277 
0.0375 -0.0289252 
0.03875 -0.0248476 
0.04 -0.0204493 
0.04125 -0.015785 
0.0425 -0.01091 
0.04375 -0.00587887 
0.045 -0.000745272 
0.04625 0.00443834 
0.0475 0.00962126 
0.04875 0.0147547 
0.05 0.0197924 
0.05125 0.0246903 
0.0525 0.0294074 
0.05375 0.0339053 
0.055 0.0381489 
0.05625 0.042106 
0.0575 0.0457479 
0.05875 0.049049 
0.06 0.0519869 
0.06125 0.0545427 
0.0625 0.0567005 
0.06375 0.058448 
0.065 0.0597757 
0.06625 0.0606774 
0.0675 0.0611498 
0.06875 0.0611928 
0.07 0.0608088 
0.07125 0.0600031 
0.0725 0.0587833 
0.07375 0.0571596 
0.075 0.0551447 
0.07625 0.052753 
0.0775 0.0500013 
0.07875 0.0469078 
0.08 0.0434928 
0.08125 0.0397779 
0.0825 0.0357861 
0.08375 0.0315415 
0.085 0.0270694 
0.08625 0.0223959 
0.0875 0.0175478 
0.08875 0.0125525 
0.09 0.00743788 
0.09125 0.002232 
0.0925 -0.00303688 
0.09375 -0.00834056 
0.095 -0.0136509 
0.09625 -0.0189402 
0.0975 -0.0241809 
0.09875 -0.0293462 
0.1 -0.0344097 
0.10125 -0.0393459 
0.1025 -0.0441302 
0.10375 -0.0487386 
0.105 -0.0531484 
0.10625 -0.057338 
0.1075 -0.0612868 
0.10875 -0.0649755 
0.11 -0.0683862 
0.11125 -0.0715023 
0.1125 -0.0743085 
0.11375 -0.0767912 
0.115 -0.0789381 
0.11625 -0.0807384 
0.1175 -0.0821829 
0.11875 -0.083264 
0.12 -0.0839756 
0.12125 -0.0843132 
0.1225 -0.084274 
0.12375 -0.0838565 
0.125 -0.0830609 
0.12625 -0.0818891 
0.1275 -0.0803442 
0.12875 -0.0784312 
0.13 -0.0761561 
0.13125 -0.0735267 
0.1325 -0.070552 
0.13375 -0.0672425 
0.135 -0.0636097 
0.13625 -0.0596667 
0.1375 -0.0554276 
0.13875 -0.0509076 
0.14 -0.0461232 
0.14125 -0.0410915 
0.1425 -0.035831 
0.14375 -0.0303608 
0.145 -0.0247008 
0.14625 -0.0188717 
0.1475 -0.012895 
0.14875 -0.00679249 
0.15 -0.000586664 
0.15125 0.0056996 
0.1525 0.0120431 
0.15375 0.0184203 
0.155 0.0248075 
0.15625 0.031181 
0.1575 0.0375168 
0.15875 0.0437912 
0.16 0.0499804 
0.16125 0.056061 
0.1625 0.0620097 
0.16375 0.0678036 
0.165 0.0734202 
0.16625 0.0788376 
0.1675 0.0840343 
0.16875 0.0889895 
0.17 0.093683 
0.17125 0.0980954 
0.1725 0.102208 
0.17375 0.106004 
0.175 0.109465 
0.17625 0.112577 
0.1775 0.115324 
0.17875 0.117693 
0.18 0.119671 
0.18125 0.121246 
0.1825 0.12241 
0.18375 0.123152 
0.185 0.123464 
0.18625 0.123342 
0.1875 0.122779 
0.18875 0.121772 
