# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_0> 
0 0 
0.00125 0.00109914 
0.0025 0.00219819 
0.00375 0.00329712 
0.005 0.00439589 
0.00625 0.00549448 
0.0075 0.00659285 
0.00875 0.00769098 
0.01 0.00878883 
0.01125 0.00988639 
0.0125 0.0109836 
0.01375 0.0120805 
0.015 0.0131771 
0.01625 0.0142732 
0.0175 0.0153689 
0.01875 0.0164643 
0.02 0.0175591 
0.02125 0.0186536 
0.0225 0.0197475 
0.02375 0.020841 
0.025 0.021934 
0.02625 0.0230264 
0.0275 0.0241183 
0.02875 0.0252097 
0.03 0.0263005 
0.03125 0.0273908 
0.0325 0.0284805 
0.03375 0.0295696 
0.035 0.0306581 
0.03625 0.031746 
0.0375 0.0328333 
0.03875 0.0339199 
0.04 0.0350059 
0.04125 0.0360912 
0.0425 0.0371759 
0.04375 0.03826 
0.045 0.0393433 
0.04625 0.0404259 
0.0475 0.0415079 
0.04875 0.0425891 
0.05 0.0436696 
0.05125 0.0447494 
0.0525 0.0458285 
0.05375 0.0469068 
0.055 0.0479844 
0.05625 0.0490612 
0.0575 0.0501372 
0.05875 0.0512124 
0.06 0.0522869 
0.06125 0.0533605 
0.0625 0.0544334 
0.06375 0.0555054 
0.065 0.0565766 
0.06625 0.0576469 
0.0675 0.0587164 
0.06875 0.0597851 
0.07 0.0608529 
0.07125 0.0619198 
0.0725 0.0629858 
0.07375 0.064051 
0.075 0.0651152 
0.07625 0.0661785 
0.0775 0.0672409 
0.07875 0.0683024 
0.08 0.0693629 
0.08125 0.0704225 
0.0825 0.0714812 
0.08375 0.0725389 
0.085 0.0735956 
0.08625 0.0746513 
0.0875 0.075706 
0.08875 0.0767597 
0.09 0.0778124 
0.09125 0.0788641 
0.0925 0.0799148 
0.09375 0.0809644 
0.095 0.082013 
0.09625 0.0830606 
0.0975 0.084107 
0.09875 0.0851524 
0.1 0.0861968 
0.10125 0.08724 
0.1025 0.0882821 
0.10375 0.0893231 
0.105 0.090363 
0.10625 0.0914018 
0.1075 0.0924395 
0.10875 0.093476 
0.11 0.0945114 
0.11125 0.0955456 
0.1125 0.0965787 
0.11375 0.0976105 
0.115 0.0986412 
0.11625 0.0996708 
0.1175 0.100699 
0.11875 0.101726 
0.12 0.102752 
0.12125 0.103777 
0.1225 0.1048 
0.12375 0.105822 
0.125 0.106843 
0.12625 0.107863 
0.1275 0.108882 
0.12875 0.109899 
0.13 0.110915 
0.13125 0.111929 
0.1325 0.112943 
0.13375 0.113955 
0.135 0.114966 
0.13625 0.115975 
0.1375 0.116983 
0.13875 0.11799 
0.14 0.118995 
0.14125 0.12 
0.1425 0.121002 
0.14375 0.122004 
0.145 0.123004 
0.14625 0.124003 
0.1475 0.125 
0.14875 0.125996 
0.15 0.12699 
0.15125 0.127984 
0.1525 0.128975 
0.15375 0.129966 
0.155 0.130955 
0.15625 0.131942 
0.1575 0.132928 
0.15875 0.133913 
0.16 0.134896 
0.16125 0.135878 
0.1625 0.136858 
0.16375 0.137837 
0.165 0.138814 
0.16625 0.13979 
0.1675 0.140764 
0.16875 0.141737 
0.17 0.142708 
0.17125 0.143678 
0.1725 0.144647 
0.17375 0.145613 
0.175 0.146579 
0.17625 0.147542 
0.1775 0.148505 
0.17875 0.149465 
0.18 0.150424 
0.18125 0.151382 
0.1825 0.152337 
0.18375 0.153292 
0.185 0.154244 
0.18625 0.155196 
0.1875 0.156145 
0.18875 0.157093 
0.19 0.158039 
0.19125 0.158984 
0.1925 0.159927 
0.19375 0.160868 
0.195 0.161808 
0.19625 0.162746 
0.1975 0.163682 
0.19875 0.164616 
0.2 0.165549 
0.20125 0.166481 
0.2025 0.16741 
0.20375 0.168338 
0.205 0.169264 
0.20625 0.170188 
0.2075 0.171111 
0.20875 0.172032 
0.21 0.172951 
0.21125 0.173868 
0.2125 0.174784 
0.21375 0.175698 
0.215 0.17661 
0.21625 0.17752 
0.2175 0.178428 
0.21875 0.179335 
0.22 0.18024 
0.22125 0.181142 
0.2225 0.182044 
0.22375 0.182943 
0.225 0.18384 
0.22625 0.184736 
0.2275 0.185629 
0.22875 0.186521 
0.23 0.187411 
0.23125 0.188299 
0.2325 0.189185 
0.23375 0.190069 
0.235 0.190951 
0.23625 0.191831 
0.2375 0.19271 
0.23875 0.193586 
0.24 0.19446 
