# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_sqL_12> 
0 0 
0.00125 0.0230655 
0.0025 0.045417 
0.00375 0.066991 
0.005 0.0877287 
0.00625 0.107576 
0.0075 0.126485 
0.00875 0.14441 
0.01 0.161312 
0.01125 0.177156 
0.0125 0.191912 
0.01375 0.205555 
0.015 0.218063 
0.01625 0.229419 
0.0175 0.239611 
0.01875 0.24863 
0.02 0.256471 
0.02125 0.263135 
0.0225 0.268623 
0.02375 0.272943 
0.025 0.276105 
0.02625 0.278122 
0.0275 0.279011 
0.02875 0.278791 
0.03 0.277485 
0.03125 0.275118 
0.0325 0.271718 
0.03375 0.267314 
0.035 0.26194 
0.03625 0.255629 
0.0375 0.248419 
0.03875 0.240346 
0.04 0.231451 
0.04125 0.221775 
0.0425 0.211361 
0.04375 0.200252 
0.045 0.188493 
0.04625 0.176129 
0.0475 0.163207 
0.04875 0.149774 
0.05 0.135876 
0.05125 0.121562 
0.0525 0.10688 
0.05375 0.0918771 
0.055 0.0766014 
0.05625 0.0611006 
0.0575 0.0454223 
0.05875 0.0296133 
0.06 0.0137202 
0.06125 -0.00221112 
0.0625 -0.0181354 
0.06375 -0.0340082 
0.065 -0.0497861 
0.06625 -0.0654264 
0.0675 -0.0808877 
0.06875 -0.0961296 
0.07 -0.111113 
0.07125 -0.1258 
0.0725 -0.140153 
0.07375 -0.154138 
0.075 -0.167721 
0.07625 -0.18087 
0.0775 -0.193554 
0.07875 -0.205743 
0.08 -0.21741 
0.08125 -0.228529 
0.0825 -0.239076 
0.08375 -0.249028 
0.085 -0.258365 
0.08625 -0.267067 
0.0875 -0.275117 
0.08875 -0.282498 
0.09 -0.289199 
0.09125 -0.295205 
0.0925 -0.300507 
0.09375 -0.305096 
0.095 -0.308966 
0.09625 -0.31211 
0.0975 -0.314526 
0.09875 -0.316212 
0.1 -0.317167 
0.10125 -0.317394 
0.1025 -0.316894 
0.10375 -0.315674 
0.105 -0.313739 
0.10625 -0.311097 
0.1075 -0.307757 
0.10875 -0.30373 
0.11 -0.299028 
0.11125 -0.293665 
0.1125 -0.287655 
0.11375 -0.281014 
