# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:32
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_M_7> 
0 0 
0.00125 0.0249119 
0.0025 0.0429051 
0.00375 0.05472 
0.005 0.0610476 
0.00625 0.0625312 
0.0075 0.0597694 
0.00875 0.053318 
0.01 0.043692 
0.01125 0.0313677 
0.0125 0.0167846 
0.01375 0.000347557 
0.015 -0.0175717 
0.01625 -0.0366326 
0.0175 -0.0565243 
0.01875 -0.0769638 
0.02 -0.0976946 
0.02125 -0.118485 
0.0225 -0.139127 
0.02375 -0.159434 
0.025 -0.17924 
0.02625 -0.198401 
0.0275 -0.216787 
0.02875 -0.234289 
0.03 -0.250812 
0.03125 -0.266275 
0.0325 -0.280614 
0.03375 -0.293774 
0.035 -0.305715 
0.03625 -0.316406 
0.0375 -0.325828 
0.03875 -0.333969 
0.04 -0.340829 
0.04125 -0.346411 
0.0425 -0.350731 
0.04375 -0.353806 
0.045 -0.355662 
0.04625 -0.356331 
0.0475 -0.355846 
0.04875 -0.354247 
0.05 -0.351577 
0.05125 -0.347883 
0.0525 -0.343213 
0.05375 -0.337618 
0.055 -0.331152 
0.05625 -0.323868 
0.0575 -0.315822 
0.05875 -0.307072 
0.06 -0.297673 
0.06125 -0.287683 
0.0625 -0.277159 
0.06375 -0.266158 
0.065 -0.254737 
0.06625 -0.24295 
0.0675 -0.230854 
0.06875 -0.218501 
0.07 -0.205945 
0.07125 -0.193236 
0.0725 -0.180423 
0.07375 -0.167556 
0.075 -0.15468 
0.07625 -0.141839 
0.0775 -0.129076 
0.07875 -0.116433 
0.08 -0.103946 
0.08125 -0.0916537 
0.0825 -0.0795896 
0.08375 -0.0677863 
0.085 -0.0562739 
0.08625 -0.0450806 
0.0875 -0.0342321 
0.08875 -0.0237523 
0.09 -0.0136629 
0.09125 -0.00398326 
0.0925 0.00526911 
0.09375 0.0140788 
0.095 0.0224326 
0.09625 0.0303191 
0.0975 0.0377288 
0.09875 0.0446544 
0.1 0.0510901 
0.10125 0.057032 
0.1025 0.0624781 
0.10375 0.0674279 
0.105 0.0718826 
0.10625 0.0758449 
0.1075 0.079319 
0.10875 0.0823106 
0.11 0.0848266 
0.11125 0.0868753 
0.1125 0.0884662 
0.11375 0.0896099 
0.115 0.0903181 
0.11625 0.0906035 
0.1175 0.0904796 
0.11875 0.089961 
0.12 0.0890628 
0.12125 0.087801 
0.1225 0.0861923 
0.12375 0.0842538 
0.125 0.082003 
0.12625 0.0794583 
0.1275 0.0766379 
0.12875 0.0735608 
0.13 0.0702459 
0.13125 0.0667123 
0.1325 0.0629795 
0.13375 0.0590668 
0.135 0.0549936 
0.13625 0.0507792 
0.1375 0.0464427 
0.13875 0.0420034 
0.14 0.03748 
0.14125 0.0328911 
0.1425 0.028255 
0.14375 0.0235897 
0.145 0.0189128 
0.14625 0.0142413 
0.1475 0.00959199 
0.14875 0.00498107 
0.15 0.000424173 
0.15125 -0.00406359 
0.1525 -0.0084677 
0.15375 -0.0127742 
0.155 -0.01697 
0.15625 -0.0210422 
0.1575 -0.0249791 
0.15875 -0.0287693 
0.16 -0.0324023 
0.16125 -0.0358684 
0.1625 -0.0391583 
0.16375 -0.0422638 
0.165 -0.0451773 
0.16625 -0.0478918 
0.1675 -0.0504014 
0.16875 -0.0527006 
0.17 -0.0547849 
0.17125 -0.0566505 
0.1725 -0.0582941 
0.17375 -0.0597136 
0.175 -0.0609073 
0.17625 -0.0618742 
0.1775 -0.0626142 
0.17875 -0.0631278 
0.18 -0.0634162 
0.18125 -0.0634812 
0.1825 -0.0633255 
0.18375 -0.0629521 
0.185 -0.0623647 
0.18625 -0.0615679 
0.1875 -0.0605664 
0.18875 -0.0593658 
0.19 -0.057972 
0.19125 -0.0563917 
0.1925 -0.0546318 
0.19375 -0.0526997 
0.195 -0.0506034 
0.19625 -0.048351 
0.1975 -0.0459512 
0.19875 -0.0434131 
0.2 -0.0407458 
0.20125 -0.037959 
0.2025 -0.0350625 
0.20375 -0.0320664 
0.205 -0.0289809 
0.20625 -0.0258165 
0.2075 -0.0225838 
0.20875 -0.0192933 
0.21 -0.0159558 
0.21125 -0.0125822 
0.2125 -0.00918326 
0.21375 -0.00576977 
0.215 -0.00235251 
0.21625 0.00105782 
0.2175 0.00445061 
0.21875 0.00781538 
0.22 0.0111418 
0.22125 0.0144197 
0.2225 0.0176391 
0.22375 0.0207904 
0.225 0.0238639 
0.22625 0.0268506 
0.2275 0.0297415 
0.22875 0.0325279 
0.23 0.0352018 
0.23125 0.0377551 
0.2325 0.0401804 
0.23375 0.0424705 
0.235 0.0446188 
0.23625 0.0466189 
0.2375 0.0484651 
0.23875 0.050152 
0.24 0.0516747 
0.24125 0.0530287 
0.2425 0.0542102 
0.24375 0.0552158 
0.245 0.0560425 
0.24625 0.056688 
0.2475 0.0571504 
0.24875 0.0574284 
0.25 0.0575211 
0.25125 0.0574284 
0.2525 0.0571504 
0.25375 0.056688 
0.255 0.0560425 
0.25625 0.0552158 
0.2575 0.0542102 
0.25875 0.0530287 
0.26 0.0516747 
0.26125 0.050152 
0.2625 0.0484651 
0.26375 0.0466189 
0.265 0.0446188 
0.26625 0.0424705 
0.2675 0.0401804 
0.26875 0.0377551 
0.27 0.0352018 
0.27125 0.0325279 
0.2725 0.0297415 
0.27375 0.0268506 
0.275 0.0238639 
0.27625 0.0207904 
0.2775 0.0176391 
0.27875 0.0144197 
0.28 0.0111418 
0.28125 0.00781538 
0.2825 0.00445061 
0.28375 0.00105782 
0.285 -0.00235251 
0.28625 -0.00576977 
0.2875 -0.00918326 
0.28875 -0.0125822 
0.29 -0.0159558 
0.29125 -0.0192933 
0.2925 -0.0225838 
0.29375 -0.0258165 
0.295 -0.0289809 
0.29625 -0.0320664 
0.2975 -0.0350625 
0.29875 -0.037959 
0.3 -0.0407458 
0.30125 -0.0434131 
0.3025 -0.0459512 
0.30375 -0.048351 
0.305 -0.0506034 
0.30625 -0.0526997 
0.3075 -0.0546318 
0.30875 -0.0563917 
0.31 -0.057972 
0.31125 -0.0593658 
0.3125 -0.0605664 
0.31375 -0.0615679 
