# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_B_13> 
0 0 
0.00125 0.0232128 
0.0025 0.0472375 
0.00375 0.0716965 
0.005 0.0962489 
0.00625 0.120589 
0.0075 0.144444 
0.00875 0.167571 
0.01 0.189759 
0.01125 0.21082 
0.0125 0.230596 
0.01375 0.248949 
0.015 0.265765 
0.01625 0.280952 
0.0175 0.294436 
0.01875 0.306159 
0.02 0.316084 
0.02125 0.324185 
0.0225 0.330453 
0.02375 0.334891 
0.025 0.337513 
0.02625 0.338345 
0.0275 0.337422 
0.02875 0.334788 
0.03 0.330496 
0.03125 0.324604 
0.0325 0.317177 
0.03375 0.308287 
0.035 0.298009 
0.03625 0.286423 
0.0375 0.27361 
0.03875 0.259659 
0.04 0.244655 
0.04125 0.228689 
0.0425 0.211852 
0.04375 0.194235 
0.045 0.175929 
0.04625 0.157027 
0.0475 0.13762 
0.04875 0.117797 
0.05 0.0976473 
0.05125 0.0772584 
0.0525 0.0567157 
0.05375 0.0361028 
0.055 0.0155007 
0.05625 -0.00501191 
0.0575 -0.025359 
0.05875 -0.0454674 
0.06 -0.0652671 
0.06125 -0.0846911 
0.0625 -0.103676 
0.06375 -0.122161 
0.065 -0.140089 
0.06625 -0.157406 
0.0675 -0.174064 
0.06875 -0.190015 
0.07 -0.205216 
0.07125 -0.219629 
0.0725 -0.233218 
0.07375 -0.245951 
0.075 -0.2578 
0.07625 -0.268739 
0.0775 -0.278747 
0.07875 -0.287807 
0.08 -0.295904 
0.08125 -0.303026 
0.0825 -0.309166 
0.08375 -0.31432 
0.085 -0.318484 
0.08625 -0.321662 
0.0875 -0.323856 
0.08875 -0.325075 
0.09 -0.325327 
0.09125 -0.324627 
0.0925 -0.322987 
0.09375 -0.320427 
0.095 -0.316965 
0.09625 -0.312624 
0.0975 -0.307427 
0.09875 -0.3014 
0.1 -0.294571 
0.10125 -0.286969 
0.1025 -0.278625 
0.10375 -0.269572 
0.105 -0.259843 
0.10625 -0.249473 
0.1075 -0.238499 
0.10875 -0.226957 
0.11 -0.214886 
0.11125 -0.202324 
0.1125 -0.18931 
0.11375 -0.175885 
0.115 -0.162088 
0.11625 -0.147961 
0.1175 -0.133543 
0.11875 -0.118877 
0.12 -0.104003 
0.12125 -0.0889614 
0.1225 -0.0737933 
0.12375 -0.058539 
0.125 -0.0432384 
0.12625 -0.0279311 
0.1275 -0.0126561 
0.12875 0.00254849 
0.13 0.0176449 
0.13125 0.0325962 
0.1325 0.0473665 
0.13375 0.0619208 
0.135 0.0762248 
0.13625 0.0902457 
0.1375 0.103951 
0.13875 0.117311 
0.14 0.130295 
0.14125 0.142876 
0.1425 0.155025 
0.14375 0.166718 
0.145 0.17793 
0.14625 0.188638 
0.1475 0.198821 
0.14875 0.208459 
0.15 0.217532 
0.15125 0.226025 
0.1525 0.233921 
0.15375 0.241207 
0.155 0.24787 
0.15625 0.2539 
0.1575 0.259286 
0.15875 0.264021 
0.16 0.268099 
0.16125 0.271515 
0.1625 0.274266 
0.16375 0.27635 
0.165 0.277768 
0.16625 0.278519 
0.1675 0.278608 
0.16875 0.278037 
0.17 0.276814 
0.17125 0.274944 
0.1725 0.272437 
0.17375 0.269302 
0.175 0.26555 
0.17625 0.261192 
0.1775 0.256244 
0.17875 0.250719 
0.18 0.244633 
0.18125 0.238002 
0.1825 0.230846 
0.18375 0.223183 
0.185 0.215032 
0.18625 0.206415 
0.1875 0.197352 
0.18875 0.187868 
0.19 0.177984 
0.19125 0.167725 
0.1925 0.157116 
0.19375 0.14618 
0.195 0.134945 
0.19625 0.123437 
0.1975 0.111681 
0.19875 0.0997053 
0.2 0.0875368 
0.20125 0.0752031 
0.2025 0.0627321 
0.20375 0.0501515 
0.205 0.0374895 
0.20625 0.0247741 
0.2075 0.0120333 
0.20875 -0.000705015 
0.21 -0.0134129 
0.21125 -0.0260628 
0.2125 -0.0386272 
0.21375 -0.051079 
0.215 -0.0633915 
0.21625 -0.0755383 
0.2175 -0.0874934 
0.21875 -0.0992313 
0.22 -0.110727 
0.22125 -0.121956 
0.2225 -0.132896 
0.22375 -0.143522 
0.225 -0.153812 
0.22625 -0.163745 
0.2275 -0.173301 
0.22875 -0.182458 
0.23 -0.191199 
0.23125 -0.199504 
0.2325 -0.207357 
0.23375 -0.214741 
0.235 -0.221641 
0.23625 -0.228043 
0.2375 -0.233933 
0.23875 -0.239299 
0.24 -0.244131 
0.24125 -0.248418 
0.2425 -0.252151 
0.24375 -0.255323 
0.245 -0.257927 
0.24625 -0.259958 
0.2475 -0.261412 
0.24875 -0.262285 
0.25 -0.262577 
0.25125 -0.262285 
0.2525 -0.261412 
0.25375 -0.259958 
0.255 -0.257927 
0.25625 -0.255323 
0.2575 -0.252151 
0.25875 -0.248418 
0.26 -0.244131 
0.26125 -0.239299 
0.2625 -0.233933 
0.26375 -0.228043 
0.265 -0.221641 
0.26625 -0.214741 
0.2675 -0.207357 
0.26875 -0.199504 
0.27 -0.191199 
0.27125 -0.182458 
0.2725 -0.173301 
0.27375 -0.163745 
0.275 -0.153812 
0.27625 -0.143522 
0.2775 -0.132896 
0.27875 -0.121956 
0.28 -0.110727 
0.28125 -0.0992313 
0.2825 -0.0874934 
0.28375 -0.0755383 
0.285 -0.0633915 
0.28625 -0.051079 
0.2875 -0.0386272 
0.28875 -0.0260628 
0.29 -0.0134129 
0.29125 -0.000705015 
0.2925 0.0120333 
0.29375 0.0247741 
0.295 0.0374895 
0.29625 0.0501515 
0.2975 0.0627321 
0.29875 0.0752031 
0.3 0.0875368 
0.30125 0.0997053 
0.3025 0.111681 
0.30375 0.123437 
0.305 0.134945 
0.30625 0.14618 
0.3075 0.157116 
0.30875 0.167725 
0.31 0.177984 
0.31125 0.187868 
0.3125 0.197352 
0.31375 0.206415 
0.315 0.215032 
0.31625 0.223183 
0.3175 0.230846 
0.31875 0.238002 
0.32 0.244633 
0.32125 0.250719 
0.3225 0.256244 
0.32375 0.261192 
0.325 0.26555 
0.32625 0.269302 
0.3275 0.272437 
0.32875 0.274944 
0.33 0.276814 
0.33125 0.278037 
0.3325 0.278608 
0.33375 0.278519 
0.335 0.277768 
0.33625 0.27635 
0.3375 0.274266 
0.33875 0.271515 
0.34 0.268099 
0.34125 0.264021 
0.3425 0.259286 
0.34375 0.2539 
0.345 0.24787 
0.34625 0.241207 
0.3475 0.233921 
0.34875 0.226025 
0.35 0.217532 
0.35125 0.208459 
0.3525 0.198821 
0.35375 0.188638 
0.355 0.17793 
0.35625 0.166718 
0.3575 0.155025 
0.35875 0.142876 
0.36 0.130295 
0.36125 0.117311 
0.3625 0.103951 
0.36375 0.0902457 
0.365 0.0762248 
0.36625 0.0619208 
0.3675 0.0473665 
0.36875 0.0325962 
0.37 0.0176449 
0.37125 0.00254849 
0.3725 -0.0126561 
0.37375 -0.0279311 
0.375 -0.0432384 
0.37625 -0.058539 
0.3775 -0.0737933 
0.37875 -0.0889614 
0.38 -0.104003 
0.38125 -0.118877 
0.3825 -0.133543 
0.38375 -0.147961 
0.385 -0.162088 
0.38625 -0.175885 
0.3875 -0.18931 
0.38875 -0.202324 
0.39 -0.214886 
0.39125 -0.226957 
0.3925 -0.238499 
0.39375 -0.249473 
0.395 -0.259843 
0.39625 -0.269572 
0.3975 -0.278625 
0.39875 -0.286969 
0.4 -0.294571 
0.40125 -0.3014 
0.4025 -0.307427 
0.40375 -0.312624 
0.405 -0.316965 
0.40625 -0.320427 
0.4075 -0.322987 
0.40875 -0.324627 
0.41 -0.325327 
0.41125 -0.325075 
0.4125 -0.323856 
0.41375 -0.321662 
0.415 -0.318484 
0.41625 -0.31432 
0.4175 -0.309166 
0.41875 -0.303026 
0.42 -0.295904 
0.42125 -0.287807 
0.4225 -0.278747 
0.42375 -0.268739 
0.425 -0.2578 
0.42625 -0.245951 
0.4275 -0.233218 
0.42875 -0.219629 
0.43 -0.205216 
0.43125 -0.190015 
0.4325 -0.174064 
0.43375 -0.157406 
0.435 -0.140089 
0.43625 -0.122161 
0.4375 -0.103676 
0.43875 -0.0846911 
0.44 -0.0652671 
0.44125 -0.0454674 
0.4425 -0.025359 
0.44375 -0.00501191 
0.445 0.0155007 
0.44625 0.0361028 
0.4475 0.0567157 
0.44875 0.0772584 
0.45 0.0976473 
0.45125 0.117797 
0.4525 0.13762 
0.45375 0.157027 
0.455 0.175929 
0.45625 0.194235 
0.4575 0.211852 
0.45875 0.228689 
0.46 0.244655 
0.46125 0.259659 
0.4625 0.27361 
0.46375 0.286423 
0.465 0.298009 
0.46625 0.308287 
0.4675 0.317177 
0.46875 0.324604 
0.47 0.330496 
0.47125 0.334788 
0.4725 0.337422 
0.47375 0.338345 
0.475 0.337513 
0.47625 0.334891 
0.4775 0.330453 
0.47875 0.324185 
0.48 0.316084 
0.48125 0.306159 
0.4825 0.294436 
0.48375 0.280952 
0.485 0.265765 
0.48625 0.248949 
0.4875 0.230596 
0.48875 0.21082 
0.49 0.189759 
0.49125 0.167571 
0.4925 0.144444 
0.49375 0.120589 
0.495 0.0962489 
0.49625 0.0716965 
0.4975 0.0472375 
0.49875 0.0232128 
0.5 -2.01401e-15 


0.5 -2.01401e-15 
0.50125 -0.0232128 
0.5025 -0.0472375 
0.50375 -0.0716965 
0.505 -0.0962489 
0.50625 -0.120589 
0.5075 -0.144444 
0.50875 -0.167571 
0.51 -0.189759 
0.51125 -0.21082 
0.5125 -0.230596 
0.51375 -0.248949 
0.515 -0.265765 
0.51625 -0.280952 
0.5175 -0.294436 
0.51875 -0.306159 
0.52 -0.316084 
0.52125 -0.324185 
0.5225 -0.330453 
0.52375 -0.334891 
0.525 -0.337513 
0.52625 -0.338345 
0.5275 -0.337422 
0.52875 -0.334788 
0.53 -0.330496 
0.53125 -0.324604 
0.5325 -0.317177 
0.53375 -0.308287 
0.535 -0.298009 
0.53625 -0.286423 
0.5375 -0.27361 
0.53875 -0.259659 
0.54 -0.244655 
0.54125 -0.228689 
0.5425 -0.211852 
0.54375 -0.194235 
0.545 -0.175929 
0.54625 -0.157027 
0.5475 -0.13762 
0.54875 -0.117797 
0.55 -0.0976473 
0.55125 -0.0772584 
0.5525 -0.0567157 
0.55375 -0.0361028 
0.555 -0.0155007 
0.55625 0.00501191 
0.5575 0.025359 
0.55875 0.0454674 
0.56 0.0652671 
0.56125 0.0846911 
0.5625 0.103676 
0.56375 0.122161 
0.565 0.140089 
0.56625 0.157406 
0.5675 0.174064 
0.56875 0.190015 
0.57 0.205216 
0.57125 0.219629 
0.5725 0.233218 
0.57375 0.245951 
0.575 0.2578 
0.57625 0.268739 
0.5775 0.278747 
0.57875 0.287807 
0.58 0.295904 
0.58125 0.303026 
0.5825 0.309166 
0.58375 0.31432 
0.585 0.318484 
0.58625 0.321662 
0.5875 0.323856 
0.58875 0.325075 
0.59 0.325327 
0.59125 0.324627 
0.5925 0.322987 
0.59375 0.320427 
0.595 0.316965 
0.59625 0.312624 
0.5975 0.307427 
0.59875 0.3014 
0.6 0.294571 
0.60125 0.286969 
0.6025 0.278625 
0.60375 0.269572 
0.605 0.259843 
0.60625 0.249473 
0.6075 0.238499 
0.60875 0.226957 
0.61 0.214886 
0.61125 0.202324 
0.6125 0.18931 
0.61375 0.175885 
0.615 0.162088 
0.61625 0.147961 
0.6175 0.133543 
0.61875 0.118877 
0.62 0.104003 
0.62125 0.0889614 
0.6225 0.0737933 
0.62375 0.058539 
0.625 0.0432384 
0.62625 0.0279311 
0.6275 0.0126561 
0.62875 -0.00254849 
0.63 -0.0176449 
0.63125 -0.0325962 
0.6325 -0.0473665 
0.63375 -0.0619208 
0.635 -0.0762248 
0.63625 -0.0902457 
0.6375 -0.103951 
0.63875 -0.117311 
0.64 -0.130295 
0.64125 -0.142876 
0.6425 -0.155025 
0.64375 -0.166718 
0.645 -0.17793 
0.64625 -0.188638 
0.6475 -0.198821 
0.64875 -0.208459 
0.65 -0.217532 
0.65125 -0.226025 
0.6525 -0.233921 
0.65375 -0.241207 
0.655 -0.24787 
0.65625 -0.2539 
0.6575 -0.259286 
0.65875 -0.264021 
0.66 -0.268099 
0.66125 -0.271515 
0.6625 -0.274266 
0.66375 -0.27635 
0.665 -0.277768 
0.66625 -0.278519 
0.6675 -0.278608 
0.66875 -0.278037 
0.67 -0.276814 
0.67125 -0.274944 
0.6725 -0.272437 
0.67375 -0.269302 
0.675 -0.26555 
0.67625 -0.261192 
0.6775 -0.256244 
0.67875 -0.250719 
0.68 -0.244633 
0.68125 -0.238002 
0.6825 -0.230846 
0.68375 -0.223183 
0.685 -0.215032 
0.68625 -0.206415 
0.6875 -0.197352 
0.68875 -0.187868 
0.69 -0.177984 
0.69125 -0.167725 
0.6925 -0.157116 
0.69375 -0.14618 
0.695 -0.134945 
0.69625 -0.123437 
0.6975 -0.111681 
0.69875 -0.0997053 
0.7 -0.0875368 
0.70125 -0.0752031 
0.7025 -0.0627321 
0.70375 -0.0501515 
0.705 -0.0374895 
0.70625 -0.0247741 
0.7075 -0.0120333 
0.70875 0.000705015 
0.71 0.0134129 
0.71125 0.0260628 
0.7125 0.0386272 
0.71375 0.051079 
0.715 0.0633915 
0.71625 0.0755383 
0.7175 0.0874934 
0.71875 0.0992313 
0.72 0.110727 
0.72125 0.121956 
0.7225 0.132896 
0.72375 0.143522 
0.725 0.153812 
0.72625 0.163745 
0.7275 0.173301 
0.72875 0.182458 
0.73 0.191199 
0.73125 0.199504 
0.7325 0.207357 
0.73375 0.214741 
0.735 0.221641 
0.73625 0.228043 
0.7375 0.233933 
0.73875 0.239299 
0.74 0.244131 
0.74125 0.248418 
0.7425 0.252151 
0.74375 0.255323 
0.745 0.257927 
0.74625 0.259958 
0.7475 0.261412 
0.74875 0.262285 
