# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_sqL_19> 
0 0 
0.00125 0.117479 
0.0025 0.211949 
0.00375 0.285922 
0.005 0.341719 
0.00625 0.381482 
0.0075 0.407187 
0.00875 0.420646 
0.01 0.423525 
0.01125 0.417349 
0.0125 0.403509 
0.01375 0.383272 
0.015 0.357791 
0.01625 0.328106 
0.0175 0.295159 
0.01875 0.259793 
0.02 0.222765 
0.02125 0.184747 
0.0225 0.146336 
0.02375 0.108057 
0.025 0.0703661 
0.02625 0.0336614 
0.0275 -0.00171721 
0.02875 -0.0354819 
0.03 -0.0673929 
0.03125 -0.0972544 
0.0325 -0.124911 
0.03375 -0.150243 
0.035 -0.173167 
0.03625 -0.193626 
0.0375 -0.211593 
0.03875 -0.227064 
0.04 -0.240058 
0.04125 -0.250613 
0.0425 -0.258783 
0.04375 -0.26464 
0.045 -0.268265 
0.04625 -0.269753 
0.0475 -0.269208 
0.04875 -0.266741 
0.05 -0.262469 
0.05125 -0.256516 
0.0525 -0.249008 
0.05375 -0.240073 
0.055 -0.229843 
0.05625 -0.218447 
0.0575 -0.206016 
0.05875 -0.19268 
0.06 -0.178565 
0.06125 -0.163798 
0.0625 -0.148498 
0.06375 -0.132785 
0.065 -0.116773 
0.06625 -0.100571 
0.0675 -0.084283 
0.06875 -0.0680097 
0.07 -0.051845 
0.07125 -0.0358779 
0.0725 -0.0201916 
0.07375 -0.00486345 
0.075 0.0100348 
0.07625 0.0244373 
0.0775 0.0382842 
0.07875 0.0515213 
0.08 0.0641001 
0.08125 0.0759782 
0.0825 0.0871182 
0.08375 0.0974888 
0.085 0.107063 
0.08625 0.115821 
0.0875 0.123746 
0.08875 0.130827 
0.09 0.137057 
0.09125 0.142434 
0.0925 0.14696 
0.09375 0.150642 
0.095 0.153489 
0.09625 0.155515 
0.0975 0.156737 
0.09875 0.157175 
0.1 0.156852 
0.10125 0.155793 
0.1025 0.154027 
0.10375 0.151584 
0.105 0.148495 
0.10625 0.144795 
0.1075 0.14052 
0.10875 0.135706 
0.11 0.130391 
0.11125 0.124614 
0.1125 0.118414 
0.11375 0.111833 
0.115 0.104909 
0.11625 0.0976837 
0.1175 0.0901976 
0.11875 0.082491 
0.12 0.0746038 
0.12125 0.0665755 
0.1225 0.058445 
0.12375 0.0502503 
0.125 0.0420287 
0.12625 0.0338163 
0.1275 0.0256482 
0.12875 0.0175583 
0.13 0.00957893 
0.13125 0.00174137 
0.1325 -0.00592476 
0.13375 -0.0133913 
0.135 -0.0206319 
0.13625 -0.0276215 
0.1375 -0.034337 
0.13875 -0.040757 
0.14 -0.0468618 
0.14125 -0.0526336 
0.1425 -0.0580562 
0.14375 -0.0631154 
0.145 -0.0677987 
0.14625 -0.0720955 
