# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_wrt_M_12> 
0 0 
0.00125 -0.0661272 
0.0025 -0.133726 
0.00375 -0.202508 
0.005 -0.272173 
0.00625 -0.342411 
0.0075 -0.412904 
0.00875 -0.483334 
0.01 -0.553382 
0.01125 -0.622729 
0.0125 -0.691064 
0.01375 -0.75808 
0.015 -0.823478 
0.01625 -0.886972 
0.0175 -0.948284 
0.01875 -1.00715 
0.02 -1.06332 
0.02125 -1.11657 
0.0225 -1.16666 
0.02375 -1.21341 
0.025 -1.25662 
0.02625 -1.29612 
0.0275 -1.33177 
0.02875 -1.36344 
0.03 -1.391 
0.03125 -1.41437 
0.0325 -1.43347 
0.03375 -1.44823 
0.035 -1.45861 
0.03625 -1.46459 
0.0375 -1.46617 
0.03875 -1.46335 
0.04 -1.45615 
0.04125 -1.44462 
0.0425 -1.42882 
0.04375 -1.40881 
0.045 -1.38468 
0.04625 -1.35653 
0.0475 -1.32447 
0.04875 -1.28863 
0.05 -1.24913 
0.05125 -1.20613 
0.0525 -1.15977 
0.05375 -1.11023 
0.055 -1.05767 
0.05625 -1.00228 
0.0575 -0.944232 
0.05875 -0.883733 
0.06 -0.820975 
0.06125 -0.756161 
0.0625 -0.689499 
0.06375 -0.621197 
0.065 -0.551467 
0.06625 -0.480523 
0.0675 -0.40858 
0.06875 -0.335852 
0.07 -0.262554 
0.07125 -0.188899 
0.0725 -0.1151 
0.07375 -0.0413661 
0.075 0.0320952 
0.07625 0.10508 
0.0775 0.177389 
0.07875 0.248826 
0.08 0.3192 
0.08125 0.388326 
0.0825 0.456023 
0.08375 0.522118 
0.085 0.586443 
0.08625 0.648838 
0.0875 0.709149 
0.08875 0.767231 
0.09 0.822943 
0.09125 0.876157 
0.0925 0.926749 
0.09375 0.974607 
0.095 1.01962 
0.09625 1.0617 
0.0975 1.10076 
0.09875 1.1367 
0.1 1.16948 
0.10125 1.19901 
0.1025 1.22526 
0.10375 1.24818 
0.105 1.26773 
0.10625 1.28389 
0.1075 1.29664 
0.10875 1.30597 
0.11 1.3119 
0.11125 1.31441 
0.1125 1.31354 
0.11375 1.30931 
0.115 1.30176 
0.11625 1.29092 
0.1175 1.27685 
0.11875 1.2596 
0.12 1.23925 
0.12125 1.21585 
0.1225 1.1895 
0.12375 1.16027 
0.125 1.12826 
0.12625 1.09356 
0.1275 1.05629 
0.12875 1.01654 
0.13 0.974425 
0.13125 0.930073 
0.1325 0.883602 
0.13375 0.835138 
0.135 0.784813 
0.13625 0.732759 
0.1375 0.679113 
0.13875 0.624016 
0.14 0.567609 
0.14125 0.510036 
0.1425 0.451442 
0.14375 0.391974 
0.145 0.33178 
0.14625 0.271009 
0.1475 0.209809 
