# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_wrt_M_3> 
0 0 
0.00125 -0.0222135 
0.0025 -0.0444216 
0.00375 -0.0666187 
0.005 -0.0887993 
0.00625 -0.110958 
0.0075 -0.133089 
0.00875 -0.155188 
0.01 -0.177248 
0.01125 -0.199264 
0.0125 -0.221232 
0.01375 -0.243144 
0.015 -0.264997 
0.01625 -0.286784 
0.0175 -0.308501 
0.01875 -0.330141 
0.02 -0.351701 
0.02125 -0.373173 
0.0225 -0.394553 
0.02375 -0.415836 
0.025 -0.437016 
0.02625 -0.458088 
0.0275 -0.479048 
0.02875 -0.499889 
0.03 -0.520607 
0.03125 -0.541196 
0.0325 -0.561652 
0.03375 -0.581969 
0.035 -0.602143 
0.03625 -0.622168 
0.0375 -0.64204 
0.03875 -0.661753 
0.04 -0.681303 
0.04125 -0.700684 
0.0425 -0.719893 
0.04375 -0.738925 
0.045 -0.757774 
0.04625 -0.776436 
0.0475 -0.794906 
0.04875 -0.81318 
0.05 -0.831254 
0.05125 -0.849123 
0.0525 -0.866782 
0.05375 -0.884227 
0.055 -0.901454 
0.05625 -0.918458 
0.0575 -0.935236 
0.05875 -0.951784 
0.06 -0.968096 
0.06125 -0.984169 
0.0625 -1 
0.06375 -1.01558 
0.065 -1.03092 
0.06625 -1.046 
0.0675 -1.06082 
0.06875 -1.07538 
0.07 -1.08967 
0.07125 -1.1037 
0.0725 -1.11745 
0.07375 -1.13092 
0.075 -1.14412 
0.07625 -1.15704 
0.0775 -1.16967 
0.07875 -1.18201 
0.08 -1.19406 
0.08125 -1.20582 
0.0825 -1.21727 
0.08375 -1.22843 
0.085 -1.23928 
0.08625 -1.24983 
0.0875 -1.26007 
0.08875 -1.27 
0.09 -1.27962 
0.09125 -1.28892 
0.0925 -1.2979 
0.09375 -1.30656 
0.095 -1.3149 
0.09625 -1.32292 
0.0975 -1.33061 
0.09875 -1.33797 
0.1 -1.345 
0.10125 -1.3517 
0.1025 -1.35806 
0.10375 -1.36409 
0.105 -1.36978 
0.10625 -1.37514 
0.1075 -1.38015 
0.10875 -1.38483 
0.11 -1.38916 
0.11125 -1.39315 
0.1125 -1.3968 
0.11375 -1.4001 
0.115 -1.40306 
0.11625 -1.40567 
0.1175 -1.40794 
0.11875 -1.40985 
0.12 -1.41142 
0.12125 -1.41264 
0.1225 -1.41352 
0.12375 -1.41404 
0.125 -1.41421 
0.12625 -1.41404 
0.1275 -1.41352 
0.12875 -1.41264 
0.13 -1.41142 
0.13125 -1.40985 
0.1325 -1.40794 
0.13375 -1.40567 
0.135 -1.40306 
0.13625 -1.4001 
0.1375 -1.3968 
0.13875 -1.39316 
0.14 -1.38916 
0.14125 -1.38483 
0.1425 -1.38015 
0.14375 -1.37514 
0.145 -1.36978 
0.14625 -1.36409 
0.1475 -1.35806 
0.14875 -1.3517 
0.15 -1.345 
0.15125 -1.33797 
0.1525 -1.33061 
0.15375 -1.32292 
0.155 -1.3149 
0.15625 -1.30656 
