# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_14> 
0 0 
0.00125 -0.0179917 
0.0025 -0.0388734 
0.00375 -0.0618661 
0.005 -0.086271 
0.00625 -0.111465 
0.0075 -0.136895 
0.00875 -0.162074 
0.01 -0.186575 
0.01125 -0.21003 
0.0125 -0.232122 
0.01375 -0.252584 
0.015 -0.271193 
0.01625 -0.287768 
0.0175 -0.302167 
0.01875 -0.314282 
0.02 -0.324039 
0.02125 -0.33139 
0.0225 -0.336317 
0.02375 -0.338825 
0.025 -0.338939 
0.02625 -0.336704 
0.0275 -0.332184 
0.02875 -0.325456 
0.03 -0.316611 
0.03125 -0.305753 
0.0325 -0.292993 
0.03375 -0.278452 
0.035 -0.262259 
0.03625 -0.244546 
0.0375 -0.22545 
0.03875 -0.205113 
0.04 -0.183677 
0.04125 -0.161286 
0.0425 -0.138082 
0.04375 -0.11421 
0.045 -0.08981 
0.04625 -0.0650218 
0.0475 -0.0399819 
0.04875 -0.014823 
0.05 0.0103257 
0.05125 0.0353397 
0.0525 0.0600989 
0.05375 0.0844887 
0.055 0.1084 
0.05625 0.131729 
0.0575 0.154378 
0.05875 0.176256 
0.06 0.197276 
0.06125 0.217362 
0.0625 0.236439 
0.06375 0.254442 
0.065 0.271312 
0.06625 0.286994 
0.0675 0.301444 
0.06875 0.314619 
0.07 0.326487 
0.07125 0.337019 
0.0725 0.346195 
0.07375 0.353996 
0.075 0.360415 
0.07625 0.365446 
0.0775 0.36909 
0.07875 0.371354 
0.08 0.372248 
0.08125 0.371788 
0.0825 0.369996 
0.08375 0.366895 
0.085 0.362516 
0.08625 0.356891 
0.0875 0.350056 
0.08875 0.342052 
0.09 0.332923 
0.09125 0.322714 
0.0925 0.311474 
0.09375 0.299256 
0.095 0.286112 
0.09625 0.272098 
0.0975 0.257273 
0.09875 0.241694 
0.1 0.225422 
0.10125 0.208518 
0.1025 0.191045 
0.10375 0.173066 
0.105 0.154644 
0.10625 0.135842 
0.1075 0.116724 
0.10875 0.0973532 
0.11 0.0777931 
0.11125 0.0581059 
0.1125 0.0383535 
0.11375 0.018597 
0.115 -0.00110372 
0.11625 -0.0206899 
0.1175 -0.0401039 
0.11875 -0.0592898 
0.12 -0.0781931 
0.12125 -0.096761 
0.1225 -0.114942 
0.12375 -0.132688 
0.125 -0.149952 
0.12625 -0.166688 
0.1275 -0.182853 
0.12875 -0.198408 
0.13 -0.213313 
0.13125 -0.227534 
0.1325 -0.241035 
0.13375 -0.253788 
0.135 -0.265762 
0.13625 -0.276931 
0.1375 -0.287274 
0.13875 -0.296767 
0.14 -0.305394 
0.14125 -0.313139 
0.1425 -0.319987 
0.14375 -0.325929 
0.145 -0.330957 
0.14625 -0.335065 
0.1475 -0.338249 
0.14875 -0.34051 
0.15 -0.341849 
0.15125 -0.342269 
0.1525 -0.341779 
0.15375 -0.340386 
0.155 -0.338102 
0.15625 -0.334939 
0.1575 -0.330913 
0.15875 -0.326041 
0.16 -0.320342 
0.16125 -0.313838 
0.1625 -0.306551 
0.16375 -0.298506 
0.165 -0.289729 
0.16625 -0.280248 
0.1675 -0.270092 
0.16875 -0.259292 
0.17 -0.24788 
0.17125 -0.235889 
0.1725 -0.223353 
0.17375 -0.210308 
0.175 -0.196788 
0.17625 -0.182833 
0.1775 -0.168478 
0.17875 -0.153763 
0.18 -0.138726 
0.18125 -0.123406 
0.1825 -0.107843 
0.18375 -0.092077 
0.185 -0.0761478 
0.18625 -0.0600953 
0.1875 -0.0439595 
0.18875 -0.0277802 
0.19 -0.0115971 
0.19125 0.00455058 
0.1925 0.0206239 
0.19375 0.0365843 
0.195 0.0523941 
0.19625 0.068016 
0.1975 0.0834134 
0.19875 0.0985506 
0.2 0.113393 
0.20125 0.127906 
0.2025 0.142057 
0.20375 0.155815 
0.205 0.169148 
0.20625 0.182027 
0.2075 0.194423 
0.20875 0.206311 
0.21 0.217663 
0.21125 0.228456 
0.2125 0.238667 
0.21375 0.248274 
0.215 0.257258 
0.21625 0.2656 
0.2175 0.273284 
0.21875 0.280294 
0.22 0.286617 
0.22125 0.29224 
0.2225 0.297155 
0.22375 0.301351 
0.225 0.304823 
0.22625 0.307565 
0.2275 0.309573 
0.22875 0.310846 
0.23 0.311383 
0.23125 0.311185 
0.2325 0.310257 
0.23375 0.308602 
0.235 0.306227 
0.23625 0.30314 
0.2375 0.29935 
0.23875 0.294869 
0.24 0.289708 
0.24125 0.283883 
0.2425 0.277408 
0.24375 0.270301 
0.245 0.262579 
0.24625 0.254263 
0.2475 0.245372 
0.24875 0.23593 
0.25 0.225959 
0.25125 0.215484 
0.2525 0.20453 
0.25375 0.193123 
0.255 0.181292 
0.25625 0.169063 
0.2575 0.156466 
0.25875 0.143532 
0.26 0.130289 
0.26125 0.116771 
0.2625 0.103007 
0.26375 0.0890308 
0.265 0.0748744 
0.26625 0.0605708 
0.2675 0.0461533 
0.26875 0.0316552 
0.27 0.0171101 
0.27125 0.00255145 
0.2725 -0.011987 
0.27375 -0.0264719 
0.275 -0.0408698 
0.27625 -0.0551476 
0.2775 -0.0692725 
0.27875 -0.083212 
0.28 -0.0969342 
0.28125 -0.110407 
0.2825 -0.123601 
0.28375 -0.136484 
0.285 -0.149028 
0.28625 -0.161203 
0.2875 -0.172981 
0.28875 -0.184336 
0.29 -0.195241 
0.29125 -0.205671 
0.2925 -0.215602 
0.29375 -0.225011 
0.295 -0.233876 
0.29625 -0.242177 
0.2975 -0.249894 
0.29875 -0.25701 
0.3 -0.263507 
0.30125 -0.269371 
0.3025 -0.274587 
0.30375 -0.279144 
0.305 -0.28303 
0.30625 -0.286236 
0.3075 -0.288754 
0.30875 -0.290579 
0.31 -0.291704 
0.31125 -0.292128 
0.3125 -0.291849 
0.31375 -0.290867 
0.315 -0.289183 
0.31625 -0.286802 
0.3175 -0.283728 
0.31875 -0.279968 
0.32 -0.275531 
