# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_sqL_13> 
0 0 
0.00125 -0.0217201 
0.0025 -0.0441303 
0.00375 -0.0668708 
0.005 -0.0896176 
0.00625 -0.112081 
0.0075 -0.134004 
0.00875 -0.155157 
0.01 -0.175342 
0.01125 -0.194386 
0.0125 -0.21214 
0.01375 -0.228478 
0.015 -0.243298 
0.01625 -0.256516 
0.0175 -0.268066 
0.01875 -0.2779 
0.02 -0.285988 
0.02125 -0.292312 
0.0225 -0.296869 
0.02375 -0.299666 
0.025 -0.300725 
0.02625 -0.300076 
0.0275 -0.297757 
0.02875 -0.293818 
0.03 -0.288313 
0.03125 -0.281305 
0.0325 -0.272861 
0.03375 -0.263054 
0.035 -0.251962 
0.03625 -0.239665 
0.0375 -0.226247 
0.03875 -0.211794 
0.04 -0.196396 
0.04125 -0.180141 
0.0425 -0.16312 
0.04375 -0.145424 
0.045 -0.127144 
0.04625 -0.10837 
0.0475 -0.0891917 
0.04875 -0.0696983 
0.05 -0.0499766 
0.05125 -0.0301121 
0.0525 -0.010188 
0.05375 0.00971427 
0.055 0.0295161 
0.05625 0.0491415 
0.0575 0.0685171 
0.05875 0.0875726 
0.06 0.106241 
0.06125 0.124458 
0.0625 0.142164 
0.06375 0.1593 
0.065 0.175814 
0.06625 0.191656 
0.0675 0.206779 
0.06875 0.221139 
0.07 0.234698 
0.07125 0.247421 
0.0725 0.259274 
0.07375 0.27023 
0.075 0.280264 
0.07625 0.289355 
0.0775 0.297485 
0.07875 0.30464 
0.08 0.310808 
0.08125 0.315982 
0.0825 0.320158 
0.08375 0.323335 
0.085 0.325514 
0.08625 0.3267 
0.0875 0.326901 
0.08875 0.326127 
0.09 0.324392 
0.09125 0.321711 
0.0925 0.318102 
0.09375 0.313586 
0.095 0.308186 
0.09625 0.301926 
0.0975 0.294833 
0.09875 0.286935 
0.1 0.278264 
0.10125 0.268851 
0.1025 0.25873 
0.10375 0.247935 
0.105 0.236503 
0.10625 0.224472 
0.1075 0.211878 
0.10875 0.198762 
0.11 0.185164 
0.11125 0.171124 
0.1125 0.156683 
0.11375 0.141883 
0.115 0.126766 
0.11625 0.111374 
0.1175 0.0957499 
0.11875 0.0799351 
0.12 0.0639721 
0.12125 0.047903 
0.1225 0.0317693 
0.12375 0.0156124 
0.125 -0.000526865 
0.12625 -0.0166082 
0.1275 -0.0325921 
0.12875 -0.0484395 
0.13 -0.0641124 
0.13125 -0.0795736 
0.1325 -0.0947868 
0.13375 -0.109717 
0.135 -0.124329 
0.13625 -0.138591 
0.1375 -0.152471 
0.13875 -0.165937 
