# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:32
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_M_14> 
0 0 
0.00125 0.00142404 
0.0025 0.0036281 
0.00375 0.00635253 
0.005 0.00937196 
0.00625 0.0124926 
0.0075 0.0155499 
0.00875 0.0184059 
0.01 0.0209471 
0.01125 0.0230824 
0.0125 0.024741 
0.01375 0.0258704 
0.015 0.026435 
0.01625 0.0264139 
0.0175 0.0257997 
0.01875 0.0245967 
0.02 0.0228199 
0.02125 0.0204933 
0.0225 0.017649 
0.02375 0.0143258 
0.025 0.0105684 
0.02625 0.00642596 
0.0275 0.00195186 
0.02875 -0.00279769 
0.03 -0.00776421 
0.03125 -0.0128877 
0.0325 -0.0181074 
0.03375 -0.023362 
0.035 -0.0285909 
0.03625 -0.0337339 
0.0375 -0.0387323 
0.03875 -0.0435289 
0.04 -0.0480686 
0.04125 -0.0522986 
0.0425 -0.0561685 
0.04375 -0.0596311 
0.045 -0.0626419 
0.04625 -0.0651599 
0.0475 -0.0671472 
0.04875 -0.0685696 
0.05 -0.0693965 
0.05125 -0.0696006 
0.0525 -0.0691588 
0.05375 -0.0680512 
0.055 -0.0662618 
0.05625 -0.0637784 
0.0575 -0.0605923 
0.05875 -0.0566983 
0.06 -0.0520949 
0.06125 -0.0467839 
0.0625 -0.0407706 
0.06375 -0.0340632 
0.065 -0.0266734 
0.06625 -0.0186157 
0.0675 -0.00990743 
0.06875 -0.000568779 
0.07 0.00937757 
0.07125 0.0199065 
0.0725 0.0309906 
0.07375 0.0426003 
0.075 0.0547041 
0.07625 0.0672688 
0.0775 0.0802593 
0.07875 0.0936394 
0.08 0.107371 
0.08125 0.121416 
0.0825 0.135734 
0.08375 0.150284 
0.085 0.165025 
0.08625 0.179915 
0.0875 0.194912 
0.08875 0.209973 
0.09 0.225057 
0.09125 0.24012 
0.0925 0.25512 
0.09375 0.270015 
0.095 0.284765 
0.09625 0.299328 
0.0975 0.313664 
0.09875 0.327734 
0.1 0.3415 
0.10125 0.354925 
0.1025 0.367972 
0.10375 0.380606 
0.105 0.392794 
0.10625 0.404505 
0.1075 0.415707 
0.10875 0.426371 
0.11 0.436469 
0.11125 0.445977 
0.1125 0.45487 
0.11375 0.463125 
0.115 0.470722 
0.11625 0.477643 
0.1175 0.48387 
0.11875 0.489389 
0.12 0.494186 
0.12125 0.498251 
0.1225 0.501575 
