# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_M_14> 
0 0 
0.00125 -0.0202419 
0.0025 0.00191341 
0.00375 0.0599673 
0.005 0.147971 
0.00625 0.260492 
0.0075 0.392586 
0.00875 0.53977 
0.01 0.697986 
0.01125 0.863586 
0.0125 1.0333 
0.01375 1.2042 
0.015 1.37371 
0.01625 1.53955 
0.0175 1.69974 
0.01875 1.85254 
0.02 1.9965 
0.02125 2.13036 
0.0225 2.2531 
0.02375 2.36389 
0.025 2.46208 
0.02625 2.54719 
0.0275 2.61888 
0.02875 2.67696 
0.03 2.72136 
0.03125 2.75213 
0.0325 2.76942 
0.03375 2.77348 
0.035 2.76463 
0.03625 2.74325 
0.0375 2.70983 
0.03875 2.66487 
0.04 2.60893 
0.04125 2.54263 
0.0425 2.4666 
0.04375 2.38151 
0.045 2.28803 
0.04625 2.18689 
0.0475 2.07878 
0.04875 1.96444 
0.05 1.84457 
0.05125 1.71991 
0.0525 1.59115 
0.05375 1.45901 
0.055 1.32418 
0.05625 1.18733 
0.0575 1.04913 
0.05875 0.910198 
0.06 0.771167 
0.06125 0.632627 
0.0625 0.495145 
0.06375 0.359266 
0.065 0.225503 
0.06625 0.0943432 
0.0675 -0.0337549 
0.06875 -0.158363 
0.07 -0.279083 
0.07125 -0.395546 
0.0725 -0.507414 
0.07375 -0.61438 
0.075 -0.716165 
0.07625 -0.812522 
0.0775 -0.903232 
0.07875 -0.988108 
0.08 -1.06699 
0.08125 -1.13974 
0.0825 -1.20626 
0.08375 -1.26647 
0.085 -1.32031 
0.08625 -1.36777 
0.0875 -1.40883 
0.08875 -1.44352 
0.09 -1.47188 
0.09125 -1.49397 
0.0925 -1.50989 
0.09375 -1.51972 
0.095 -1.52359 
0.09625 -1.52165 
0.0975 -1.51404 
0.09875 -1.50094 
0.1 -1.48253 
0.10125 -1.459 
0.1025 -1.43057 
0.10375 -1.39745 
0.105 -1.35988 
0.10625 -1.31808 
0.1075 -1.2723 
0.10875 -1.2228 
0.11 -1.16982 
0.11125 -1.11364 
0.1125 -1.0545 
0.11375 -0.992695 
0.115 -0.928475 
0.11625 -0.862114 
0.1175 -0.793882 
0.11875 -0.724046 
0.12 -0.652875 
0.12125 -0.580631 
0.1225 -0.507578 
0.12375 -0.433971 
0.125 -0.360066 
0.12625 -0.286108 
0.1275 -0.212341 
0.12875 -0.139001 
0.13 -0.066317 
0.13125 0.00548883 
0.1325 0.0762021 
0.13375 0.145616 
0.135 0.213534 
0.13625 0.279767 
0.1375 0.344134 
0.13875 0.406466 
0.14 0.466602 
0.14125 0.524391 
0.1425 0.579693 
0.14375 0.632377 
0.145 0.682325 
0.14625 0.729426 
0.1475 0.773581 
0.14875 0.814702 
0.15 0.852712 
0.15125 0.887543 
0.1525 0.919139 
0.15375 0.947454 
0.155 0.972451 
0.15625 0.994106 
0.1575 1.0124 
0.15875 1.02734 
0.16 1.03891 
0.16125 1.04713 
0.1625 1.05204 
0.16375 1.05365 
0.165 1.05201 
0.16625 1.04718 
0.1675 1.03919 
0.16875 1.02813 
0.17 1.01407 
0.17125 0.997083 
0.1725 0.977258 
0.17375 0.954691 
0.175 0.929481 
0.17625 0.901734 
0.1775 0.871562 
0.17875 0.839081 
0.18 0.804414 
0.18125 0.767685 
0.1825 0.729024 
0.18375 0.688564 
0.185 0.646442 
0.18625 0.602797 
0.1875 0.55777 
0.18875 0.511504 
0.19 0.464144 
0.19125 0.415837 
0.1925 0.36673 
0.19375 0.316969 
0.195 0.266702 
0.19625 0.216076 
0.1975 0.165236 
0.19875 0.11433 
0.2 0.0634989 
0.20125 0.0128861 
0.2025 -0.0373689 
0.20375 -0.0871286 
0.205 -0.136258 
0.20625 -0.184626 
0.2075 -0.232105 
0.20875 -0.278568 
0.21 -0.323896 
0.21125 -0.367973 
0.2125 -0.410684 
0.21375 -0.451925 
0.215 -0.49159 
0.21625 -0.529583 
0.2175 -0.565811 
0.21875 -0.600187 
0.22 -0.632629 
0.22125 -0.663062 
0.2225 -0.691417 
0.22375 -0.717628 
0.225 -0.741638 
0.22625 -0.763396 
0.2275 -0.782856 
0.22875 -0.799979 
0.23 -0.814733 
0.23125 -0.82709 
0.2325 -0.837032 
0.23375 -0.844545 
0.235 -0.849621 
0.23625 -0.85226 
0.2375 -0.852468 
0.23875 -0.850257 
0.24 -0.845644 
0.24125 -0.838655 
0.2425 -0.829318 
0.24375 -0.817672 
0.245 -0.803757 
0.24625 -0.787621 
0.2475 -0.769318 
0.24875 -0.748906 
0.25 -0.726449 
0.25125 -0.702017 
0.2525 -0.675682 
0.25375 -0.647523 
0.255 -0.617624 
0.25625 -0.58607 
0.2575 -0.552954 
0.25875 -0.518369 
0.26 -0.482414 
0.26125 -0.445192 
0.2625 -0.406806 
0.26375 -0.367363 
0.265 -0.326974 
0.26625 -0.285751 
0.2675 -0.243808 
0.26875 -0.201261 
0.27 -0.158225 
0.27125 -0.114821 
0.2725 -0.0711666 
0.27375 -0.0273812 
0.275 0.0164151 
0.27625 0.0601027 
0.2775 0.103562 
0.27875 0.146675 
0.28 0.189324 
0.28125 0.231391 
0.2825 0.272763 
0.28375 0.313325 
0.285 0.352967 
0.28625 0.391579 
0.2875 0.429056 
0.28875 0.465294 
0.29 0.500193 
0.29125 0.533655 
0.2925 0.565588 
0.29375 0.595902 
0.295 0.624511 
0.29625 0.651336 
0.2975 0.676298 
0.29875 0.699327 
0.3 0.720355 
0.30125 0.739321 
0.3025 0.756167 
0.30375 0.770843 
0.305 0.783304 
0.30625 0.793508 
0.3075 0.801423 
0.30875 0.80702 
0.31 0.810277 
0.31125 0.811178 
0.3125 0.809714 
0.31375 0.80588 
0.315 0.799679 
0.31625 0.791122 
0.3175 0.780223 
0.31875 0.767003 
0.32 0.751492 
0.32125 0.733724 
0.3225 0.713739 
0.32375 0.691585 
0.325 0.667314 
0.32625 0.640986 
0.3275 0.612666 
0.32875 0.582425 
0.33 0.550339 
0.33125 0.516491 
0.3325 0.480968 
0.33375 0.443864 
0.335 0.405276 
0.33625 0.365306 
0.3375 0.324063 
0.33875 0.281658 
0.34 0.238207 
0.34125 0.193829 
0.3425 0.148648 
0.34375 0.102791 
0.345 0.0563879 
0.34625 0.00957045 
0.3475 -0.037526 
0.34875 -0.0847643 
0.35 -0.132006 
0.35125 -0.17911 
0.3525 -0.225936 
0.35375 -0.272341 
0.355 -0.318183 
0.35625 -0.36332 
0.3575 -0.407609 
0.35875 -0.45091 
