# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_M_7> 
0 0 
0.00125 0.000944114 
0.0025 0.0041628 
0.00375 0.00955352 
0.005 0.0170174 
0.00625 0.0264591 
0.0075 0.0377863 
0.00875 0.0509096 
0.01 0.0657419 
0.01125 0.0821988 
0.0125 0.100198 
0.01375 0.119659 
0.015 0.140502 
0.01625 0.162652 
0.0175 0.186032 
0.01875 0.210567 
0.02 0.236185 
0.02125 0.262813 
0.0225 0.29038 
0.02375 0.318816 
0.025 0.348052 
0.02625 0.378019 
0.0275 0.408648 
0.02875 0.439873 
0.03 0.471627 
0.03125 0.503844 
0.0325 0.536459 
0.03375 0.569407 
0.035 0.602623 
0.03625 0.636044 
0.0375 0.669607 
0.03875 0.70325 
0.04 0.736911 
0.04125 0.770529 
0.0425 0.804043 
0.04375 0.837394 
0.045 0.870523 
0.04625 0.903371 
0.0475 0.935882 
0.04875 0.967998 
0.05 0.999665 
0.05125 1.03083 
0.0525 1.06143 
0.05375 1.09143 
0.055 1.12076 
0.05625 1.14938 
0.0575 1.17724 
0.05875 1.20429 
0.06 1.23048 
0.06125 1.25578 
0.0625 1.28013 
0.06375 1.30349 
0.065 1.32582 
0.06625 1.34708 
0.0675 1.36724 
0.06875 1.38625 
0.07 1.40409 
0.07125 1.42072 
0.0725 1.4361 
0.07375 1.45022 
0.075 1.46303 
0.07625 1.47452 
0.0775 1.48466 
0.07875 1.49342 
0.08 1.5008 
0.08125 1.50676 
0.0825 1.51129 
0.08375 1.51438 
0.085 1.51602 
0.08625 1.51619 
0.0875 1.51488 
0.08875 1.51209 
0.09 1.50781 
0.09125 1.50203 
0.0925 1.49477 
0.09375 1.48602 
0.095 1.47577 
0.09625 1.46405 
0.0975 1.45084 
0.09875 1.43617 
0.1 1.42004 
0.10125 1.40246 
0.1025 1.38345 
0.10375 1.36303 
0.105 1.34121 
0.10625 1.31801 
0.1075 1.29346 
0.10875 1.26758 
0.11 1.24038 
0.11125 1.21191 
0.1125 1.18219 
0.11375 1.15124 
0.115 1.1191 
0.11625 1.0858 
0.1175 1.05138 
0.11875 1.01587 
0.12 0.979316 
0.12125 0.941745 
0.1225 0.903202 
0.12375 0.863728 
0.125 0.823364 
0.12625 0.782155 
0.1275 0.740144 
0.12875 0.697376 
0.13 0.653899 
0.13125 0.609759 
0.1325 0.565004 
0.13375 0.519683 
0.135 0.473844 
0.13625 0.42754 
0.1375 0.380818 
0.13875 0.333732 
0.14 0.286333 
0.14125 0.238672 
0.1425 0.190801 
0.14375 0.142774 
0.145 0.0946435 
0.14625 0.0464615 
0.1475 -0.00171852 
0.14875 -0.0498438 
0.15 -0.0978613 
0.15125 -0.145718 
0.1525 -0.193362 
0.15375 -0.240741 
0.155 -0.287801 
0.15625 -0.334493 
0.1575 -0.380764 
0.15875 -0.426564 
0.16 -0.471843 
0.16125 -0.51655 
0.1625 -0.560638 
0.16375 -0.604057 
0.165 -0.64676 
0.16625 -0.6887 
0.1675 -0.729833 
0.16875 -0.770111 
0.17 -0.809493 
0.17125 -0.847935 
0.1725 -0.885394 
0.17375 -0.921831 
0.175 -0.957206 
0.17625 -0.991481 
0.1775 -1.02462 
0.17875 -1.05658 
0.18 -1.08734 
0.18125 -1.11685 
0.1825 -1.14509 
0.18375 -1.17203 
0.185 -1.19764 
0.18625 -1.22188 
0.1875 -1.24475 
0.18875 -1.2662 
0.19 -1.28622 
0.19125 -1.30479 
0.1925 -1.32188 
0.19375 -1.33749 
0.195 -1.35158 
0.19625 -1.36416 
0.1975 -1.3752 
0.19875 -1.3847 
0.2 -1.39264 
0.20125 -1.39903 
0.2025 -1.40384 
0.20375 -1.40708 
0.205 -1.40874 
0.20625 -1.40883 
0.2075 -1.40734 
0.20875 -1.40429 
0.21 -1.39966 
0.21125 -1.39347 
0.2125 -1.38573 
0.21375 -1.37644 
0.215 -1.36562 
0.21625 -1.35328 
0.2175 -1.33944 
0.21875 -1.3241 
0.22 -1.3073 
0.22125 -1.28904 
0.2225 -1.26934 
0.22375 -1.24824 
0.225 -1.22576 
0.22625 -1.20191 
0.2275 -1.17673 
0.22875 -1.15025 
0.23 -1.1225 
0.23125 -1.0935 
0.2325 -1.06329 
0.23375 -1.0319 
0.235 -0.999373 
0.23625 -0.96574 
0.2375 -0.93104 
0.23875 -0.89531 
0.24 -0.858592 
0.24125 -0.820925 
0.2425 -0.782352 
0.24375 -0.742915 
0.245 -0.702658 
0.24625 -0.661627 
0.2475 -0.619866 
0.24875 -0.577421 
0.25 -0.53434 
0.25125 -0.49067 
0.2525 -0.446459 
0.25375 -0.401757 
0.255 -0.356612 
0.25625 -0.311075 
0.2575 -0.265196 
0.25875 -0.219025 
0.26 -0.172614 
0.26125 -0.126012 
0.2625 -0.0792732 
0.26375 -0.0324472 
0.265 0.0144138 
0.26625 0.0612583 
0.2675 0.108035 
0.26875 0.154691 
0.27 0.201177 
0.27125 0.24744 
0.2725 0.293431 
0.27375 0.339097 
0.275 0.384389 
0.27625 0.429258 
0.2775 0.473653 
0.27875 0.517525 
0.28 0.560827 
0.28125 0.603511 
0.2825 0.645529 
0.28375 0.686836 
0.285 0.727385 
0.28625 0.767132 
0.2875 0.806034 
0.28875 0.844046 
0.29 0.881128 
0.29125 0.917238 
0.2925 0.952337 
0.29375 0.986385 
0.295 1.01934 
0.29625 1.05118 
0.2975 1.08185 
0.29875 1.11134 
0.3 1.13959 
0.30125 1.16659 
0.3025 1.1923 
0.30375 1.21669 
0.305 1.23973 
0.30625 1.26141 
0.3075 1.2817 
0.30875 1.30056 
0.31 1.31799 
0.31125 1.33397 
0.3125 1.34846 
0.31375 1.36147 
0.315 1.37297 
0.31625 1.38294 
0.3175 1.39139 
0.31875 1.3983 
0.32 1.40365 
0.32125 1.40746 
0.3225 1.4097 
0.32375 1.41038 
0.325 1.40949 
0.32625 1.40704 
0.3275 1.40303 
0.32875 1.39746 
0.33 1.39033 
0.33125 1.38167 
0.3325 1.37146 
0.33375 1.35973 
0.335 1.34649 
0.33625 1.33175 
0.3375 1.31553 
0.33875 1.29784 
0.34 1.27871 
0.34125 1.25815 
0.3425 1.23618 
0.34375 1.21284 
0.345 1.18814 
0.34625 1.16212 
0.3475 1.1348 
0.34875 1.10621 
0.35 1.07638 
0.35125 1.04535 
0.3525 1.01314 
0.35375 0.979802 
0.355 0.945365 
0.35625 0.909867 
0.3575 0.873347 
0.35875 0.835847 
0.36 0.797407 
0.36125 0.75807 
0.3625 0.717879 
0.36375 0.676879 
0.365 0.635116 
0.36625 0.592636 
0.3675 0.549486 
0.36875 0.505714 
0.37 0.46137 
0.37125 0.416501 
0.3725 0.371159 
0.37375 0.325394 
0.375 0.279257 
0.37625 0.232799 
0.3775 0.186074 
0.37875 0.139132 
0.38 0.0920265 
0.38125 0.0448105 
0.3825 -0.00246328 
0.38375 -0.0497417 
0.385 -0.0969718 
0.38625 -0.1441 
0.3875 -0.191075 
0.38875 -0.237841 
0.39 -0.284348 
0.39125 -0.330543 
0.3925 -0.376374 
0.39375 -0.421788 
0.395 -0.466735 
0.39625 -0.511165 
0.3975 -0.555026 
0.39875 -0.598271 
0.4 -0.640848 
0.40125 -0.682712 
0.4025 -0.723814 
0.40375 -0.764108 
0.405 -0.803548 
0.40625 -0.84209 
0.4075 -0.879691 
0.40875 -0.916308 
0.41 -0.951899 
0.41125 -0.986424 
0.4125 -1.01985 
0.41375 -1.05212 
0.415 -1.08322 
0.41625 -1.11311 
0.4175 -1.14175 
0.41875 -1.16911 
0.42 -1.19516 
0.42125 -1.21987 
0.4225 -1.24321 
0.42375 -1.26515 
0.425 -1.28568 
0.42625 -1.30477 
0.4275 -1.3224 
0.42875 -1.33854 
0.43 -1.35319 
0.43125 -1.36632 
0.4325 -1.37791 
0.43375 -1.38797 
0.435 -1.39647 
0.43625 -1.40341 
0.4375 -1.40878 
0.43875 -1.41257 
0.44 -1.41478 
0.44125 -1.41541 
0.4425 -1.41446 
0.44375 -1.41193 
0.445 -1.40782 
0.44625 -1.40214 
0.4475 -1.3949 
0.44875 -1.3861 
0.45 -1.37576 
0.45125 -1.36388 
0.4525 -1.35049 
0.45375 -1.33559 
0.455 -1.3192 
0.45625 -1.30135 
0.4575 -1.28205 
0.45875 -1.26133 
0.46 -1.23921 
0.46125 -1.21571 
0.4625 -1.19087 
0.46375 -1.1647 
0.465 -1.13724 
0.46625 -1.10852 
0.4675 -1.07857 
0.46875 -1.04743 
0.47 -1.01513 
0.47125 -0.981706 
0.4725 -0.947194 
0.47375 -0.911634 
0.475 -0.875064 
0.47625 -0.837525 
0.4775 -0.799058 
0.47875 -0.759706 
0.48 -0.719512 
0.48125 -0.678519 
0.4825 -0.636772 
0.48375 -0.594318 
0.485 -0.551202 
0.48625 -0.507472 
0.4875 -0.463174 
0.48875 -0.418359 
0.49 -0.373075 
0.49125 -0.327371 
0.4925 -0.281298 
0.49375 -0.234906 
0.495 -0.188248 
0.49625 -0.141376 
0.4975 -0.0943412 
0.49875 -0.047198 
0.5 2.07079e-14 


0.5 2.07079e-14 
0.50125 0.047198 
0.5025 0.0943412 
0.50375 0.141376 
0.505 0.188248 
0.50625 0.234906 
0.5075 0.281298 
0.50875 0.327371 
0.51 0.373075 
0.51125 0.418359 
0.5125 0.463174 
0.51375 0.507472 
0.515 0.551202 
0.51625 0.594318 
0.5175 0.636772 
0.51875 0.678519 
0.52 0.719512 
0.52125 0.759706 
0.5225 0.799058 
0.52375 0.837525 
0.525 0.875064 
0.52625 0.911634 
0.5275 0.947194 
0.52875 0.981706 
0.53 1.01513 
0.53125 1.04743 
0.5325 1.07857 
0.53375 1.10852 
0.535 1.13724 
0.53625 1.1647 
0.5375 1.19087 
0.53875 1.21571 
0.54 1.23921 
0.54125 1.26133 
0.5425 1.28205 
0.54375 1.30135 
0.545 1.3192 
0.54625 1.33559 
0.5475 1.35049 
0.54875 1.36388 
0.55 1.37576 
0.55125 1.3861 
0.5525 1.3949 
0.55375 1.40214 
0.555 1.40782 
0.55625 1.41193 
0.5575 1.41446 
0.55875 1.41541 
