# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_sqL_15> 
0 0 
0.00125 0.000131874 
0.0025 0.000133744 
0.00375 1.96974e-05 
0.005 -0.000197192 
0.00625 -0.000504808 
0.0075 -0.000891941 
0.00875 -0.00134824 
0.01 -0.00186416 
0.01125 -0.00243093 
0.0125 -0.00304049 
0.01375 -0.00368547 
0.015 -0.00435912 
0.01625 -0.00505532 
0.0175 -0.00576849 
0.01875 -0.00649361 
0.02 -0.00722611 
0.02125 -0.00796194 
0.0225 -0.00869744 
0.02375 -0.00942938 
0.025 -0.0101549 
0.02625 -0.0108715 
0.0275 -0.011577 
0.02875 -0.0122695 
0.03 -0.0129475 
0.03125 -0.0136096 
0.0325 -0.0142546 
0.03375 -0.0148818 
0.035 -0.0154904 
0.03625 -0.01608 
0.0375 -0.0166502 
0.03875 -0.0172009 
0.04 -0.017732 
0.04125 -0.0182436 
0.0425 -0.0187359 
0.04375 -0.0192093 
0.045 -0.019664 
0.04625 -0.0201007 
0.0475 -0.0205197 
0.04875 -0.0209217 
0.05 -0.0213074 
0.05125 -0.0216774 
0.0525 -0.0220323 
0.05375 -0.022373 
0.055 -0.0227002 
0.05625 -0.0230147 
0.0575 -0.0233173 
0.05875 -0.0236086 
0.06 -0.0238896 
0.06125 -0.0241609 
0.0625 -0.0244234 
0.06375 -0.0246777 
0.065 -0.0249246 
0.06625 -0.0251649 
0.0675 -0.0253992 
0.06875 -0.0256281 
0.07 -0.0258524 
0.07125 -0.0260726 
0.0725 -0.0262892 
0.07375 -0.026503 
0.075 -0.0267143 
0.07625 -0.0269237 
0.0775 -0.0271316 
0.07875 -0.0273385 
0.08 -0.0275447 
0.08125 -0.0277506 
0.0825 -0.0279565 
0.08375 -0.0281627 
0.085 -0.0283695 
0.08625 -0.0285772 
0.0875 -0.0287858 
0.08875 -0.0289956 
0.09 -0.0292068 
0.09125 -0.0294193 
0.0925 -0.0296334 
0.09375 -0.0298491 
0.095 -0.0300663 
0.09625 -0.0302851 
0.0975 -0.0305055 
0.09875 -0.0307275 
0.1 -0.0309509 
0.10125 -0.0311758 
0.1025 -0.0314019 
0.10375 -0.0316292 
0.105 -0.0318576 
0.10625 -0.0320868 
0.1075 -0.0323168 
0.10875 -0.0325474 
0.11 -0.0327783 
0.11125 -0.0330093 
0.1125 -0.0332404 
0.11375 -0.0334711 
0.115 -0.0337014 
0.11625 -0.0339311 
0.1175 -0.0341597 
0.11875 -0.0343872 
0.12 -0.0346133 
0.12125 -0.0348378 
0.1225 -0.0350604 
0.12375 -0.0352808 
0.125 -0.0354989 
0.12625 -0.0357144 
0.1275 -0.0359271 
0.12875 -0.0361367 
0.13 -0.0363431 
