0 9.8696
1 39.4784
2 88.8264
3 157.914
4 246.74
5 355.306
6 483.611
7 631.656
8 799.535
9 988.171
10 1197.79
11 1426.63
12 1712.73
13 2126.69
14 2506.53
15 2906.99
16 4134.52
17 7410.36
18 8788.43
19 10276.8
20 33990.1
