# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_6> 
0 0 
0.00125 0.000204268 
0.0025 0.000821016 
0.00375 0.00183639 
0.005 0.00323662 
0.00625 0.00500804 
0.0075 0.00713705 
0.00875 0.00961015 
0.01 0.0124139 
0.01125 0.015535 
0.0125 0.0189601 
0.01375 0.0226761 
0.015 0.0266698 
0.01625 0.0309283 
0.0175 0.0354385 
0.01875 0.0401877 
0.02 0.0451629 
0.02125 0.0503515 
0.0225 0.0557409 
0.02375 0.0613186 
0.025 0.0670721 
0.02625 0.072989 
0.0275 0.0790572 
0.02875 0.0852644 
0.03 0.0915987 
0.03125 0.098048 
0.0325 0.104601 
0.03375 0.111245 
0.035 0.117969 
0.03625 0.124762 
0.0375 0.131611 
0.03875 0.138507 
0.04 0.145438 
0.04125 0.152392 
0.0425 0.15936 
0.04375 0.16633 
0.045 0.173293 
0.04625 0.180237 
0.0475 0.187152 
0.04875 0.194029 
0.05 0.200859 
0.05125 0.20763 
0.0525 0.214334 
0.05375 0.220961 
0.055 0.227503 
0.05625 0.23395 
0.0575 0.240294 
0.05875 0.246526 
0.06 0.252638 
0.06125 0.258622 
0.0625 0.26447 
0.06375 0.270175 
0.065 0.275728 
0.06625 0.281124 
0.0675 0.286354 
0.06875 0.291413 
0.07 0.296293 
0.07125 0.300988 
0.0725 0.305493 
0.07375 0.309801 
0.075 0.313907 
0.07625 0.317806 
0.0775 0.321492 
0.07875 0.324961 
0.08 0.328208 
0.08125 0.331229 
0.0825 0.33402 
0.08375 0.336577 
0.085 0.338897 
0.08625 0.340976 
0.0875 0.34281 
0.08875 0.344398 
0.09 0.345737 
0.09125 0.346825 
0.0925 0.347658 
0.09375 0.348237 
0.095 0.348559 
0.09625 0.348622 
0.0975 0.348427 
0.09875 0.347972 
0.1 0.347257 
0.10125 0.346281 
0.1025 0.345044 
0.10375 0.343547 
0.105 0.34179 
0.10625 0.339775 
0.1075 0.337501 
0.10875 0.33497 
0.11 0.332183 
0.11125 0.329143 
0.1125 0.325851 
0.11375 0.322308 
0.115 0.318519 
0.11625 0.314485 
0.1175 0.310208 
0.11875 0.305692 
0.12 0.300941 
0.12125 0.295957 
0.1225 0.290744 
0.12375 0.285306 
0.125 0.279647 
