# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_Bip_wrt_sqL_12> 
0 0 
0.00125 8.03183e-06 
0.0025 1.39348e-05 
0.00375 2.03907e-05 
0.005 2.97462e-05 
0.00625 4.40375e-05 
0.0075 6.50132e-05 
0.00875 9.41561e-05 
0.01 0.000132705 
0.01125 0.000181672 
0.0125 0.000241863 
0.01375 0.000313898 
0.015 0.00039822 
0.01625 0.00049512 
0.0175 0.000604743 
0.01875 0.000727111 
0.02 0.000862127 
0.02125 0.00100959 
0.0225 0.00116923 
0.02375 0.00134066 
0.025 0.00152344 
0.02625 0.00171709 
0.0275 0.00192106 
0.02875 0.00213475 
0.03 0.00235753 
0.03125 0.00258876 
0.0325 0.00282775 
0.03375 0.00307381 
0.035 0.00332624 
0.03625 0.00358434 
0.0375 0.00384739 
0.03875 0.00411469 
0.04 0.00438555 
0.04125 0.00465929 
0.0425 0.00493522 
0.04375 0.00521271 
0.045 0.00549112 
0.04625 0.00576983 
0.0475 0.00604826 
0.04875 0.00632586 
0.05 0.00660208 
0.05125 0.00687642 
0.0525 0.0071484 
0.05375 0.00741758 
0.055 0.00768354 
0.05625 0.00794589 
0.0575 0.00820427 
0.05875 0.00845837 
0.06 0.00870788 
0.06125 0.00895254 
0.0625 0.00919213 
0.06375 0.00942643 
0.065 0.00965527 
0.06625 0.0098785 
0.0675 0.010096 
0.06875 0.0103077 
0.07 0.0105135 
0.07125 0.0107134 
0.0725 0.0109073 
0.07375 0.0110954 
0.075 0.0112775 
0.07625 0.0114537 
0.0775 0.0116242 
0.07875 0.0117889 
0.08 0.0119481 
0.08125 0.0121017 
0.0825 0.0122501 
0.08375 0.0123932 
0.085 0.0125313 
0.08625 0.0126646 
0.0875 0.0127931 
0.08875 0.0129172 
0.09 0.013037 
0.09125 0.0131527 
0.0925 0.0132646 
0.09375 0.0133728 
0.095 0.0134776 
0.09625 0.0135792 
0.0975 0.0136778 
0.09875 0.0137737 
0.1 0.013867 
0.10125 0.013958 
0.1025 0.014047 
0.10375 0.0141341 
0.105 0.0142196 
0.10625 0.0143037 
0.1075 0.0143865 
0.10875 0.0144684 
0.11 0.0145494 
0.11125 0.0146299 
0.1125 0.0147098 
0.11375 0.0147896 
0.115 0.0148692 
0.11625 0.0149489 
0.1175 0.0150289 
0.11875 0.0151092 
0.12 0.01519 
0.12125 0.0152714 
0.1225 0.0153536 
0.12375 0.0154366 
0.125 0.0155206 
0.12625 0.0156056 
0.1275 0.0156917 
0.12875 0.015779 
0.13 0.0158675 
0.13125 0.0159573 
0.1325 0.0160483 
0.13375 0.0161407 
0.135 0.0162345 
0.13625 0.0163296 
0.1375 0.0164261 
0.13875 0.0165239 
0.14 0.016623 
0.14125 0.0167234 
0.1425 0.0168251 
0.14375 0.016928 
0.145 0.017032 
0.14625 0.0171372 
0.1475 0.0172434 
0.14875 0.0173505 
0.15 0.0174586 
0.15125 0.0175674 
0.1525 0.0176769 
0.15375 0.0177871 
0.155 0.0178977 
0.15625 0.0180088 
0.1575 0.0181201 
0.15875 0.0182316 
0.16 0.0183432 
0.16125 0.0184548 
0.1625 0.0185662 
0.16375 0.0186773 
0.165 0.0187879 
0.16625 0.0188981 
0.1675 0.0190076 
0.16875 0.0191163 
0.17 0.0192241 
0.17125 0.0193309 
0.1725 0.0194365 
