# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <EF_L_18> 
0 0 
0.00125 0.156934 
0.0025 0.284658 
0.00375 0.386183 
0.005 0.464309 
0.00625 0.521629 
0.0075 0.560548 
0.00875 0.583287 
0.01 0.591896 
0.01125 0.588265 
0.0125 0.574127 
0.01375 0.551075 
0.015 0.520564 
0.01625 0.483921 
0.0175 0.442354 
0.01875 0.396958 
0.02 0.348723 
0.02125 0.298538 
0.0225 0.2472 
0.02375 0.195422 
0.025 0.143832 
0.02625 0.0929865 
0.0275 0.0433697 
0.02875 -0.00459799 
0.03 -0.0505567 
0.03125 -0.0942021 
0.0325 -0.135281 
0.03375 -0.173589 
0.035 -0.208962 
0.03625 -0.241278 
0.0375 -0.270452 
0.03875 -0.296429 
0.04 -0.319187 
0.04125 -0.33873 
0.0425 -0.355085 
0.04375 -0.368302 
0.045 -0.378451 
0.04625 -0.385617 
0.0475 -0.389901 
0.04875 -0.391418 
0.05 -0.390292 
0.05125 -0.386658 
0.0525 -0.380656 
0.05375 -0.372436 
0.055 -0.36215 
0.05625 -0.349955 
0.0575 -0.336008 
0.05875 -0.32047 
0.06 -0.303502 
0.06125 -0.285261 
0.0625 -0.265906 
0.06375 -0.245593 
0.065 -0.224474 
0.06625 -0.202697 
0.0675 -0.180408 
0.06875 -0.157747 
0.07 -0.134848 
0.07125 -0.111843 
0.0725 -0.0888532 
0.07375 -0.0659981 
0.075 -0.0433891 
0.07625 -0.0211314 
0.0775 0.000676008 
0.07875 0.0219411 
0.08 0.0425785 
0.08125 0.0625094 
0.0825 0.0816617 
0.08375 0.0999703 
0.085 0.117376 
0.08625 0.133828 
0.0875 0.149279 
0.08875 0.16369 
0.09 0.177029 
0.09125 0.189268 
0.0925 0.200386 
0.09375 0.210367 
0.095 0.219201 
0.09625 0.226883 
0.0975 0.233414 
0.09875 0.238798 
0.1 0.243046 
0.10125 0.24617 
0.1025 0.24819 
0.10375 0.249127 
0.105 0.249007 
0.10625 0.247858 
0.1075 0.245713 
0.10875 0.242607 
0.11 0.238577 
0.11125 0.233663 
0.1125 0.227909 
0.11375 0.221356 
0.115 0.214052 
0.11625 0.206043 
0.1175 0.197379 
0.11875 0.188107 
0.12 0.17828 
0.12125 0.167946 
0.1225 0.157159 
0.12375 0.145968 
0.125 0.134426 
0.12625 0.122583 
0.1275 0.110491 
0.12875 0.0981994 
0.13 0.0857587 
0.13125 0.0732175 
0.1325 0.0606237 
0.13375 0.0480242 
0.135 0.0354647 
0.13625 0.0229894 
0.1375 0.0106414 
0.13875 -0.00153816 
0.14 -0.0135094 
0.14125 -0.0252343 
0.1425 -0.0366765 
0.14375 -0.0478018 
0.145 -0.0585775 
0.14625 -0.0689732 
0.1475 -0.0789602 
0.14875 -0.0885121 
0.15 -0.0976044 
0.15125 -0.106215 
0.1525 -0.114323 
0.15375 -0.121911 
0.155 -0.128962 
0.15625 -0.135463 
0.1575 -0.141403 
0.15875 -0.14677 
0.16 -0.151558 
0.16125 -0.155761 
0.1625 -0.159375 
0.16375 -0.162399 
0.165 -0.164833 
0.16625 -0.166679 
0.1675 -0.167942 
0.16875 -0.168626 
0.17 -0.16874 
0.17125 -0.168292 
0.1725 -0.167294 
0.17375 -0.165758 
0.175 -0.163697 
0.17625 -0.161126 
0.1775 -0.158063 
0.17875 -0.154525 
0.18 -0.15053 
0.18125 -0.146098 
0.1825 -0.141251 
0.18375 -0.13601 
0.185 -0.130399 
0.18625 -0.124439 
0.1875 -0.118156 
0.18875 -0.111575 
0.19 -0.10472 
0.19125 -0.0976164 
0.1925 -0.0902911 
0.19375 -0.08277 
0.195 -0.0750796 
0.19625 -0.0672462 
0.1975 -0.0592963 
0.19875 -0.0512566 
0.2 -0.0431532 
0.20125 -0.0350123 
0.2025 -0.0268597 
0.20375 -0.018721 
0.205 -0.0106212 
0.20625 -0.002585 
0.2075 0.00536365 
0.20875 0.0132012 
0.21 0.0209049 
0.21125 0.0284527 
0.2125 0.0358231 
0.21375 0.0429957 
0.215 0.0499509 
0.21625 0.0566699 
0.2175 0.0631349 
0.21875 0.069329 
0.22 0.0752365 
0.22125 0.0808427 
0.2225 0.0861338 
0.22375 0.0910974 
0.225 0.0957218 
0.22625 0.0999969 
0.2275 0.103913 
0.22875 0.107463 
0.23 0.11064 
0.23125 0.113438 
0.2325 0.115852 
0.23375 0.11788 
0.235 0.119519 
0.23625 0.120768 
0.2375 0.121628 
0.23875 0.1221 
0.24 0.122186 
0.24125 0.121891 
0.2425 0.121218 
0.24375 0.120174 
0.245 0.118766 
0.24625 0.117 
0.2475 0.114888 
0.24875 0.112437 
0.25 0.109659 
0.25125 0.106565 
0.2525 0.103168 
0.25375 0.0994803 
0.255 0.0955168 
0.25625 0.0912918 
0.2575 0.0868205 
0.25875 0.082119 
0.26 0.0772036 
0.26125 0.0720913 
0.2625 0.0667996 
0.26375 0.0613463 
0.265 0.0557497 
0.26625 0.0500281 
0.2675 0.0442003 
0.26875 0.0382853 
0.27 0.032302 
0.27125 0.0262697 
0.2725 0.0202074 
0.27375 0.0141343 
0.275 0.00806943 
0.27625 0.00203166 
0.2775 -0.00396031 
0.27875 -0.00988802 
0.28 -0.0157333 
0.28125 -0.0214784 
0.2825 -0.0271059 
0.28375 -0.0325988 
0.285 -0.0379408 
0.28625 -0.0431157 
0.2875 -0.0481085 
0.28875 -0.0529042 
0.29 -0.057489 
0.29125 -0.0618495 
0.2925 -0.0659731 
0.29375 -0.069848 
0.295 -0.0734633 
0.29625 -0.0768089 
0.2975 -0.0798754 
0.29875 -0.0826546 
0.3 -0.085139 
0.30125 -0.0873221 
0.3025 -0.0891985 
0.30375 -0.0907635 
0.305 -0.0920137 
0.30625 -0.0929465 
0.3075 -0.0935603 
0.30875 -0.0938548 
0.31 -0.0938303 
0.31125 -0.0934885 
0.3125 -0.0928318 
0.31375 -0.0918638 
0.315 -0.090589 
0.31625 -0.0890131 
0.3175 -0.0871424 
0.31875 -0.0849845 
0.32 -0.0825476 
0.32125 -0.0798413 
0.3225 -0.0768755 
0.32375 -0.0736613 
0.325 -0.0702107 
0.32625 -0.0665361 
0.3275 -0.062651 
0.32875 -0.0585695 
0.33 -0.0543063 
0.33125 -0.0498768 
0.3325 -0.045297 
0.33375 -0.0405833 
0.335 -0.0357528 
0.33625 -0.0308227 
0.3375 -0.0258109 
0.33875 -0.0207354 
0.34 -0.0156145 
0.34125 -0.0104669 
0.3425 -0.00531102 
0.34375 -0.000165746 
0.345 0.00495019 
0.34625 0.0100181 
0.3475 0.0150193 
0.34875 0.0199355 
0.35 0.0247484 
0.35125 0.0294401 
0.3525 0.0339932 
0.35375 0.0383905 
0.355 0.0426154 
0.35625 0.0466519 
0.3575 0.0504846 
0.35875 0.0540987 
0.36 0.0574802 
0.36125 0.0606159 
0.3625 0.0634933 
0.36375 0.0661012 
0.365 0.0684288 
0.36625 0.0704668 
0.3675 0.0722067 
0.36875 0.0736411 
0.37 0.0747638 
0.37125 0.0755698 
0.3725 0.0760552 
0.37375 0.0762175 
0.375 0.0760553 
0.37625 0.0755687 
0.3775 0.0747589 
0.37875 0.0736285 
0.38 0.0721816 
0.38125 0.0704234 
0.3825 0.0683606 
0.38375 0.0660012 
0.385 0.0633545 
0.38625 0.0604312 
0.3875 0.0572432 
0.38875 0.0538039 
0.39 0.0501276 
0.39125 0.0462301 
0.3925 0.0421282 
0.39375 0.0378399 
0.395 0.0333844 
0.39625 0.0287816 
0.3975 0.0240526 
0.39875 0.0192192 
0.4 0.0143041 
0.40125 0.00933081 
0.4025 0.00432326 
0.40375 -0.000693986 
0.405 -0.00569592 
0.40625 -0.0106572 
0.4075 -0.0155524 
0.40875 -0.0203557 
0.41 -0.0250415 
0.41125 -0.0295844 
0.4125 -0.0339591 
0.41375 -0.0381408 
0.415 -0.0421051 
0.41625 -0.0458284 
0.4175 -0.049288 
0.41875 -0.0524618 
0.42 -0.0553292 
0.42125 -0.0578706 
0.4225 -0.0600678 
0.42375 -0.0619043 
0.425 -0.063365 
0.42625 -0.0644369 
0.4275 -0.0651089 
0.42875 -0.0653719 
0.43 -0.065219 
0.43125 -0.0646459 
0.4325 -0.0636506 
0.43375 -0.0622338 
0.435 -0.0603988 
0.43625 -0.0581517 
0.4375 -0.0555018 
0.43875 -0.0524609 
0.44 -0.0490443 
0.44125 -0.0452701 
0.4425 -0.0411596 
0.44375 -0.0367373 
0.445 -0.0320307 
0.44625 -0.0270704 
0.4475 -0.0218902 
0.44875 -0.0165268 
0.45 -0.0110198 
0.45125 -0.00541152 
0.4525 0.000253169 
0.45375 0.00592694 
0.455 0.0115603 
0.45625 0.0171019 
0.4575 0.0224988 
0.45875 0.0276968 
0.46 0.0326408 
0.46125 0.0372755 
0.4625 0.0415455 
0.46375 0.0453962 
0.465 0.0487742 
0.46625 0.051628 
0.4675 0.0539089 
0.46875 0.0555717 
0.47 0.0565754 
0.47125 0.0568845 
0.4725 0.0564696 
0.47375 0.0553091 
0.475 0.0533899 
0.47625 0.0507087 
0.4775 0.0472739 
0.47875 0.0431065 
0.48 0.0382421 
0.48125 0.0327324 
0.4825 0.0266469 
