n_levels n_cells n_dofs  n_dofs_u n_dofs_p n_colors n_iter reduction      L2_error_u           L2_error_p        H1semi_error_u    
       4     256   12416     8320     4096        8 7.9447 9.841e-02 2.298e-08     -    - 3.332e-06     -    - 3.517e-06    -    - 
       5    1024   49408    33024    16384        8 7.6906 9.115e-02 1.443e-09 15.92 4.01 2.085e-07 15.98 4.00 4.395e-07 8.00 3.02 
       6    4096  197120   131584    65536        8 7.5072 8.597e-02 9.037e-11 15.97 4.01 1.305e-08 15.98 4.00 5.493e-08 8.00 3.01 
       7   16384  787456   525312   262144        8 7.4150 8.339e-02 5.655e-12 15.98 4.00 9.245e-10 14.11 3.82 6.866e-09 8.00 3.00 
       8   65536 3147776  2099200  1048576        8 7.2572 7.900e-02 3.929e-13 14.39 3.85 3.272e-10  2.83 1.50 8.582e-10 8.00 3.00 
