n_levels n_cells  n_dofs  n_colors n_iter  reduction       L2_error       
       4    4096   531441        8 13.3575 2.518e-01 4.967e-09    -     - 
       5   32768  4173281        8 12.9671 2.416e-01 1.051e-08 0.47 -1.09 
       6  262144 33076161        8 12.6994 2.344e-01 6.747e-09 1.56  0.64 
