n_levels n_cells  n_dofs   n_colors n_iter  reduction       L2_error       
       4    4096    262144        1 36.1871 6.011e-01 2.933e-06     -    - 
       5   32768   2097152        1 40.0724 6.315e-01 1.934e-07 15.17 3.92 
       6  262144  16777216        1 42.8195 6.504e-01 1.460e-08 13.24 3.73 
       7 2097152 134217728        1 43.8609 6.571e-01 3.848e-09  3.80 1.92 
