n_levels n_cells  n_dofs   n_colors n_iter  reduction       L2_error       
       2      64    262144        2 20.5788 4.086e-01 1.366e-08    -     - 
       3     512   2097152        2 20.8413 4.132e-01 1.594e-08 0.86 -0.22 
       4    4096  16777216        2 20.9107 4.144e-01 1.695e-08 0.94 -0.09 
       5   32768 134217728        2 20.9217 4.146e-01 1.707e-08 0.99 -0.01 
