n_levels n_cells  n_dofs   n_colors n_iter reduction       L2_error       
       2      64    110592       16 2.4270 5.056e-04 2.964e-09    -     - 
       3     512    884736       16 2.6045 8.479e-04 2.237e-08 0.13 -2.92 
       4    4096   7077888       16 2.6153 8.731e-04 2.677e-08 0.84 -0.26 
       5   32768  56623104       16 2.6213 8.874e-04 2.608e-08 1.03  0.04 
       6  262144 452984832       16 2.6262 8.989e-04 2.608e-08 1.00  0.00 
