n_levels n_cells n_dofs  n_dofs_u n_dofs_p n_colors n_iter reduction      L2_error_u            L2_error_p         H1semi_error_u    
       4     256   19360    12960     6400        8 4.1202 1.144e-02 3.006e-10     -     - 6.576e-08     -    - 7.824e-08     -    - 
       5    1024   77120    51520    25600        8 4.4656 1.616e-02 9.355e-12 32.13  5.03 2.058e-09 31.96 5.00 4.895e-09 15.98 4.02 
       6    4096  307840   205440   102400        8 4.6463 1.898e-02 2.920e-13 32.03  5.01 8.607e-11 23.91 4.58 3.060e-10 16.00 4.01 
       7   16384 1230080   820480   409600        8 4.6663 1.930e-02 1.415e-14 20.64  4.37 3.121e-11  2.76 1.46 1.912e-11 16.00 4.00 
       8   65536 4917760  3279360  1638400        8 4.6692 1.935e-02 4.524e-14  0.31 -1.68 1.585e-11  1.97 0.98 1.215e-12 15.74 3.98 
