n_levels n_cells n_dofs n_colors n_iter  reduction       L2_error           energy_error     
       2      16    289        8  7.0000 1.233e-03 2.040e-04     -     - 4.024e-01    -    - 
       3      64   1089        8  9.0000 5.482e-03 9.718e-06 20.99  4.59 5.270e-02 7.64 3.06 
       4     256   4225        8 10.0000 6.768e-03 3.458e-07 28.11  4.92 6.231e-03 8.46 3.15 
       5    1024  16641        8 10.0000 6.835e-03 1.136e-08 30.42  4.98 7.581e-04 8.22 3.07 
       6    4096  66049        8 11.0000 7.069e-03 1.677e-08  0.68 -0.56 9.381e-05 8.08 3.03 
       7   16384 263169        8 11.0000 7.037e-03 2.272e-07  0.07 -3.77 1.435e-05 6.54 2.72 
