n_levels n_cells n_dofs  n_dofs_u n_dofs_p n_colors n_iter reduction      L2_error_u           L2_error_p         H1semi_error_u    
       3      64    5568     4608      960        8 3.4366 4.700e-03 2.460e-07     -    - 2.758e-05     -    - 2.400e-05     -    - 
       4     256   22272    18432     3840        8 3.8760 8.630e-03 4.048e-09 60.78 5.93 8.674e-07 31.79 4.99 7.937e-07 30.24 4.92 
       5    1024   89088    73728    15360        8 4.2017 1.247e-02 6.459e-11 62.66 5.97 2.710e-08 32.01 5.00 2.540e-08 31.25 4.97 
       6    4096  356352   294912    61440        8 4.2459 1.306e-02 1.167e-12 55.37 5.79 8.463e-10 32.02 5.00 8.016e-10 31.68 4.99 
       7   16384 1425408  1179648   245760        8 4.3087 1.391e-02 6.336e-13  1.84 0.88 3.325e-11 25.45 4.67 2.755e-11 29.10 4.86 
