n_levels n_cells n_dofs  n_dofs_u n_dofs_p n_colors n_iter reduction       L2_error_u             L2_error_p          H1semi_error_u     
       3      64    9520     6384     3136        8 5.0828 2.667e-02 9.623e-12      -     - 1.938e-09      -     - 1.511e-09     -     - 
       4     256   37856    25312    12544        8 5.1966 2.888e-02 7.498e-14 128.34  7.05 1.785e-11 108.54  6.76 2.372e-11 63.70  6.03 
       5    1024  150976   100800    50176        8 4.9452 2.411e-02 1.838e-14   4.08  2.03 8.015e-11   0.22 -2.17 6.886e-13 34.45  5.12 
       6    4096  603008   402304   200704        8 4.7485 2.067e-02 2.832e-14   0.65 -0.62 2.384e-11   3.36  1.75 4.041e-13  1.70  0.77 
       7   16384 2410240  1607424   802816        8 4.5813 1.794e-02 1.196e-13   0.24 -2.08 5.296e-12   4.50  2.17 8.881e-13  0.46 -1.14 
