n_levels n_cells n_dofs  n_dofs_u n_dofs_p n_colors n_iter  reduction      L2_error_u            L2_error_p         H1semi_error_u    
       4     256   19360    12960     6400        1 15.6963 3.093e-01 3.409e-10     -     - 6.578e-08     -    - 7.548e-08     -    - 
       5    1024   77120    51520    25600        1 14.8545 2.894e-01 1.064e-11 32.03  5.02 2.060e-09 31.93 5.00 4.723e-09 15.98 4.02 
       6    4096  307840   205440   102400        1 13.6451 2.592e-01 3.325e-13 32.00  5.01 7.376e-11 27.93 4.80 2.953e-10 15.99 4.01 
       7   16384 1230080   820480   409600        1 13.8919 2.655e-01 1.775e-14 18.73  4.23 2.401e-11  3.07 1.62 1.846e-11 16.00 4.00 
       8   65536 4917760  3279360  1638400        1 13.9391 2.667e-01 8.085e-14  0.22 -2.19 1.265e-11  1.90 0.92 1.291e-12 14.29 3.84 
